spec,basis,window,det_tag,p,r,m,T_window,T_eff_common,logLik,k_total,k_longrun,k_rank,k_other,xi_val,IC_xi_eta
Q1,ortho,post_fordism,SR_none__LR_none,2,1,4,50,43,411.50961516477537,23,7,7,16,1.3333333333333333,-716.4518937182331
Q1,ortho,post_fordism,SR_none__LR_none,2,2,4,50,43,416.5221413445026,28,12,12,16,2,-667.5514775984884
Q1,ortho,post_fordism,SR_none__LR_none,2,3,4,50,43,420.56951408026305,31,15,15,16,4,-544.0042190207347
Q1,ortho,post_fordism,SR_none__LR_none,3,0,4,50,43,399.98681296138545,32,0,0,32,1,-679.6152222205769
Q1,ortho,post_fordism,SR_none__LR_none,3,1,4,50,43,421.8190790301943,39,7,7,32,1.3333333333333333,-656.8318856476084
Q1,ortho,post_fordism,SR_none__LR_none,3,2,4,50,43,426.86252652635625,44,12,12,32,2,-567.8738442600018
Q1,ortho,post_fordism,SR_none__LR_none,3,3,4,50,43,430.86533582969264,47,15,15,32,4,-323.8790551152059
Q1,ortho,post_fordism,SR_none__LR_none,4,0,4,50,43,410.49099097804503,48,0,0,48,1,-640.4443764027991
Q1,ortho,post_fordism,SR_none__LR_none,4,1,4,50,43,422.52304650193906,55,7,7,48,1.3333333333333333,-578.0008847896352
Q1,ortho,post_fordism,SR_none__LR_none,4,2,4,50,43,427.67162780451446,60,12,12,48,2,-449.1336431141242
Q1,ortho,post_fordism,SR_none__LR_none,4,3,4,50,43,431.6477455419202,63,15,15,48,4,-84.72706713527293
Q1,ortho,post_fordism,SR_none__LR_none,5,0,4,50,43,420.4781290473248,64,0,0,64,1,-600.2394506902616
Q1,ortho,post_fordism,SR_none__LR_none,5,1,4,50,43,433.874696509981,71,7,7,64,1.3333333333333333,-520.4652490042564
Q1,ortho,post_fordism,SR_none__LR_none,5,2,4,50,43,443.9739670607179,76,12,12,64,2,-361.37991792433706
Q1,ortho,post_fordism,SR_none__LR_none,5,3,4,50,43,448.7636411308112,79,15,15,64,4,121.75794909133299
Q1,ortho,post_fordism,SR_none__LR_none,6,0,4,50,43,436.7855306049204,80,0,0,80,1,-572.6750519543557
Q1,ortho,post_fordism,SR_none__LR_none,6,1,4,50,43,454.76938854052537,87,7,7,80,1.3333333333333333,-482.01569726388254
Q1,ortho,post_fordism,SR_none__LR_none,6,2,4,50,43,462.6995659999953,92,12,12,80,2,-278.4727121006979
Q1,ortho,post_fordism,SR_none__LR_none,6,3,4,50,43,468.56868999414417,95,15,15,80,4,322.86465876905504
Q1,ortho,post_fordism,SR_none__LR_none,7,0,4,50,43,445.99197225172776,96,0,0,96,1,-530.9087333968735
Q1,ortho,post_fordism,SR_none__LR_none,7,1,4,50,43,469.8540788103544,103,7,7,96,1.3333333333333333,-431.94614200207786
Q1,ortho,post_fordism,SR_none__LR_none,7,2,4,50,43,488.0851218808464,108,12,12,96,2,-208.88542016020597
Q1,ortho,post_fordism,SR_none__LR_none,7,3,4,50,43,496.21037558890816,111,15,15,96,4,508.298094983915
Q1,raw,fordism,SR_const__LR_none,1,0,4,49,42,312.391443491386,4,0,0,4,1,-609.8322085096385
Q1,raw,fordism,SR_const__LR_none,1,1,4,49,42,330.7630171856451,11,7,7,4,1.3333333333333333,-615.4281090791286
Q1,raw,fordism,SR_const__LR_none,1,2,4,49,42,339.07516065823427,16,12,12,4,2,-603.3969289508011
Q1,raw,fordism,SR_const__LR_none,1,3,4,49,42,341.9650445028389,19,15,15,4,4,-568.0623308388933
Q1,raw,fordism,SR_const__LR_none,2,0,4,49,42,317.94939199356054,20,0,0,20,1,-561.1453916214537
Q1,raw,fordism,SR_const__LR_none,2,1,4,49,42,331.74771349538247,27,7,7,20,1.3333333333333333,-537.6605498418916
Q1,raw,fordism,SR_const__LR_none,2,2,4,49,42,339.57837993178595,32,12,12,20,2,-484.79793971283675
Q1,raw,fordism,SR_const__LR_none,2,3,4,49,42,342.61222637480915,35,15,15,20,4,-330.14583901269833
Q1,raw,fordism,SR_const__LR_none,3,0,4,49,42,324.1142686687534,36,0,0,36,1,-513.6724310793056
Q1,raw,fordism,SR_const__LR_none,3,1,4,49,42,344.351210898799,43,7,7,36,1.3333333333333333,-483.13059279201275
Q1,raw,fordism,SR_const__LR_none,3,2,4,49,42,356.03553628332975,48,12,12,36,2,-398.1068246308565
Q1,raw,fordism,SR_const__LR_none,3,3,4,49,42,360.96524304809225,51,15,15,36,4,-127.64101678912891
Q1,raw,fordism,SR_const__LR_none,4,0,4,49,42,330.9501612257536,52,0,0,52,1,-467.5415023007721
Q1,raw,fordism,SR_const__LR_none,4,1,4,49,42,352.01936660462746,59,7,7,52,1.3333333333333333,-418.7299523469578
Q1,raw,fordism,SR_const__LR_none,4,2,4,49,42,366.1866484912036,64,12,12,52,2,-298.8036212615364
Q1,raw,fordism,SR_const__LR_none,4,3,4,49,42,370.9006468238514,67,15,15,52,4,91.69903122948836
Q1,raw,fordism,SR_const__LR_none,5,0,4,49,42,352.232397646098,68,0,0,68,1,-450.3032612489269
Q1,raw,fordism,SR_const__LR_none,5,1,4,49,42,401.62793414847977,75,7,7,68,1.3333333333333333,-438.2101355779506
Q1,raw,fordism,SR_const__LR_none,5,2,4,49,42,412.2124113159111,80,12,12,68,2,-271.24971912588364
Q1,raw,fordism,SR_const__LR_none,5,3,4,49,42,415.60505791737,83,15,15,68,4,241.5010646125868
Q1,raw,fordism,SR_const__LR_none,6,0,4,49,42,400.3508545650113,84,0,0,84,1,-486.7374611942196
Q1,raw,fordism,SR_const__LR_none,6,1,4,49,42,418.8873050774321,91,7,7,84,1.3333333333333333,-392.9919255791433
Q1,raw,fordism,SR_const__LR_none,6,2,4,49,42,428.6210529689381,96,12,12,84,2,-184.46157464686985
Q1,raw,fordism,SR_const__LR_none,6,3,4,49,42,432.03808750391937,99,15,15,84,4,447.8458610096235
Q1,raw,fordism,SR_const__LR_none,7,0,4,49,42,425.1809408099229,100,0,0,100,1,-476.59491979150897
Q1,raw,fordism,SR_const__LR_none,7,1,4,49,42,465.7423150991742,107,7,7,100,1.3333333333333333,-406.9649937659158
Q1,raw,fordism,SR_const__LR_none,7,2,4,49,42,487.8130334284874,112,12,12,100,2,-183.24010778090076
Q1,raw,fordism,SR_const__LR_none,7,3,4,49,42,492.6381775912088,115,15,15,100,4,565.8565364051803
Q1,raw,fordism,SR_none__LR_const,1,0,4,49,42,308.82500261762186,0,0,0,0,1,-617.6500052352437
Q1,raw,fordism,SR_none__LR_const,1,1,4,49,42,327.65597045108126,8,7,7,1,1.3333333333333333,-624.1646940831345
Q1,raw,fordism,SR_none__LR_const,1,2,4,49,42,337.23175691823917,14,12,12,2,2,-614.6607999439444
Q1,raw,fordism,SR_none__LR_const,1,3,4,49,42,340.14309810960964,18,15,15,3,4,-579.3691165255683
Q1,raw,fordism,SR_none__LR_const,2,0,4,49,42,314.60871545013674,16,0,0,16,1,-569.4147170077396
Q1,raw,fordism,SR_none__LR_const,2,1,4,49,42,329.61433274346035,24,7,7,17,1.3333333333333333,-548.3444668111808
Q1,raw,fordism,SR_none__LR_const,2,2,4,49,42,337.6289277884047,30,12,12,18,2,-495.84971389920776
Q1,raw,fordism,SR_none__LR_const,2,3,4,49,42,340.89514204519304,34,15,15,19,4,-341.66234882659955
Q1,raw,fordism,SR_none__LR_const,3,0,4,49,42,319.6586241751903,32,0,0,32,1,-519.7118205653128
Q1,raw,fordism,SR_none__LR_const,3,1,4,49,42,342.4271167510443,40,7,7,33,1.3333333333333333,-494.2330829696368
Q1,raw,fordism,SR_none__LR_const,3,2,4,49,42,354.2820585015737,46,12,12,34,2,-409.55054754047796
Q1,raw,fordism,SR_none__LR_const,3,3,4,49,42,359.2332295666509,50,15,15,35,4,-139.1276682993797
Q1,raw,fordism,SR_none__LR_const,4,0,4,49,42,329.0525339300058,48,0,0,48,1,-478.69692618240987
Q1,raw,fordism,SR_none__LR_const,4,1,4,49,42,350.50937877552434,56,7,7,49,1.3333333333333333,-430.6606551618851
Q1,raw,fordism,SR_none__LR_const,4,2,4,49,42,365.1547209906191,62,12,12,50,2,-311.690444733501
Q1,raw,fordism,SR_none__LR_const,4,3,4,49,42,369.8720203282085,66,15,15,51,4,78.80560574764058
Q1,raw,fordism,SR_none__LR_const,5,0,4,49,42,346.07927103150257,64,0,0,64,1,-452.9476864928696
Q1,raw,fordism,SR_none__LR_const,5,1,4,49,42,395.5848485598664,72,7,7,65,1.3333333333333333,-441.0746428738573
Q1,raw,fordism,SR_none__LR_const,5,2,4,49,42,406.17062743217696,78,12,12,66,2,-274.1168298315489
Q1,raw,fordism,SR_none__LR_const,5,3,4,49,42,412.85289012788394,82,15,15,67,4,232.0547217184253
Q1,raw,fordism,SR_none__LR_const,6,0,4,49,42,386.1388081877097,80,0,0,80,1,-473.2640469127499
Q1,raw,fordism,SR_none__LR_const,6,1,4,49,42,407.25052341079305,88,7,7,81,1.3333333333333333,-384.66904071899876
Q1,raw,fordism,SR_none__LR_const,6,2,4,49,42,419.79009488248744,94,12,12,82,2,-181.75033694710203
Q1,raw,fordism,SR_none__LR_const,6,3,4,49,42,429.1831684169968,98,15,15,83,4,438.6050207103352
Q1,raw,fordism,SR_none__LR_const,7,0,4,49,42,397.8685763748804,96,0,0,96,1,-436.92086939455737
Q1,raw,fordism,SR_none__LR_const,7,1,4,49,42,441.9088152710055,104,7,7,97,1.3333333333333333,-374.24867258271183
Q1,raw,fordism,SR_none__LR_const,7,2,4,49,42,470.4801887507278,110,12,12,98,2,-163.5250968985149
Q1,raw,fordism,SR_none__LR_const,7,3,4,49,42,489.8451108721647,114,15,15,99,4,556.4919913701351
Q1,raw,fordism,SR_none__LR_none,1,0,4,49,42,308.82500261762186,0,0,0,0,1,-617.6500052352437
Q1,raw,fordism,SR_none__LR_none,1,1,4,49,42,320.08505190788395,7,7,7,0,1.3333333333333333,-614.0064164877843
Q1,raw,fordism,SR_none__LR_none,1,2,4,49,42,325.86469987970304,12,12,12,0,2,-606.8773643400057
Q1,raw,fordism,SR_none__LR_none,1,3,4,49,42,327.68709958499966,15,15,15,0,4,-599.3091548957487
Q1,raw,fordism,SR_none__LR_none,2,0,4,49,42,314.60871545013674,16,0,0,16,1,-569.4147170077396
Q1,raw,fordism,SR_none__LR_none,2,1,4,49,42,327.4103060997876,23,7,7,16,1.3333333333333333,-548.9199730148797
Q1,raw,fordism,SR_none__LR_none,2,2,4,49,42,331.3912190317561,28,12,12,16,2,-498.324974859044
Q1,raw,fordism,SR_none__LR_none,2,3,4,49,42,333.5723202950088,31,15,15,16,4,-371.8687407456315
Q1,raw,fordism,SR_none__LR_none,3,0,4,49,42,319.6586241751903,32,0,0,32,1,-519.7118205653128
Q1,raw,fordism,SR_none__LR_none,3,1,4,49,42,336.36495342548073,39,7,7,32,1.3333333333333333,-487.0923158095542
Q1,raw,fordism,SR_none__LR_none,3,2,4,49,42,343.25478309979303,44,12,12,32,2,-402.44667521005005
Q1,raw,fordism,SR_none__LR_none,3,3,4,49,42,345.44470757714555,47,15,15,32,4,-156.40265973976943
Q1,raw,fordism,SR_none__LR_none,4,0,4,49,42,329.0525339300058,48,0,0,48,1,-478.69692618240987
Q1,raw,fordism,SR_none__LR_none,4,1,4,49,42,344.15170766240135,55,7,7,48,1.3333333333333333,-422.92887242668354
Q1,raw,fordism,SR_none__LR_none,4,2,4,49,42,348.87150755664953,60,12,12,48,2,-294.0746963386953
Q1,raw,fordism,SR_none__LR_none,4,3,4,49,42,350.86168061788595,63,15,15,48,4,71.97424974888531
Q1,raw,fordism,SR_none__LR_none,5,0,4,49,42,346.07927103150257,64,0,0,64,1,-452.9476864928696
Q1,raw,fordism,SR_none__LR_none,5,1,4,49,42,363.0491816017786,71,7,7,64,1.3333333333333333,-380.9868684487263
Q1,raw,fordism,SR_none__LR_none,5,2,4,49,42,369.75506685540114,76,12,12,64,2,-216.23638715113066
Q1,raw,fordism,SR_none__LR_none,5,3,4,49,42,372.6808798990066,79,15,15,64,4,267.5467067567797
Q1,raw,fordism,SR_none__LR_none,6,0,4,49,42,386.1388081877097,80,0,0,80,1,-473.2640469127499
Q1,raw,fordism,SR_none__LR_none,6,1,4,49,42,402.4725747925551,87,7,7,80,1.3333333333333333,-380.0967029735674
Q1,raw,fordism,SR_none__LR_none,6,2,4,49,42,412.44885475750897,92,12,12,80,2,-182.0185351702786
Q1,raw,fordism,SR_none__LR_none,6,3,4,49,42,415.36830563608,95,15,15,80,4,421.38271085276847
Q1,raw,fordism,SR_none__LR_none,7,0,4,49,42,397.8685763748804,96,0,0,96,1,-436.92086939455737
Q1,raw,fordism,SR_none__LR_none,7,1,4,49,42,434.3172559251475,103,7,7,96,1.3333333333333333,-364.0491133820403
Q1,raw,fordism,SR_none__LR_none,7,2,4,49,42,454.9365329488673,108,12,12,96,2,-147.38846376792742
Q1,raw,fordism,SR_none__LR_none,7,3,4,49,42,458.70014486323726,111,15,15,96,4,573.9298879685896
Q1,raw,full,SR_const__LR_none,1,0,4,99,92,562.1136926248953,4,0,0,4,1,-1106.1402309415944
Q1,raw,full,SR_const__LR_none,1,1,4,99,92,582.470339878797,11,7,7,4,1.3333333333333333,-1109.171953973989
Q1,raw,full,SR_const__LR_none,1,2,4,99,92,590.3535042432645,16,12,12,4,2,-1090.2712369455483
Q1,raw,full,SR_const__LR_none,1,3,4,99,92,593.2857481680583,19,15,15,4,4,-1046.3960504475963
Q1,raw,full,SR_const__LR_none,2,0,4,99,92,569.9699030399561,20,0,0,20,1,-1049.5040345389314
Q1,raw,full,SR_const__LR_none,2,1,4,99,92,583.1737985991595,27,7,7,20,1.3333333333333333,-1014.1140484376679
Q1,raw,full,SR_const__LR_none,2,2,4,99,92,592.0762498567303,32,12,12,20,2,-949.0194937069106
Q1,raw,full,SR_const__LR_none,2,3,4,99,92,593.775526412465,35,15,15,20,4,-757.9811380052711
Q1,raw,full,SR_const__LR_none,3,0,4,99,92,579.0770651244369,36,0,0,36,1,-995.3697414751084
Q1,raw,full,SR_const__LR_none,3,1,4,99,92,594.9008226317278,43,7,7,36,1.3333333333333333,-941.1032735257584
Q1,raw,full,SR_const__LR_none,3,2,4,99,92,601.3608072817283,48,12,12,36,2,-822.8913740913372
Q1,raw,full,SR_const__LR_none,3,3,4,99,92,603.8257179200398,51,15,15,36,4,-488.68705208928213
Q1,raw,full,SR_const__LR_none,4,0,4,99,92,586.7456494594232,52,0,0,52,1,-938.3582929122964
Q1,raw,full,SR_const__LR_none,4,1,4,99,92,603.036008771719,59,7,7,52,1.3333333333333333,-860.9088228286946
Q1,raw,full,SR_const__LR_none,4,2,4,99,92,606.798119092769,64,12,12,52,2,-689.0687632478492
Q1,raw,full,SR_const__LR_none,4,3,4,99,92,608.6694892138688,67,15,15,52,4,-208.98012574580162
Q1,raw,full,SR_const__LR_none,5,0,4,99,92,599.1920329093716,68,0,0,68,1,-890.9024425794084
Q1,raw,full,SR_const__LR_none,5,1,4,99,92,617.1206956291567,75,7,7,68,1.3333333333333333,-792.6133735665237
Q1,raw,full,SR_const__LR_none,5,2,4,99,92,622.8967568378952,80,12,12,68,2,-576.5688042725324
Q1,raw,full,SR_const__LR_none,5,3,4,99,92,626.0750028571155,83,15,15,68,4,45.603315898843675
Q1,raw,full,SR_const__LR_none,6,0,4,99,92,626.4675061762648,84,0,0,84,1,-873.1047718804102
Q1,raw,full,SR_const__LR_none,6,1,4,99,92,636.1552461528331,91,7,7,84,1.3333333333333333,-734.2176516368304
Q1,raw,full,SR_const__LR_none,6,2,4,99,92,642.4118978381256,96,12,12,84,2,-470.9018518074239
Q1,raw,full,SR_const__LR_none,6,3,4,99,92,645.3845711854642,99,15,15,84,4,296.3786481732848
Q1,raw,full,SR_const__LR_none,7,0,4,99,92,641.6042144292701,100,0,0,100,1,-831.0295711536362
Q1,raw,full,SR_const__LR_none,7,1,4,99,92,659.7880085574154,107,7,7,100,1.3333333333333333,-685.0183534689489
Q1,raw,full,SR_const__LR_none,7,2,4,99,92,668.2498770821583,112,12,12,100,2,-377.88057582991996
Q1,raw,full,SR_const__LR_none,7,3,4,99,92,672.0462015096685,115,15,15,100,4,532.4498564560147
Q1,raw,full,SR_none__LR_const,1,0,4,99,92,554.0047751488084,0,0,0,0,1,-1108.009550297617
Q1,raw,full,SR_none__LR_const,1,1,4,99,92,574.4024474133687,8,7,7,1,1.3333333333333333,-1111.1233233513287
Q1,raw,full,SR_none__LR_const,1,2,4,99,92,587.1166220803567,14,12,12,2,2,-1101.8846269279288
Q1,raw,full,SR_none__LR_const,1,3,4,99,92,590.8412499032543,18,15,15,3,4,-1059.5942082261845
Q1,raw,full,SR_none__LR_const,2,0,4,99,92,562.4556934967286,16,0,0,16,1,-1052.5627697606726
Q1,raw,full,SR_none__LR_const,2,1,4,99,92,577.0713035061201,24,7,7,17,1.3333333333333333,-1019.9962125597854
Q1,raw,full,SR_none__LR_const,2,2,4,99,92,588.7291611015198,30,12,12,18,2,-960.4124705046856
Q1,raw,full,SR_none__LR_const,2,3,4,99,92,592.3693536823679,34,15,15,19,4,-773.2559468532731
Q1,raw,full,SR_none__LR_const,3,0,4,99,92,571.064825209353,32,0,0,32,1,-997.4324159531367
Q1,raw,full,SR_none__LR_const,3,1,4,99,92,587.18014813469,40,7,7,33,1.3333333333333333,-943.7490788398788
Q1,raw,full,SR_none__LR_const,3,2,4,99,92,599.1806577363061,46,12,12,34,2,-836.618229308689
Q1,raw,full,SR_none__LR_const,3,3,4,99,92,602.1945043745367,50,15,15,35,4,-503.51177930647214
Q1,raw,full,SR_none__LR_const,4,0,4,99,92,581.6559723188923,48,0,0,48,1,-946.2660929394306
Q1,raw,full,SR_none__LR_const,4,1,4,99,92,598.2526658951598,56,7,7,49,1.3333333333333333,-869.4292913837724
Q1,raw,full,SR_none__LR_const,4,2,4,99,92,604.8959278259823,62,12,12,50,2,-703.351535022472
Q1,raw,full,SR_none__LR_const,4,3,4,99,92,607.67837879848,66,15,15,51,4,-225.08505922322024
Q1,raw,full,SR_none__LR_const,5,0,4,99,92,591.7925710869977,64,0,0,64,1,-894.1906732428567
Q1,raw,full,SR_none__LR_const,5,1,4,99,92,609.7737800503902,72,7,7,65,1.3333333333333333,-796.006696717187
Q1,raw,full,SR_none__LR_const,5,2,4,99,92,617.8342387275169,78,12,12,66,2,-584.530922359972
Q1,raw,full,SR_none__LR_const,5,3,4,99,92,623.5995986532849,82,15,15,67,4,32.466969998308514
Q1,raw,full,SR_none__LR_const,6,0,4,99,92,613.4894165013336,80,0,0,80,1,-865.235746838744
Q1,raw,full,SR_none__LR_const,6,1,4,99,92,627.776642599159,88,7,7,81,1.3333333333333333,-735.5475988376784
Q1,raw,full,SR_none__LR_const,6,2,4,99,92,636.8110370896438,94,12,12,82,2,-477.7872846186565
Q1,raw,full,SR_none__LR_const,6,3,4,99,92,643.0488579710977,98,15,15,83,4,282.9629202938215
Q1,raw,full,SR_none__LR_const,7,0,4,99,92,617.0140176151174,96,0,0,96,1,-799.9363318335269
Q1,raw,full,SR_none__LR_const,7,1,4,99,92,653.0920137907206,104,7,7,97,1.3333333333333333,-689.7135182437554
Q1,raw,full,SR_none__LR_const,7,2,4,99,92,663.3173494333707,110,12,12,98,2,-386.1026748405411
Q1,raw,full,SR_none__LR_const,7,3,4,99,92,670.3435228121614,114,15,15,99,4,517.7680595428328
Q1,raw,full,SR_none__LR_none,1,0,4,99,92,554.0047751488084,0,0,0,0,1,-1108.009550297617
Q1,raw,full,SR_none__LR_none,1,1,4,99,92,566.8275948353138,7,7,7,0,1.3333333333333333,-1102.0026696312843
Q1,raw,full,SR_none__LR_none,1,2,4,99,92,570.5786869978166,12,12,12,0,2,-1086.8959110710448
Q1,raw,full,SR_none__LR_none,1,3,4,99,92,573.5126275651014,15,15,15,0,4,-1079.1984264744672
Q1,raw,full,SR_none__LR_none,2,0,4,99,92,562.4556934967286,16,0,0,16,1,-1052.5627697606726
Q1,raw,full,SR_none__LR_none,2,1,4,99,92,575.8546187445874,23,7,7,16,1.3333333333333333,-1023.5918944727853
Q1,raw,full,SR_none__LR_none,2,2,4,99,92,579.5259281751341,28,12,12,16,2,-960.0931589601105
Q1,raw,full,SR_none__LR_none,2,3,4,99,92,581.2915450671345,31,15,15,16,4,-805.3617925473948
Q1,raw,full,SR_none__LR_none,3,0,4,99,92,571.064825209353,32,0,0,32,1,-997.4324159531367
Q1,raw,full,SR_none__LR_none,3,1,4,99,92,583.1879092060689,39,7,7,32,1.3333333333333333,-941.7936524187021
Q1,raw,full,SR_none__LR_none,3,2,4,99,92,587.1827354971327,44,12,12,32,2,-830.7095391385384
Q1,raw,full,SR_none__LR_none,3,3,4,99,92,589.506796047449,47,15,15,32,4,-532.3978255768852
Q1,raw,full,SR_none__LR_none,4,0,4,99,92,581.6559723188923,48,0,0,48,1,-946.2660929394306
Q1,raw,full,SR_none__LR_none,4,1,4,99,92,588.3218303610612,55,7,7,48,1.3333333333333333,-855.5966717516405
Q1,raw,full,SR_none__LR_none,4,2,4,99,92,592.6635085078295,60,12,12,48,2,-696.9738506943627
Q1,raw,full,SR_none__LR_none,4,3,4,99,92,594.6322005237907,63,15,15,48,4,-253.25416559843006
Q1,raw,full,SR_none__LR_none,5,0,4,99,92,591.7925710869977,64,0,0,64,1,-894.1906732428567
Q1,raw,full,SR_none__LR_none,5,1,4,99,92,599.9985250657207,71,7,7,64,1.3333333333333333,-782.4852381839135
Q1,raw,full,SR_none__LR_none,5,2,4,99,92,606.6663483175253,76,12,12,64,2,-580.2822958481848
Q1,raw,full,SR_none__LR_none,5,3,4,99,92,609.8573801294921,79,15,15,64,4,5.689944121305871
Q1,raw,full,SR_none__LR_none,6,0,4,99,92,613.4894165013336,80,0,0,80,1,-865.235746838744
Q1,raw,full,SR_none__LR_none,6,1,4,99,92,627.2843671556458,87,7,7,80,1.3333333333333333,-740.5920993867173
Q1,raw,full,SR_none__LR_none,6,2,4,99,92,634.3494052520662,92,12,12,80,2,-490.95117525169735
Q1,raw,full,SR_none__LR_none,6,3,4,99,92,637.110399263068,95,15,15,80,4,240.57837478529268
Q1,raw,full,SR_none__LR_none,7,0,4,99,92,617.0140176151174,96,0,0,96,1,-799.9363318335269
Q1,raw,full,SR_none__LR_none,7,1,4,99,92,651.0753144846847,103,7,7,96,1.3333333333333333,-691.7091710677489
Q1,raw,full,SR_none__LR_none,7,2,4,99,92,658.7862839671277,108,12,12,96,2,-395.12769821625113
Q1,raw,full,SR_none__LR_none,7,3,4,99,92,660.6547108077713,111,15,15,96,4,482.88422062702466
Q1,raw,post_fordism,SR_const__LR_none,1,0,4,50,43,397.62135641078874,4,0,0,4,1,-780.1979123588033
Q1,raw,post_fordism,SR_const__LR_none,1,1,4,50,43,412.6227424156213,11,7,7,4,1.3333333333333333,-778.857350071022
Q1,raw,post_fordism,SR_const__LR_none,1,2,4,50,43,420.4552519786997,16,12,12,4,2,-765.6865016435282
Q1,raw,post_fordism,SR_const__LR_none,1,3,4,50,43,425.5296000741045,19,15,15,4,4,-734.4619965617086
Q1,raw,post_fordism,SR_const__LR_none,2,0,4,50,43,405.6447641238665,20,0,0,20,1,-736.0655259338617
Q1,raw,post_fordism,SR_const__LR_none,2,1,4,50,43,414.5809580121642,27,7,7,20,1.3333333333333333,-702.5348454626452
Q1,raw,post_fordism,SR_const__LR_none,2,2,4,50,43,421.5376699214967,32,12,12,20,2,-647.492933826928
Q1,raw,post_fordism,SR_const__LR_none,2,3,4,50,43,425.5247833335267,35,15,15,20,4,-493.735555676165
Q1,raw,post_fordism,SR_const__LR_none,3,0,4,50,43,407.1399315033902,36,0,0,36,1,-678.8766588418121
Q1,raw,post_fordism,SR_const__LR_none,3,1,4,50,43,423.8827564097665,43,7,7,36,1.3333333333333333,-640.899506456387
Q1,raw,post_fordism,SR_const__LR_none,3,2,4,50,43,434.12938378432665,48,12,12,36,2,-552.3179578503941
Q1,raw,post_fordism,SR_const__LR_none,3,3,4,50,43,437.6960309477632,51,15,15,36,4,-277.3612435002499
Q1,raw,post_fordism,SR_const__LR_none,4,0,4,50,43,414.5554589864753,52,0,0,52,1,-633.5285119568853
Q1,raw,post_fordism,SR_const__LR_none,4,1,4,50,43,426.5332582966749,59,7,7,52,1.3333333333333333,-565.9615744287412
Q1,raw,post_fordism,SR_const__LR_none,4,2,4,50,43,433.60692078613994,64,12,12,52,2,-430.91462815182666
Q1,raw,post_fordism,SR_const__LR_none,4,3,4,50,43,437.2904767328406,67,15,15,52,4,-35.83332766601677
Q1,raw,post_fordism,SR_const__LR_none,5,0,4,50,43,430.6027736190956,68,0,0,68,1,-605.443939371029
Q1,raw,post_fordism,SR_const__LR_none,5,1,4,50,43,442.344318586901,75,7,7,68,1.3333333333333333,-517.3447592077308
Q1,raw,post_fordism,SR_const__LR_none,5,2,4,50,43,452.4179573758348,80,12,12,68,2,-348.1782976290224
Q1,raw,post_fordism,SR_const__LR_none,5,3,4,50,43,456.9310840262313,83,15,15,68,4,165.6022651515899
Q1,raw,post_fordism,SR_const__LR_none,6,0,4,50,43,448.82990088719407,84,0,0,84,1,-581.7189920561289
Q1,raw,post_fordism,SR_const__LR_none,6,1,4,50,43,469.03111082717766,91,7,7,84,1.3333333333333333,-490.4794078868214
Q1,raw,post_fordism,SR_const__LR_none,6,2,4,50,43,482.3512174279901,96,12,12,84,2,-287.68641403113895
Q1,raw,post_fordism,SR_const__LR_none,6,3,4,50,43,487.5805244859701,99,15,15,84,4,345.0201916365003
Q1,raw,post_fordism,SR_const__LR_none,7,0,4,50,43,456.4149365991231,100,0,0,100,1,-536.7098616288899
Q1,raw,post_fordism,SR_const__LR_none,7,1,4,50,43,502.70551428477734,107,7,7,100,1.3333333333333333,-477.5892790005581
Q1,raw,post_fordism,SR_const__LR_none,7,2,4,50,43,520.8304873324128,112,12,12,100,2,-244.2865501377903
Q1,raw,post_fordism,SR_const__LR_none,7,3,4,50,43,535.5582950109161,115,15,15,100,4,489.78145799099616
Q1,raw,post_fordism,SR_none__LR_const,1,0,4,50,43,389.81770665181193,0,0,0,0,1,-779.6354133036239
Q1,raw,post_fordism,SR_none__LR_const,1,1,4,50,43,406.5235532955237,8,7,7,1,1.3333333333333333,-781.703772293601
Q1,raw,post_fordism,SR_none__LR_const,1,2,4,50,43,419.0958048136414,14,12,12,2,2,-778.0124077761858
Q1,raw,post_fordism,SR_none__LR_const,1,3,4,50,43,424.913527250986,18,15,15,3,4,-748.2746513782458
Q1,raw,post_fordism,SR_none__LR_const,2,0,4,50,43,399.7265618458531,16,0,0,16,1,-739.2739218406092
Q1,raw,post_fordism,SR_none__LR_const,2,1,4,50,43,411.7852889626354,24,7,7,17,1.3333333333333333,-711.9883078263617
Q1,raw,post_fordism,SR_none__LR_const,2,2,4,50,43,419.5828275383549,30,12,12,18,2,-658.6280495234188
Q1,raw,post_fordism,SR_none__LR_const,2,3,4,50,43,423.9122357917129,34,15,15,19,4,-505.5552610553116
Q1,raw,post_fordism,SR_none__LR_const,3,0,4,50,43,399.98681296138545,32,0,0,32,1,-679.6152222205769
Q1,raw,post_fordism,SR_none__LR_const,3,1,4,50,43,422.3238058886813,40,7,7,33,1.3333333333333333,-652.826405876991
Q1,raw,post_fordism,SR_none__LR_const,3,2,4,50,43,432.76984818783103,46,12,12,34,2,-564.643687120177
Q1,raw,post_fordism,SR_none__LR_const,3,3,4,50,43,437.3152960825346,50,15,15,35,4,-291.64457423256704
Q1,raw,post_fordism,SR_none__LR_const,4,0,4,50,43,410.49099097804503,48,0,0,48,1,-640.4443764027991
Q1,raw,post_fordism,SR_none__LR_const,4,1,4,50,43,422.92474102319625,56,7,7,49,1.3333333333333333,-573.7893403445582
Q1,raw,post_fordism,SR_none__LR_const,4,2,4,50,43,430.30501597872217,62,12,12,50,2,-439.35561899976534
