spec,basis,window,det_tag,p,r,k_longrun,k_total,T_window,T_eff,m,logLik,ll_source,status
Q1,raw,fordism,SR_const__LR_none,2,1,7,27,49,47,4,331.74771349538247,stats_logLik,computed
Q1,raw,fordism,SR_const__LR_none,2,2,12,32,49,47,4,339.57837993178595,stats_logLik,computed
Q1,raw,fordism,SR_const__LR_none,2,3,15,35,49,47,4,342.61222637480915,stats_logLik,computed
Q1,raw,fordism,SR_const__LR_none,3,0,0,36,49,46,4,324.1142686687534,stats_logLik,computed
Q1,raw,fordism,SR_const__LR_none,3,1,7,43,49,46,4,344.351210898799,stats_logLik,computed
Q1,raw,fordism,SR_const__LR_none,3,2,12,48,49,46,4,356.03553628332975,stats_logLik,computed
Q1,raw,fordism,SR_const__LR_none,3,3,15,51,49,46,4,360.96524304809225,stats_logLik,computed
Q1,raw,fordism,SR_const__LR_none,4,0,0,52,49,45,4,330.9501612257536,stats_logLik,computed
Q1,raw,fordism,SR_const__LR_none,4,1,7,59,49,45,4,352.01936660462746,stats_logLik,computed
Q1,raw,fordism,SR_const__LR_none,4,2,12,64,49,45,4,366.1866484912036,stats_logLik,computed
Q1,raw,fordism,SR_const__LR_none,4,3,15,67,49,45,4,370.9006468238514,stats_logLik,computed
Q1,raw,fordism,SR_const__LR_none,5,0,0,68,49,44,4,352.232397646098,stats_logLik,computed
Q1,raw,fordism,SR_const__LR_none,5,1,7,75,49,44,4,401.62793414847977,stats_logLik,computed
Q1,raw,fordism,SR_const__LR_none,5,2,12,80,49,44,4,412.2124113159111,stats_logLik,computed
Q1,raw,fordism,SR_const__LR_none,5,3,15,83,49,44,4,415.60505791737,stats_logLik,computed
Q1,raw,fordism,SR_const__LR_none,6,0,0,84,49,43,4,400.3508545650113,stats_logLik,computed
Q1,raw,fordism,SR_const__LR_none,6,1,7,91,49,43,4,418.8873050774321,stats_logLik,computed
Q1,raw,fordism,SR_const__LR_none,6,2,12,96,49,43,4,428.62105296893805,stats_logLik,computed
Q1,raw,fordism,SR_const__LR_none,6,3,15,99,49,43,4,432.03808750391937,stats_logLik,computed
Q1,raw,fordism,SR_const__LR_none,7,0,0,100,49,42,4,425.18094080992284,stats_logLik,computed
Q1,raw,fordism,SR_const__LR_none,7,1,7,107,49,42,4,465.7423150991742,stats_logLik,computed
Q1,raw,fordism,SR_const__LR_none,7,2,12,112,49,42,4,487.8130334284874,stats_logLik,computed
Q1,raw,fordism,SR_const__LR_none,7,3,15,115,49,42,4,492.6381775912088,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_const,1,0,0,0,49,48,4,308.82500261762186,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_const,1,1,7,8,49,48,4,327.65597045108126,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_const,1,2,12,14,49,48,4,337.23175691823917,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_const,1,3,15,18,49,48,4,340.14309810960964,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_const,2,0,0,16,49,47,4,314.60871545013674,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_const,2,1,7,24,49,47,4,329.61433274346035,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_const,2,2,12,30,49,47,4,337.6289277884047,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_const,2,3,15,34,49,47,4,340.89514204519304,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_const,3,0,0,32,49,46,4,319.6586241751903,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_const,3,1,7,40,49,46,4,342.4271167510443,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_const,3,2,12,46,49,46,4,354.2820585015737,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_const,3,3,15,50,49,46,4,359.2332295666509,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_const,4,0,0,48,49,45,4,329.0525339300058,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_const,4,1,7,56,49,45,4,350.50937877552434,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_const,4,2,12,62,49,45,4,365.1547209906191,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_const,4,3,15,66,49,45,4,369.8720203282085,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_const,5,0,0,64,49,44,4,346.07927103150257,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_const,5,1,7,72,49,44,4,395.58484855986643,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_const,5,2,12,78,49,44,4,406.17062743217696,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_const,5,3,15,82,49,44,4,412.85289012788394,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_const,6,0,0,80,49,43,4,386.1388081877097,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_const,6,1,7,88,49,43,4,407.25052341079305,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_const,6,2,12,94,49,43,4,419.79009488248744,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_const,6,3,15,98,49,43,4,429.1831684169968,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_const,7,0,0,96,49,42,4,397.8685763748804,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_const,7,1,7,104,49,42,4,441.9088152710055,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_const,7,2,12,110,49,42,4,470.4801887507278,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_const,7,3,15,114,49,42,4,489.8451108721647,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_none,1,0,0,0,49,48,4,308.82500261762186,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_none,1,1,7,7,49,48,4,320.08505190788395,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_none,1,2,12,12,49,48,4,325.86469987970304,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_none,1,3,15,15,49,48,4,327.68709958499966,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_none,2,0,0,16,49,47,4,314.60871545013674,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_none,2,1,7,23,49,47,4,327.4103060997876,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_none,2,2,12,28,49,47,4,331.3912190317561,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_none,2,3,15,31,49,47,4,333.5723202950088,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_none,3,0,0,32,49,46,4,319.6586241751903,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_none,3,1,7,39,49,46,4,336.36495342548073,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_none,3,2,12,44,49,46,4,343.25478309979303,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_none,3,3,15,47,49,46,4,345.44470757714555,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_none,4,0,0,48,49,45,4,329.0525339300058,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_none,4,1,7,55,49,45,4,344.15170766240135,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_none,4,2,12,60,49,45,4,348.87150755664953,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_none,4,3,15,63,49,45,4,350.86168061788595,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_none,5,0,0,64,49,44,4,346.07927103150257,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_none,5,1,7,71,49,44,4,363.0491816017786,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_none,5,2,12,76,49,44,4,369.75506685540114,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_none,5,3,15,79,49,44,4,372.6808798990066,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_none,6,0,0,80,49,43,4,386.1388081877097,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_none,6,1,7,87,49,43,4,402.4725747925551,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_none,6,2,12,92,49,43,4,412.44885475750897,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_none,6,3,15,95,49,43,4,415.36830563608004,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_none,7,0,0,96,49,42,4,397.8685763748804,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_none,7,1,7,103,49,42,4,434.3172559251475,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_none,7,2,12,108,49,42,4,454.9365329488673,stats_logLik,computed
Q1,raw,fordism,SR_none__LR_none,7,3,15,111,49,42,4,458.70014486323726,stats_logLik,computed
Q1,raw,full,SR_const__LR_none,1,0,0,4,99,98,4,562.1136926248953,stats_logLik,computed
Q1,raw,full,SR_const__LR_none,1,1,7,11,99,98,4,582.470339878797,stats_logLik,computed
Q1,raw,full,SR_const__LR_none,1,2,12,16,99,98,4,590.3535042432645,stats_logLik,computed
Q1,raw,full,SR_const__LR_none,1,3,15,19,99,98,4,593.2857481680583,stats_logLik,computed
Q1,raw,full,SR_const__LR_none,2,0,0,20,99,97,4,569.9699030399561,stats_logLik,computed
Q1,raw,full,SR_const__LR_none,2,1,7,27,99,97,4,583.1737985991595,stats_logLik,computed
Q1,raw,full,SR_const__LR_none,2,2,12,32,99,97,4,592.0762498567303,stats_logLik,computed
Q1,raw,full,SR_const__LR_none,2,3,15,35,99,97,4,593.775526412465,stats_logLik,computed
Q1,raw,full,SR_const__LR_none,3,0,0,36,99,96,4,579.0770651244369,stats_logLik,computed
Q1,raw,full,SR_const__LR_none,3,1,7,43,99,96,4,594.9008226317278,stats_logLik,computed
Q1,raw,full,SR_const__LR_none,3,2,12,48,99,96,4,601.3608072817283,stats_logLik,computed
Q1,raw,full,SR_const__LR_none,3,3,15,51,99,96,4,603.8257179200398,stats_logLik,computed
Q1,raw,full,SR_const__LR_none,4,0,0,52,99,95,4,586.7456494594232,stats_logLik,computed
Q1,raw,full,SR_const__LR_none,4,1,7,59,99,95,4,603.036008771719,stats_logLik,computed
Q1,raw,full,SR_const__LR_none,4,2,12,64,99,95,4,606.798119092769,stats_logLik,computed
Q1,raw,full,SR_const__LR_none,4,3,15,67,99,95,4,608.6694892138688,stats_logLik,computed
Q1,raw,full,SR_const__LR_none,5,0,0,68,99,94,4,599.1920329093716,stats_logLik,computed
Q1,raw,full,SR_const__LR_none,5,1,7,75,99,94,4,617.1206956291567,stats_logLik,computed
Q1,raw,full,SR_const__LR_none,5,2,12,80,99,94,4,622.8967568378952,stats_logLik,computed
Q1,raw,full,SR_const__LR_none,5,3,15,83,99,94,4,626.0750028571155,stats_logLik,computed
Q1,raw,full,SR_const__LR_none,6,0,0,84,99,93,4,626.4675061762648,stats_logLik,computed
Q1,raw,full,SR_const__LR_none,6,1,7,91,99,93,4,636.1552461528331,stats_logLik,computed
Q1,raw,full,SR_const__LR_none,6,2,12,96,99,93,4,642.4118978381256,stats_logLik,computed
Q1,raw,full,SR_const__LR_none,6,3,15,99,99,93,4,645.3845711854642,stats_logLik,computed
Q1,raw,full,SR_const__LR_none,7,0,0,100,99,92,4,641.6042144292701,stats_logLik,computed
Q1,raw,full,SR_const__LR_none,7,1,7,107,99,92,4,659.7880085574154,stats_logLik,computed
Q1,raw,full,SR_const__LR_none,7,2,12,112,99,92,4,668.2498770821583,stats_logLik,computed
Q1,raw,full,SR_const__LR_none,7,3,15,115,99,92,4,672.0462015096685,stats_logLik,computed
Q1,raw,full,SR_none__LR_const,1,0,0,0,99,98,4,554.0047751488084,stats_logLik,computed
Q1,raw,full,SR_none__LR_const,1,1,7,8,99,98,4,574.4024474133687,stats_logLik,computed
Q1,raw,full,SR_none__LR_const,1,2,12,14,99,98,4,587.1166220803567,stats_logLik,computed
Q1,raw,full,SR_none__LR_const,1,3,15,18,99,98,4,590.8412499032543,stats_logLik,computed
Q1,raw,full,SR_none__LR_const,2,0,0,16,99,97,4,562.4556934967286,stats_logLik,computed
Q1,raw,full,SR_none__LR_const,2,1,7,24,99,97,4,577.0713035061201,stats_logLik,computed
Q1,raw,full,SR_none__LR_const,2,2,12,30,99,97,4,588.7291611015198,stats_logLik,computed
Q1,raw,full,SR_none__LR_const,2,3,15,34,99,97,4,592.3693536823679,stats_logLik,computed
Q1,raw,full,SR_none__LR_const,3,0,0,32,99,96,4,571.064825209353,stats_logLik,computed
Q1,raw,full,SR_none__LR_const,3,1,7,40,99,96,4,587.18014813469,stats_logLik,computed
Q1,raw,full,SR_none__LR_const,3,2,12,46,99,96,4,599.1806577363061,stats_logLik,computed
Q1,raw,full,SR_none__LR_const,3,3,15,50,99,96,4,602.1945043745367,stats_logLik,computed
Q1,raw,full,SR_none__LR_const,4,0,0,48,99,95,4,581.6559723188923,stats_logLik,computed
Q1,raw,full,SR_none__LR_const,4,1,7,56,99,95,4,598.2526658951598,stats_logLik,computed
Q1,raw,full,SR_none__LR_const,4,2,12,62,99,95,4,604.8959278259823,stats_logLik,computed
Q1,raw,full,SR_none__LR_const,4,3,15,66,99,95,4,607.67837879848,stats_logLik,computed
Q1,raw,full,SR_none__LR_const,5,0,0,64,99,94,4,591.7925710869977,stats_logLik,computed
Q1,raw,full,SR_none__LR_const,5,1,7,72,99,94,4,609.7737800503902,stats_logLik,computed
Q1,raw,full,SR_none__LR_const,5,2,12,78,99,94,4,617.8342387275169,stats_logLik,computed
Q1,raw,full,SR_none__LR_const,5,3,15,82,99,94,4,623.5995986532849,stats_logLik,computed
Q1,raw,full,SR_none__LR_const,6,0,0,80,99,93,4,613.4894165013336,stats_logLik,computed
Q1,raw,full,SR_none__LR_const,6,1,7,88,99,93,4,627.776642599159,stats_logLik,computed
Q1,raw,full,SR_none__LR_const,6,2,12,94,99,93,4,636.8110370896438,stats_logLik,computed
Q1,raw,full,SR_none__LR_const,6,3,15,98,99,93,4,643.0488579710977,stats_logLik,computed
Q1,raw,full,SR_none__LR_const,7,0,0,96,99,92,4,617.0140176151174,stats_logLik,computed
Q1,raw,full,SR_none__LR_const,7,1,7,104,99,92,4,653.0920137907206,stats_logLik,computed
Q1,raw,full,SR_none__LR_const,7,2,12,110,99,92,4,663.3173494333707,stats_logLik,computed
Q1,raw,full,SR_none__LR_const,7,3,15,114,99,92,4,670.3435228121614,stats_logLik,computed
Q1,raw,full,SR_none__LR_none,1,0,0,0,99,98,4,554.0047751488084,stats_logLik,computed
Q1,raw,full,SR_none__LR_none,1,1,7,7,99,98,4,566.8275948353138,stats_logLik,computed
Q1,raw,full,SR_none__LR_none,1,2,12,12,99,98,4,570.5786869978166,stats_logLik,computed
Q1,raw,full,SR_none__LR_none,1,3,15,15,99,98,4,573.5126275651014,stats_logLik,computed
Q1,raw,full,SR_none__LR_none,2,0,0,16,99,97,4,562.4556934967286,stats_logLik,computed
Q1,raw,full,SR_none__LR_none,2,1,7,23,99,97,4,575.8546187445874,stats_logLik,computed
Q1,raw,full,SR_none__LR_none,2,2,12,28,99,97,4,579.5259281751341,stats_logLik,computed
Q1,raw,full,SR_none__LR_none,2,3,15,31,99,97,4,581.2915450671345,stats_logLik,computed
Q1,raw,full,SR_none__LR_none,3,0,0,32,99,96,4,571.064825209353,stats_logLik,computed
Q1,raw,full,SR_none__LR_none,3,1,7,39,99,96,4,583.1879092060689,stats_logLik,computed
Q1,raw,full,SR_none__LR_none,3,2,12,44,99,96,4,587.1827354971327,stats_logLik,computed
Q1,raw,full,SR_none__LR_none,3,3,15,47,99,96,4,589.506796047449,stats_logLik,computed
Q1,raw,full,SR_none__LR_none,4,0,0,48,99,95,4,581.6559723188923,stats_logLik,computed
Q1,raw,full,SR_none__LR_none,4,1,7,55,99,95,4,588.3218303610612,stats_logLik,computed
Q1,raw,full,SR_none__LR_none,4,2,12,60,99,95,4,592.6635085078295,stats_logLik,computed
Q1,raw,full,SR_none__LR_none,4,3,15,63,99,95,4,594.6322005237907,stats_logLik,computed
Q1,raw,full,SR_none__LR_none,5,0,0,64,99,94,4,591.7925710869977,stats_logLik,computed
Q1,raw,full,SR_none__LR_none,5,1,7,71,99,94,4,599.9985250657207,stats_logLik,computed
Q1,raw,full,SR_none__LR_none,5,2,12,76,99,94,4,606.6663483175253,stats_logLik,computed
Q1,raw,full,SR_none__LR_none,5,3,15,79,99,94,4,609.8573801294921,stats_logLik,computed
Q1,raw,full,SR_none__LR_none,6,0,0,80,99,93,4,613.4894165013336,stats_logLik,computed
Q1,raw,full,SR_none__LR_none,6,1,7,87,99,93,4,627.2843671556458,stats_logLik,computed
Q1,raw,full,SR_none__LR_none,6,2,12,92,99,93,4,634.3494052520662,stats_logLik,computed
Q1,raw,full,SR_none__LR_none,6,3,15,95,99,93,4,637.110399263068,stats_logLik,computed
Q1,raw,full,SR_none__LR_none,7,0,0,96,99,92,4,617.0140176151174,stats_logLik,computed
Q1,raw,full,SR_none__LR_none,7,1,7,103,99,92,4,651.0753144846847,stats_logLik,computed
Q1,raw,full,SR_none__LR_none,7,2,12,108,99,92,4,658.7862839671277,stats_logLik,computed
Q1,raw,full,SR_none__LR_none,7,3,15,111,99,92,4,660.6547108077713,stats_logLik,computed
Q1,raw,post_fordism,SR_const__LR_none,1,0,0,4,50,49,4,397.62135641078874,stats_logLik,computed
Q1,raw,post_fordism,SR_const__LR_none,1,1,7,11,50,49,4,412.6227424156213,stats_logLik,computed
Q1,raw,post_fordism,SR_const__LR_none,1,2,12,16,50,49,4,420.4552519786997,stats_logLik,computed
Q1,raw,post_fordism,SR_const__LR_none,1,3,15,19,50,49,4,425.5296000741045,stats_logLik,computed
Q1,raw,post_fordism,SR_const__LR_none,2,0,0,20,50,48,4,405.6447641238665,stats_logLik,computed
Q1,raw,post_fordism,SR_const__LR_none,2,1,7,27,50,48,4,414.5809580121642,stats_logLik,computed
Q1,raw,post_fordism,SR_const__LR_none,2,2,12,32,50,48,4,421.5376699214967,stats_logLik,computed
Q1,raw,post_fordism,SR_const__LR_none,2,3,15,35,50,48,4,425.5247833335267,stats_logLik,computed
Q1,raw,post_fordism,SR_const__LR_none,3,0,0,36,50,47,4,407.13993150339013,stats_logLik,computed
Q1,raw,post_fordism,SR_const__LR_none,3,1,7,43,50,47,4,423.8827564097665,stats_logLik,computed
Q1,raw,post_fordism,SR_const__LR_none,3,2,12,48,50,47,4,434.12938378432665,stats_logLik,computed
Q1,raw,post_fordism,SR_const__LR_none,3,3,15,51,50,47,4,437.6960309477632,stats_logLik,computed
Q1,raw,post_fordism,SR_const__LR_none,4,0,0,52,50,46,4,414.5554589864753,stats_logLik,computed
Q1,raw,post_fordism,SR_const__LR_none,4,1,7,59,50,46,4,426.5332582966749,stats_logLik,computed
Q1,raw,post_fordism,SR_const__LR_none,4,2,12,64,50,46,4,433.60692078613994,stats_logLik,computed
Q1,raw,post_fordism,SR_const__LR_none,4,3,15,67,50,46,4,437.2904767328406,stats_logLik,computed
Q1,raw,post_fordism,SR_const__LR_none,5,0,0,68,50,45,4,430.6027736190956,stats_logLik,computed
Q1,raw,post_fordism,SR_const__LR_none,5,1,7,75,50,45,4,442.344318586901,stats_logLik,computed
Q1,raw,post_fordism,SR_const__LR_none,5,2,12,80,50,45,4,452.4179573758348,stats_logLik,computed
Q1,raw,post_fordism,SR_const__LR_none,5,3,15,83,50,45,4,456.9310840262313,stats_logLik,computed
Q1,raw,post_fordism,SR_const__LR_none,6,0,0,84,50,44,4,448.82990088719407,stats_logLik,computed
Q1,raw,post_fordism,SR_const__LR_none,6,1,7,91,50,44,4,469.03111082717766,stats_logLik,computed
Q1,raw,post_fordism,SR_const__LR_none,6,2,12,96,50,44,4,482.3512174279901,stats_logLik,computed
Q1,raw,post_fordism,SR_const__LR_none,6,3,15,99,50,44,4,487.5805244859701,stats_logLik,computed
Q1,raw,post_fordism,SR_const__LR_none,7,0,0,100,50,43,4,456.4149365991231,stats_logLik,computed
Q1,raw,post_fordism,SR_const__LR_none,7,1,7,107,50,43,4,502.70551428477734,stats_logLik,computed
Q1,raw,post_fordism,SR_const__LR_none,7,2,12,112,50,43,4,520.8304873324128,stats_logLik,computed
Q1,raw,post_fordism,SR_const__LR_none,7,3,15,115,50,43,4,535.5582950109161,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_const,1,0,0,0,50,49,4,389.81770665181193,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_const,1,1,7,8,50,49,4,406.52355329552364,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_const,1,2,12,14,50,49,4,419.0958048136414,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_const,1,3,15,18,50,49,4,424.913527250986,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_const,2,0,0,16,50,48,4,399.7265618458531,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_const,2,1,7,24,50,48,4,411.7852889626354,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_const,2,2,12,30,50,48,4,419.5828275383549,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_const,2,3,15,34,50,48,4,423.9122357917129,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_const,3,0,0,32,50,47,4,399.98681296138545,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_const,3,1,7,40,50,47,4,422.32380588868125,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_const,3,2,12,46,50,47,4,432.76984818783103,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_const,3,3,15,50,50,47,4,437.31529608253453,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_const,4,0,0,48,50,46,4,410.49099097804503,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_const,4,1,7,56,50,46,4,422.92474102319625,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_const,4,2,12,62,50,46,4,430.30501597872217,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_const,4,3,15,66,50,46,4,434.8423985331812,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_const,5,0,0,64,50,45,4,420.47812904732484,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_const,5,1,7,72,50,45,4,435.1088107079828,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_const,5,2,12,78,50,45,4,445.3329540225737,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_const,5,3,15,82,50,45,4,453.2749547463085,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_const,6,0,0,80,50,44,4,436.7855306049204,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_const,6,1,7,88,50,44,4,456.9868752420036,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_const,6,2,12,94,50,44,4,474.9705684555905,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_const,6,3,15,98,50,44,4,482.6478609726377,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_const,7,0,0,96,50,43,4,445.99197225172776,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_const,7,1,7,104,50,43,4,492.87788565655643,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_const,7,2,12,110,50,43,4,515.6222470051797,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_const,7,3,15,114,50,43,4,533.7247643998451,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_none,1,0,0,0,50,49,4,389.81770665181193,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_none,1,1,7,7,50,49,4,404.4852157986501,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_none,1,2,12,12,50,49,4,413.6315068711382,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_none,1,3,15,15,50,49,4,415.7244990247662,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_none,2,0,0,16,50,48,4,399.7265618458531,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_none,2,1,7,23,50,48,4,411.50961516477537,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_none,2,2,12,28,50,48,4,416.5221413445026,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_none,2,3,15,31,50,48,4,420.56951408026305,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_none,3,0,0,32,50,47,4,399.98681296138545,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_none,3,1,7,39,50,47,4,421.8190790301943,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_none,3,2,12,44,50,47,4,426.86252652635625,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_none,3,3,15,47,50,47,4,430.86533582969264,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_none,4,0,0,48,50,46,4,410.49099097804503,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_none,4,1,7,55,50,46,4,422.52304650193906,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_none,4,2,12,60,50,46,4,427.67162780451446,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_none,4,3,15,63,50,46,4,431.6477455419202,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_none,5,0,0,64,50,45,4,420.47812904732484,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_none,5,1,7,71,50,45,4,433.874696509981,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_none,5,2,12,76,50,45,4,443.9739670607179,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_none,5,3,15,79,50,45,4,448.7636411308112,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_none,6,0,0,80,50,44,4,436.7855306049204,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_none,6,1,7,87,50,44,4,454.76938854052537,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_none,6,2,12,92,50,44,4,462.6995659999953,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_none,6,3,15,95,50,44,4,468.56868999414417,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_none,7,0,0,96,50,43,4,445.99197225172776,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_none,7,1,7,103,50,43,4,469.8540788103544,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_none,7,2,12,108,50,43,4,488.08512188084643,stats_logLik,computed
Q1,raw,post_fordism,SR_none__LR_none,7,3,15,111,50,43,4,496.21037558890816,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,1,0,0,5,49,48,5,423.61919393759786,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,1,1,9,14,49,48,5,445.81475928418524,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,1,2,16,21,49,48,5,465.128753665847,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,1,3,21,26,49,48,5,472.5969285607657,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,1,4,24,29,49,48,5,475.41678243119685,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,2,0,0,30,49,47,5,441.2150382953409,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,2,1,9,39,49,47,5,459.2755430405831,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,2,2,16,46,49,47,5,472.6577895769667,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,2,3,21,51,49,47,5,483.18023574427775,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,2,4,24,54,49,47,5,485.2288833779496,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,3,0,0,55,49,46,5,450.0829677367684,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,3,1,9,64,49,46,5,485.8547542825433,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,3,2,16,71,49,46,5,509.05724054914276,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,3,3,21,76,49,46,5,519.9530276574591,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,3,4,24,79,49,46,5,523.8393672018653,stats_logLik,computed
Q2,ortho,fordism,SR_const__LR_none,4,0,0,80,49,45,5,486.3178347865072,stats_logLik,computed
