"variable_id","display_name","family_id","concept","definition","unit","reference_year","transformation","contract_status","analytical_role","authoritative_variable_id","baseline_or_robustness","coverage_start","coverage_end","source_stage","source_commit","notes"
"CORP__IPP__gross_investment_current_cost","CORP_intellectual_property_products_gross_investment_current_cost","contextual","IPP is contextual and productive-frontier-shaping, not core accumulation capital.","CONTEXTUAL_AUTHORIZED","Millions of current dollars","","reference_only","CONTEXTUAL_AUTHORIZED","contextual_reference_only_after_future_canonical_intake","CORP__IPP__gross_investment_current_cost","CONTEXTUAL_AUTHORIZED",1901,2024,"S24B","","contextual classification; excluded from value rows unless separately value-authorized"
"CORP__IPP__net_stock_current_cost","CORP_intellectual_property_products_net_stock_current_cost","contextual","IPP is contextual and productive-frontier-shaping, not core accumulation capital.","CONTEXTUAL_AUTHORIZED","Millions of current dollars","","reference_only","CONTEXTUAL_AUTHORIZED","contextual_reference_only_after_future_canonical_intake","CORP__IPP__net_stock_current_cost","CONTEXTUAL_AUTHORIZED",1925,2024,"S24B","","contextual classification; excluded from value rows unless separately value-authorized"
"CORP__IPP__net_stock_quantity_index","CORP_intellectual_property_products_net_stock_quantity_index","contextual","IPP is contextual and productive-frontier-shaping, not core accumulation capital.","CONTEXTUAL_AUTHORIZED","Chain-type quantity index","","reference_only","CONTEXTUAL_AUTHORIZED","contextual_reference_only_after_future_canonical_intake","CORP__IPP__net_stock_quantity_index","CONTEXTUAL_AUTHORIZED",1925,2024,"S24B","","contextual classification; excluded from value rows unless separately value-authorized"
"FIN__IPP__cfc_current_cost","FIN_intellectual_property_products_cfc_current_cost","contextual","IPP is contextual and productive-frontier-shaping, not core accumulation capital.","CONTEXTUAL_AUTHORIZED","Millions of current dollars","","reference_only","CONTEXTUAL_AUTHORIZED","contextual_reference_only_after_future_canonical_intake","FIN__IPP__cfc_current_cost","CONTEXTUAL_AUTHORIZED",1925,2024,"S24B","","contextual classification; excluded from value rows unless separately value-authorized"
"FIN__IPP__gross_investment_current_cost","FIN_intellectual_property_products_gross_investment_current_cost","contextual","IPP is contextual and productive-frontier-shaping, not core accumulation capital.","CONTEXTUAL_AUTHORIZED","Millions of current dollars","","reference_only","CONTEXTUAL_AUTHORIZED","contextual_reference_only_after_future_canonical_intake","FIN__IPP__gross_investment_current_cost","CONTEXTUAL_AUTHORIZED",1901,2024,"S24B","","contextual classification; excluded from value rows unless separately value-authorized"
"FIN__IPP__net_stock_current_cost","FIN_intellectual_property_products_net_stock_current_cost","contextual","IPP is contextual and productive-frontier-shaping, not core accumulation capital.","CONTEXTUAL_AUTHORIZED","Millions of current dollars","","reference_only","CONTEXTUAL_AUTHORIZED","contextual_reference_only_after_future_canonical_intake","FIN__IPP__net_stock_current_cost","CONTEXTUAL_AUTHORIZED",1925,2024,"S24B","","contextual classification; excluded from value rows unless separately value-authorized"
"FIN__IPP__net_stock_quantity_index","FIN_intellectual_property_products_net_stock_quantity_index","contextual","IPP is contextual and productive-frontier-shaping, not core accumulation capital.","CONTEXTUAL_AUTHORIZED","Chain-type quantity index","","reference_only","CONTEXTUAL_AUTHORIZED","contextual_reference_only_after_future_canonical_intake","FIN__IPP__net_stock_quantity_index","CONTEXTUAL_AUTHORIZED",1925,2024,"S24B","","contextual classification; excluded from value rows unless separately value-authorized"
"NFC__IPP__cfc_current_cost","NFC_intellectual_property_products_cfc_current_cost","contextual","IPP is contextual and productive-frontier-shaping, not core accumulation capital.","CONTEXTUAL_AUTHORIZED","Millions of current dollars","","reference_only","CONTEXTUAL_AUTHORIZED","contextual_reference_only_after_future_canonical_intake","NFC__IPP__cfc_current_cost","CONTEXTUAL_AUTHORIZED",1925,2024,"S24B","","contextual classification; excluded from value rows unless separately value-authorized"
"NFC__IPP__gross_investment_current_cost","NFC_intellectual_property_products_gross_investment_current_cost","contextual","IPP is contextual and productive-frontier-shaping, not core accumulation capital.","CONTEXTUAL_AUTHORIZED","Millions of current dollars","","reference_only","CONTEXTUAL_AUTHORIZED","contextual_reference_only_after_future_canonical_intake","NFC__IPP__gross_investment_current_cost","CONTEXTUAL_AUTHORIZED",1901,2024,"S24B","","contextual classification; excluded from value rows unless separately value-authorized"
"NFC__IPP__net_stock_current_cost","NFC_intellectual_property_products_net_stock_current_cost","contextual","IPP is contextual and productive-frontier-shaping, not core accumulation capital.","CONTEXTUAL_AUTHORIZED","Millions of current dollars","","reference_only","CONTEXTUAL_AUTHORIZED","contextual_reference_only_after_future_canonical_intake","NFC__IPP__net_stock_current_cost","CONTEXTUAL_AUTHORIZED",1925,2024,"S24B","","contextual classification; excluded from value rows unless separately value-authorized"
"NFC__IPP__net_stock_quantity_index","NFC_intellectual_property_products_net_stock_quantity_index","contextual","IPP is contextual and productive-frontier-shaping, not core accumulation capital.","CONTEXTUAL_AUTHORIZED","Chain-type quantity index","","reference_only","CONTEXTUAL_AUTHORIZED","contextual_reference_only_after_future_canonical_intake","NFC__IPP__net_stock_quantity_index","CONTEXTUAL_AUTHORIZED",1925,2024,"S24B","","contextual classification; excluded from value rows unless separately value-authorized"
"CORP__IPP__gross_stock_current_cost","CORP__IPP__gross_stock_current_cost","contextual","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","CORP__IPP__gross_stock_current_cost","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"CORP__IPP__official_price_index","CORP__IPP__official_price_index","contextual","Diagnostic only. Do not treat an implicit or official BEA price index as a GPIM output.","DIAGNOSTIC_ONLY",,"","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","CORP__IPP__official_price_index","DIAGNOSTIC_ONLY",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"CORP__IPP__retirements","CORP__IPP__retirements","contextual","Retain as an explicit provider gap; no residual construction is permitted here.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","CORP__IPP__retirements","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"CORP__IPP__revaluation_holding_gains","CORP__IPP__revaluation_holding_gains","contextual","Retain as an explicit provider gap; no residual construction is permitted here.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","CORP__IPP__revaluation_holding_gains","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"FIN__IPP__gross_stock_current_cost","FIN__IPP__gross_stock_current_cost","contextual","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","FIN__IPP__gross_stock_current_cost","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"FIN__IPP__official_price_index","FIN__IPP__official_price_index","contextual","Diagnostic only. Do not treat an implicit or official BEA price index as a GPIM output.","DIAGNOSTIC_ONLY",,"","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","FIN__IPP__official_price_index","DIAGNOSTIC_ONLY",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"NFC__IPP__gross_stock_current_cost","NFC__IPP__gross_stock_current_cost","contextual","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","NFC__IPP__gross_stock_current_cost","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"NFC__IPP__official_price_index","NFC__IPP__official_price_index","contextual","Diagnostic only. Do not treat an implicit or official BEA price index as a GPIM output.","DIAGNOSTIC_ONLY",,"","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","NFC__IPP__official_price_index","DIAGNOSTIC_ONLY",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"NFC__IPP__retirements","NFC__IPP__retirements","contextual","Retain as an explicit provider gap; no residual construction is permitted here.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","NFC__IPP__retirements","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"NFC__IPP__revaluation_holding_gains","NFC__IPP__revaluation_holding_gains","contextual","Retain as an explicit provider gap; no residual construction is permitted here.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","NFC__IPP__revaluation_holding_gains","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"CORP__ME__official_price_index","CORP__ME__official_price_index","contextual","Diagnostic only. Do not treat an implicit or official BEA price index as a GPIM output.","DIAGNOSTIC_ONLY",,"","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","CORP__ME__official_price_index","DIAGNOSTIC_ONLY",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"CORP__NRC__official_price_index","CORP__NRC__official_price_index","contextual","Diagnostic only. Do not treat an implicit or official BEA price index as a GPIM output.","DIAGNOSTIC_ONLY",,"","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","CORP__NRC__official_price_index","DIAGNOSTIC_ONLY",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"FIN__ME__official_price_index","FIN__ME__official_price_index","contextual","Diagnostic only. Do not treat an implicit or official BEA price index as a GPIM output.","DIAGNOSTIC_ONLY",,"","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","FIN__ME__official_price_index","DIAGNOSTIC_ONLY",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"FIN__NRC__official_price_index","FIN__NRC__official_price_index","contextual","Diagnostic only. Do not treat an implicit or official BEA price index as a GPIM output.","DIAGNOSTIC_ONLY",,"","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","FIN__NRC__official_price_index","DIAGNOSTIC_ONLY",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"NFC__ME__official_price_index","NFC__ME__official_price_index","contextual","Diagnostic only. Do not treat an implicit or official BEA price index as a GPIM output.","DIAGNOSTIC_ONLY",,"","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","NFC__ME__official_price_index","DIAGNOSTIC_ONLY",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"NFC__NRC__official_price_index","NFC__NRC__official_price_index","contextual","Diagnostic only. Do not treat an implicit or official BEA price index as a GPIM output.","DIAGNOSTIC_ONLY",,"","reference_only","DIAGNOSTIC_ONLY","diagnostic_reference_only","NFC__NRC__official_price_index","DIAGNOSTIC_ONLY",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"ACCUMULATED_Q","ACCUMULATED_Q","contextual","Out of provider V1 scope.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","ACCUMULATED_Q","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"ADJUSTED_SHAIKH_CORPORATE_GOS","ADJUSTED_SHAIKH_CORPORATE_GOS","contextual","Adjusted Shaikh corporate GOS is not constructed in V1.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","ADJUSTED_SHAIKH_CORPORATE_GOS","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"ADJUSTED_SHAIKH_CORPORATE_GVA","ADJUSTED_SHAIKH_CORPORATE_GVA","contextual","Adjusted Shaikh corporate GVA is not constructed in V1.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","ADJUSTED_SHAIKH_CORPORATE_GVA","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"ADJUSTED_SHAIKH_CORPORATE_NOS","ADJUSTED_SHAIKH_CORPORATE_NOS","contextual","Adjusted Shaikh corporate NOS is not constructed in V1.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","ADJUSTED_SHAIKH_CORPORATE_NOS","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"BUSINESS_WIDE_SHAIKH_OBJECTS","BUSINESS_WIDE_SHAIKH_OBJECTS","contextual","Commercial capital and noncorporate boundary blur unresolved.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","BUSINESS_WIDE_SHAIKH_OBJECTS","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"BUSINESS_WIDE_SHAIKH_RECONCILIATION","BUSINESS_WIDE_SHAIKH_RECONCILIATION","contextual","Commercial-capital and noncorporate labour-equivalent blur remains unresolved.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","BUSINESS_WIDE_SHAIKH_RECONCILIATION","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"CORP__current_transfer_payments","CORP__current_transfer_payments","contextual","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","CORP__current_transfer_payments","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"CORP__current_transfer_receipts","CORP__current_transfer_receipts","contextual","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","CORP__current_transfer_receipts","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"CORP__dividends_paid","CORP__dividends_paid","contextual","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","CORP__dividends_paid","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"CORP__dividends_received","CORP__dividends_received","contextual","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","CORP__dividends_received","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"CORP__ME__gross_stock_current_cost","CORP__ME__gross_stock_current_cost","contextual","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","CORP__ME__gross_stock_current_cost","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"CORP__ME__retirements","CORP__ME__retirements","contextual","Retain as an explicit provider gap; no residual construction is permitted here.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","CORP__ME__retirements","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"CORP__ME__revaluation_holding_gains","CORP__ME__revaluation_holding_gains","contextual","Retain as an explicit provider gap; no residual construction is permitted here.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","CORP__ME__revaluation_holding_gains","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"CORP__NRC__gross_stock_current_cost","CORP__NRC__gross_stock_current_cost","contextual","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","CORP__NRC__gross_stock_current_cost","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"CORP__NRC__retirements","CORP__NRC__retirements","contextual","Retain as an explicit provider gap; no residual construction is permitted here.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","CORP__NRC__retirements","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"CORP__NRC__revaluation_holding_gains","CORP__NRC__revaluation_holding_gains","contextual","Retain as an explicit provider gap; no residual construction is permitted here.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","CORP__NRC__revaluation_holding_gains","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"FIN__current_transfer_payments","FIN__current_transfer_payments","contextual","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","FIN__current_transfer_payments","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"FIN__current_transfer_receipts","FIN__current_transfer_receipts","contextual","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","FIN__current_transfer_receipts","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"FIN__dividends_paid","FIN__dividends_paid","contextual","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","FIN__dividends_paid","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"FIN__dividends_received","FIN__dividends_received","contextual","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","FIN__dividends_received","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"FIN__ME__gross_stock_current_cost","FIN__ME__gross_stock_current_cost","contextual","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","FIN__ME__gross_stock_current_cost","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"FIN__NRC__gross_stock_current_cost","FIN__NRC__gross_stock_current_cost","contextual","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","FIN__NRC__gross_stock_current_cost","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"GOV_TRANS__gross_stock_current_cost","GOV_TRANS__gross_stock_current_cost","contextual","Do not substitute net stock. Downstream GPIM must be explicit.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","GOV_TRANS__gross_stock_current_cost","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"GPIM_RECONSTRUCTION","GPIM_RECONSTRUCTION","contextual","Out of provider V1 scope.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","GPIM_RECONSTRUCTION","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"NFC__current_transfer_payments","NFC__current_transfer_payments","contextual","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","NFC__current_transfer_payments","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"NFC__current_transfer_receipts","NFC__current_transfer_receipts","contextual","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","NFC__current_transfer_receipts","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"NFC__dividends_paid","NFC__dividends_paid","contextual","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","NFC__dividends_paid","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"NFC__dividends_received","NFC__dividends_received","contextual","Net lines may be staged from T1.14, but gross payment/receipt components must not be inferred.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","NFC__dividends_received","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"NFC__ME__gross_stock_current_cost","NFC__ME__gross_stock_current_cost","contextual","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","NFC__ME__gross_stock_current_cost","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"NFC__ME__retirements","NFC__ME__retirements","contextual","Retain as an explicit provider gap; no residual construction is permitted here.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","NFC__ME__retirements","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"NFC__ME__revaluation_holding_gains","NFC__ME__revaluation_holding_gains","contextual","Retain as an explicit provider gap; no residual construction is permitted here.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","NFC__ME__revaluation_holding_gains","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"NFC__NRC__gross_stock_current_cost","NFC__NRC__gross_stock_current_cost","contextual","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","NFC__NRC__gross_stock_current_cost","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"NFC__NRC__retirements","NFC__NRC__retirements","contextual","Retain as an explicit provider gap; no residual construction is permitted here.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","NFC__NRC__retirements","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"NFC__NRC__revaluation_holding_gains","NFC__NRC__revaluation_holding_gains","contextual","Retain as an explicit provider gap; no residual construction is permitted here.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","NFC__NRC__revaluation_holding_gains","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"POST_S20_CHAPTER2_STAGES","POST_S20_CHAPTER2_STAGES","contextual","Chapter 2 stages are future downstream pass.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","POST_S20_CHAPTER2_STAGES","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"PRODUCTIVE_CAPACITY","PRODUCTIVE_CAPACITY","contextual","Out of provider V1 scope.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","PRODUCTIVE_CAPACITY","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"SHINY_APP","SHINY_APP","contextual","V1 is dataset release not app pass.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","SHINY_APP","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"THETA_ECONOMETRICS","THETA_ECONOMETRICS","contextual","Out of provider V1 scope.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","THETA_ECONOMETRICS","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"UTILIZATION","UTILIZATION","contextual","Out of provider V1 scope.","PARKED_FOR_FUTURE_RESEARCH",,"","reference_only","PARKED_FOR_FUTURE_RESEARCH","future_research_review_only","UTILIZATION","PARKED_FOR_FUTURE_RESEARCH",,,"S22","","contextual classification; excluded from value rows unless separately value-authorized"
"DOWNSTREAM__e_adj_CORP","e_adj_CORP","contextual","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","METADATA_REFERENCE_ONLY",,"","reference_only","METADATA_REFERENCE_ONLY","metadata_reference_only","DOWNSTREAM__e_adj_CORP","METADATA_REFERENCE_ONLY",,,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"DOWNSTREAM__e_adj_NFC","e_adj_NFC","contextual","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","METADATA_REFERENCE_ONLY",,"","reference_only","METADATA_REFERENCE_ONLY","metadata_reference_only","DOWNSTREAM__e_adj_NFC","METADATA_REFERENCE_ONLY",,,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"DOWNSTREAM__e_x_Kcap","e_x_Kcap","contextual","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","METADATA_REFERENCE_ONLY",,"","reference_only","METADATA_REFERENCE_ONLY","metadata_reference_only","DOWNSTREAM__e_x_Kcap","METADATA_REFERENCE_ONLY",,,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"DOWNSTREAM__e_x_ME","e_x_ME","contextual","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","METADATA_REFERENCE_ONLY",,"","reference_only","METADATA_REFERENCE_ONLY","metadata_reference_only","DOWNSTREAM__e_x_ME","METADATA_REFERENCE_ONLY",,,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
"DOWNSTREAM__e_x_ME_NRC_gap","e_x_ME_NRC_gap","contextual","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","METADATA_REFERENCE_ONLY",,"","reference_only","METADATA_REFERENCE_ONLY","metadata_reference_only","DOWNSTREAM__e_x_ME_NRC_gap","METADATA_REFERENCE_ONLY",,,"S24C","","contextual classification; excluded from value rows unless separately value-authorized"
