year,GVA,EC,GOS,omega,pi,e,KNC,KNR,KGC,KGR,IGC,Py,pK,GVA_real,EC_real,GOS_real,theta,mu,mu_ect,r,B,B_real,PyPK,dlnr,phi_mu,phi_PyPK,phi_Br,phi_pi,regime,tendency_label,CCA_NF,NVA_NF,NOS_NF,TPI_NF,NetInt_NF,Profits_IVA_CC_NF,CorpTax_NF,PBT_NF,PAT_NF,Dividends_NF,Retained_NF,Retained_IVA_CC_NF,chi,r_net,tax_rate,ret_rate,div_payout,cash_flow,int_share,cca_rate,g_K,g_Kn,g_Y,g_Yp
2002,5543551,3540451,1536068,0.638661211919941,0.361338788080059,0.565775377204769,8810698,16093031.0273989,13968046.9350587,25513099.2706892,935180,60.20585515195969,54.7485304974528,9207660.9260147,5880575.885956433,2551359.8239290207,0.7164286317380313,0.7602232781529334,0.9728301941712482,0.17434123834456702,0.6346647520869687,0.5771359354931563,1.0996798380690929,0.02904497479894252,-0.02171802271992806,-7.136240235266489e-4,0.00554879763406535,0.04592782390833161,Post-Fordist,demand_drag,805024,4738528,731045,467032,200347,478705,91076,650099,489425,254719,109981,132910,0.6088141931216586,0.08297242738316533,0.14009558544160197,0.22471471624865913,0.5204454206466772,0.16400425936741903,0.13042847061458215,0.05763325422249642,0.026690118378763117,0.015013780703313273,-0.0020851970461528424,0.01912156499102334
2003,5733743,3594306,1648317,0.626869045229268,0.373130954770732,0.595229510230904,9081233,16338650.6338525,14537806.3342606,26155934.8469632,953330,61.39458494116147,55.581291279858405,9339167.298703996,5854434.887774978,2684792.1548450766,0.867968586663201,0.7575294292118679,1.018769504815665,0.1815080617356696,0.642147994197826,0.5813446698025837,1.1045908349273938,0.04028555139341128,-0.00354979010317191,0.0044559001252733,0.00726598754730978,0.03211345382400066,Post-Fordist,demand_drag,818191,4915552,830127,491120,174198,594294,126492,831661,617898,294880,194945,172921,0.5783656905801493,0.09141126540856291,0.1520956255012559,0.31549705614842577,0.4772308698199379,0.16757911618389265,0.10568234144281713,0.05628022420905455,0.024884101598466657,0.015147182633917566,0.014181247057585722,0.021598618494804604
2004,6133641,3761333,1840566,0.613230053731544,0.386769946268456,0.630709378829261,9838424,16611585.2052971,15852348.4375542,26765733.696219,1017506,63.04573141563288,59.2262802039069,9728875.948101217,5966039.120401633,2919414.1437839065,1.043241902501301,0.7412379243132394,1.052057401731671,0.18707935335984707,0.6525525764845993,0.6130194840292551,1.0644891287883722,0.03023280636678804,-0.02174072787141962,-0.03697998846947056,0.05305290372651794,0.0359006189811597,Post-Fordist,demand_drag,851954,5281688,988613,531742,162335,763740,179234,1093422,814910,367055,297391,217451,0.5528223383459219,0.10048489473517304,0.1639202430534597,0.3649372323324048,0.4504239731994944,0.16886159815840424,0.08819841287951641,0.05374307809067089,0.023046357238616366,0.01656685040004291,0.04088127122528462,0.02404292557133877
2005,6575529,3928746,2071120,0.597479837743853,0.402520162256147,0.673696645189075,10724500,16950333.7868773,17354822.1163049,27429719.5844326,1143620,65.02216411008706,63.2701404871613,10112750.152189905,6042164.32007455,3185252.334101721,1.245646353137519,0.7152799680112779,1.0673570837741664,0.19312042519464775,0.6707559092305612,0.6526823767009559,1.0276911606238852,0.031781082697242,-0.03564762949705208,-0.03518029830725028,0.06269388452088248,0.03991512598066238,Post-Fordist,demand_drag,913610,5661919,1157510,575663,174978,903218,262541,1480504,1100756,175995,782364,464682,0.5521746687782456,0.10793137209193902,0.17733217877155347,0.7107515198645294,0.15988556955401562,0.1686399365937806,0.08448472324153115,0.05264300572355974,0.02450460595131787,0.020187170199346127,0.03869865382999649,0.03052407303833105
2006,7021572,4127501,2282281,0.587831471357126,0.412168528642874,0.701167849505064,11601575,17392965.2668087,18781361.0662261,28156828.7657721,1271805,67.02729852983384,66.7026859539559,10475689.986035611,6157940.257972429,3405002.2156034783,1.3696365447367098,0.6932140499264238,1.0587952872148765,0.19672165201707523,0.6885095659557017,0.6851751206084526,1.0048665592882124,0.01847583662319296,-0.03133520385435923,-0.02245993861918045,0.04858385144721311,0.02368712764951952,Post-Fordist,demand_drag,984445,6037127,1297836,611790,183070,1046240,296082,1653895,1223747,472789,585809,277370,0.5572517144032658,0.1118672249242021,0.17902103821584806,0.4787010713815846,0.38634538021339376,0.17120080678700952,0.08021361085685767,0.05241606274053774,0.026162828150997797,0.02577830338652376,0.03526031442028099,0.035833565549272944
2007,7257367,4307101,2318987,0.593479839175833,0.406520160824167,0.684977203924403,12248970,17872375.1641688,19835248.889807,28941454.6393119,1371569,68.84347992473771,68.5357703578046,10541836.362621456,6256367.3491065325,3368491.834717252,1.2970499347352875,0.6728330906782464,1.0173387393599258,0.18932097964155353,0.6921644851366999,0.6890707188976787,1.0044897659328356,-0.03834591612992932,-0.02984153487257262,-3.750388669883052e-4,0.00566944954360432,-0.01379879193397282,Post-Fordist,reinforcing_crisis,1047219,6210148,1271768,631279,261873,950818,277620,1476382,1084600,483318,406740,189881,0.5914517847663656,0.10382652582217117,0.1880407645175842,0.37501382998340405,0.44561866125760646,0.16665621680843368,0.11292560070410054,0.05279585881769037,0.027485073814368377,0.02719040437462894,0.006294422462506333,0.03564951319712106
2008,7327703,4364267,2325994,0.595584591788177,0.404415408211823,0.679022617085527,13060201,18299951.1515855,21174256.6459833,29669364.3759869,1415006,70.17013744937334,71.3674090811356,10442765.635576565,6219550.308204469,3314791.8538397737,1.270001969389316,0.6284976898872073,0.9474464784393132,0.17809787154118073,0.700692307499257,0.7126478067024354,0.9832238321780588,-0.06111064024781076,-0.0681649385517491,-0.02139819862488123,0.03364343297577044,-0.00519093604695097,Post-Fordist,reinforcing_crisis,1108750,6218953,1217245,637442,325645,845280,207206,1048553,792634,491168,131782,146906,0.6083446474926418,0.0932026237574751,0.19761137491380978,0.1662583235137529,0.6196655707426126,0.1622324189344406,0.14000251075454193,0.05236311330959176,0.02484002704097321,0.023642156696688232,-0.009442300895049272,0.031546883261719845
2009,6904035,4094885,2200647,0.593114751011546,0.406885248988454,0.686014381356253,12692474,18397811.8529309,20759475.099061,30090974.9382293,1182561,70.60305513920336,68.9890412047997,9778663.241112968,5799869.413478477,3116928.8576268125,1.3017416462257243,0.608736192514363,0.9195529697733992,0.17338203726082085,0.7000080472088461,0.684005584706874,1.023395221997829,-0.02683577166864648,-0.03194735998810866,0.0400442302487161,-0.04102125626651159,0.00608861433725793,Post-Fordist,demand_drag,1114626,5789409,1086020,608503,301527,723962,161436,1156900,952967,367793,436385,194733,0.537369691731568,0.08556409097233526,0.13954187915982366,0.45792246740967946,0.3859451586466268,0.16066300391870017,0.13701743169167976,0.05369239803420738,0.014110279904009815,0.005333345975365944,-0.0657066632029597,0.01836793899095149
2010,7287190,4166597,2482378,0.57177005128177,0.42822994871823,0.748954842524967,13078839,18578692.8415714,21499009.4215782,30539675.0003231,1249146,71.46091781739325,70.3969817011829,10197448.091306675,5830595.418109603,3473756.1114780433,1.5760402479831015,0.612277817805218,0.9482751027694016,0.1898010977885728,0.7238909671665239,0.7131134153565266,1.0151133768877547,0.09047920244629391,0.00580113773170248,-0.0081254410017495109,0.041674393220216543,0.05112911249612406,Post-Fordist,broad_expansion,1123495,6163695,1358883,638215,303977,983098,203784,1492920,1220653,382167,706107,397148,0.5032053941825138,0.10389935987437417,0.13650028132786754,0.578466607627229,0.3130840623830032,0.17421989826467013,0.12245395342691565,0.05225798909936598,0.01480136710734925,0.009783641420654021,0.04193471006942673,0.023327550286355633
2011,7661063,4372725,2617490,0.57077261993538,0.42922738006462,0.75201116008896,13738372,18880017.7703294,22623700.2002838,31090718.886631,1389556,72.93507031922697,72.7667323575846,10503949.562903771,5995366.8116876725,3588794.7849280178,1.5888581384724256,0.6007776826732453,0.93127608798632,0.19052403006702687,0.7388368541955588,0.7371315800458641,1.0023133917957885,0.00380165861360826,-0.01896117642659106,-0.01268958759810002,0.03312593533031294,0.00232648730798656,Post-Fordist,demand_drag,1173463,6487600,1444027,670848,301801,1062341,209219,1457645,1176882,460831,543799,392291,0.5308734703857513,0.10510903329739506,0.14353220434330718,0.4620675649725291,0.3915694181744644,0.17529522420851612,0.11530168214587257,0.05186874780038323,0.017882688600892038,0.016088724014419853,0.029613833423805858,0.02841305532129539
2012,8110944,4608338,2807524,0.568162965987683,0.431837034012317,0.760058398494208,14229170,19271460.5757109,23457828.3472614,31770413.4665649,1529893,74.29361864974328,73.8354518802481,10917416.79489188,6202871.907109513,3778957.1312121046,1.6223945403888846,0.6066998901885076,0.9416391002174768,0.19730764338327533,0.7530955974655453,0.7484512769534629,1.0062052409489992,0.03498582348765189,0.00980930020680065,0.00387534769208878,0.01523969657452989,0.00606147901423237,Post-Fordist,broad_expansion,1234809,6876136,1572715,695082,307917,1182426,245803,1810004,1475416,539890,710023,396733,0.5449260629650895,0.11052752901258471,0.1358024623150004,0.4812358006148774,0.3659239156956411,0.18003305885023513,0.10967564302210774,0.05263952748397354,0.02162611600362041,0.02052117292649669,0.03860804980313404,0.03508609253409044
2013,8417763,4773788,2917301,0.567108862532718,0.432891137467282,0.763329875562132,14783467,19661612.9103054,24387067.5381681,32434142.9485341,1572655,75.55808910291162,75.1894926801829,11140783.336294858,6318036.965569637,3861004.208333773,1.6359407184782953,0.5972540158461456,0.9272262599793498,0.19733537471284648,0.763250630059239,0.7595272504022693,1.0049022331390975,1.4053880770803495e-4,-0.01569174387215227,-0.00129581139647328,0.01469009329909382,0.00243800077723965,Post-Fordist,demand_drag,1282795,7134968,1634506,726674,301337,1249003,263956,1821323,1458906,550095,600014,434953,0.5390787580712446,0.11056310404047981,0.14492541959883007,0.41127666895605336,0.37705993395050813,0.1794805643358219,0.10329307808827407,0.05260144533541406,0.0206762000865659,0.020042876684073008,0.02025316437982383,0.03382503762501761
2014,8851699,5032917,3064114,0.568582031539934,0.431417968460066,0.758761171702216,15515241,20176510.7543073,25560338.1455041,33239473.2042186,1744503,76.87358484548905,76.8975428354867,11514617.170242997,6547004.423061366,3985912.724323539,1.6170091708834624,0.5883230955852555,0.9133999191536064,0.19749058361388008,0.7780943578388908,0.778336854359377,0.999688442710726,7.862143091419416e-4,-0.01506623080171065,-0.00520186215370831,0.0244632044373495,-0.00340889717278847,Post-Fordist,reinforcing_crisis,1352680,7499019,1711433,754668,310655,1318538,290629,1949376,1542486,626369,644215,401539,0.56933358223617,0.1103065688763713,0.14908822105124922,0.41764722661988507,0.4060775916280602,0.17875874438560124,0.10138493541689375,0.05292105262065666,0.024526458958874287,0.025850942293452306,0.03300473707230367,0.03965950906579658
2015,9222330,5303853,3147261,0.575109869197914,0.424890130802086,0.738798190673837,15792586,20634627.8836823,26051434.2643378,34038861.7722786,1760602,77.58714162706892,76.5343871913902,11886415.463438692,6835994.842410292,4056420.863044104,1.5331205819245275,0.5982708182128202,0.9313386284705492,0.19928724782629012,0.7839801129369044,0.773342544338936,1.0137553127987566,0.00905633505608571,0.01676724542370689,0.01397317300568323,-0.00643731852243306,-0.01524676485087128,Post-Fordist,profit_squeeze,1408263,7814067,1738998,771216,324537,1314698,283948,1842345,1446219,683656,480295,347094,0.5594076881453429,0.11011483489784384,0.1541231419739517,0.3321039206371926,0.4727195535392634,0.18130741855703683,0.10311728197947358,0.05405702372125409,0.0237647435858257,0.02245153593605309,0.03177890380949577,0.03643421751558828
2016,9346389,5448417,3112813,0.582943530383766,0.417056469616234,0.715432023650172,16251521,21070591.9312144,26841959.2516286,34801417.6657896,1775302,78.32461651305928,77.1289247737017,11932888.300119096,6956200.033346566,3974246.078154742,1.432450985391262,0.5832850539106219,0.9118354038268692,0.19153979495211557,0.7873780566889601,0.7753580624643163,1.0155025075594633,-0.03965164678585498,-0.02536751460045705,0.00172200414843718,0.0026028520353476,-0.01860898836918267,Post-Fordist,reinforcing_crisis,1441019,7905370,1671794,785159,343885,1254568,262059,1820049,1444015,729527,490284,262982,0.5703207998681579,0.10287000213703075,0.14398458503040304,0.3395283289993525,0.5052073558792671,0.17541459657837566,0.11047403104523143,0.05368531359768636,0.022155258274416667,0.020907691194921085,0.0039021204070515125,0.031736321546786066
2017,9771449,5727599,3217945,0.586156566953376,0.413843433046624,0.706028826389557,16888542,21507846.4495334,27957166.4161366,35603928.5358273,1868618,79.72701470166152,78.5227011901343,12256133.05172,7184012.87372,4036204.0546,1.3911605737388602,0.5802517852265394,0.9094260060005238,0.19054013069926343,0.7934762010439645,0.7814903752411502,1.01533713809222,-0.00523276135063421,-0.00521388829914992,-1.628582226694247e-4,0.00787789529563645,-0.00773391012445134,Post-Fordist,reinforcing_crisis,1509413,8262036,1708532,825905,351963,1263670,213815,1796221,1499065,769578,455573,280276,0.580686742626117,0.10116515682644482,0.11903602062329746,0.3039047673049534,0.5133720018811726,0.17787977197794813,0.10937508254491608,0.05399019977678359,0.022797860426248207,0.020539498719255533,0.026728158229936128,0.03171548459059791
2018,10337804,6047036,3417287,0.584943959084541,0.415056040915459,0.709565479682939,17670681,22064684.5941117,29248044.129944,36520882.7391471,2028676,81.55356060847657,80.0858082726262,12676091.543850388,7414803.173377912,4190236.421933504,1.406743676200472,0.5814465125362516,0.9100900235775832,0.19338739689772003,0.8013304730371885,0.7869086051896899,1.0183272463312587,0.01483258268701948,0.00205686404675464,0.00294061342334992,0.0069092770025966,0.00292582821431852,Post-Fordist,broad_expansion,1582147,8755657,1835141,873481,358281,1379096,212944,1796977,1499553,282406,1080598,883746,0.5936510454053171,0.1038523076728056,0.11850123846882848,0.7206134094626866,0.18832678804950542,0.18133670117184505,0.10484369618355145,0.05409411285659973,0.025428242924597555,0.02556052852527202,0.033691194640375954,0.035771019931067
2019,10799812,6344263,3526559,0.587441985101222,0.412558014898778,0.70229575917644,18471301,22565387.259457,30607540.0301756,37391572.6802484,2069383,82.89935261664063,81.8567870678079,13027619.22634378,7652970.499466239,4254024.776656825,1.3746417936627058,0.5741651481286646,0.9018039433450816,0.1909209860204216,0.8059940071251838,0.7958576000499652,1.0127364582239111,-0.01283575820864424,-0.01260191639966501,-0.00550529480231963,0.01130816439327728,-0.00603671139993711,Post-Fordist,reinforcing_crisis,1664696,9135116,1861862,928990,372810,1399581,196788,1842457,1545262,667792,607490,535001,0.5867994835759164,0.10079755616564312,0.10680737732278148,0.39313074417153854,0.43215454725476976,0.18026726974997592,0.10571494763025374,0.0543884284185791,0.02356112280066469,0.022438846862641526,0.027353996029450656,0.03238810410741298
2020,10498662,6350094,3640692,0.60484793205077,0.39515206794923,0.653308124257688,18843167,22884133.5438391,31378927.4844458,38108220.7155783,1988702,84.01393628216984,82.3416231333477,12496333.899579603,7558381.717376658,4333438.190269224,1.1509597100087596,0.5434864081597338,0.8801251815653643,0.19321019656621416,0.8996572742233304,0.8817494275529387,1.0203094508607624,0.01191904094546814,-0.05491237118476388,0.00744993276247742,0.10248764446770492,-0.04310616509995002,Post-Fordist,reinforcing_crisis,1728115,8770547,1912578,507876,324369,1497331,211997,2077667,1766607,828245,599192,457089,0.5462428571271616,0.1014998168832235,0.10203608181676851,0.3391767382332347,0.46883375872505884,0.18195959309812412,0.08909542471596059,0.055072468644972276,0.01898467604654641,0.014026616991134944,-0.041636346399510415,0.021850597237143304
2021,12072724,6998733,4371397,0.579714486970795,0.420285513029205,0.724987079804302,20906670,23288050.9001612,34837248.6481878,38805396.5428531,2185960,87.84800841917276,89.7742369665435,13742740.691848328,7966865.869747517,4976091.181420507,1.4739470993870114,0.5471667532510511,0.8446582923945146,0.20909102214747732,0.90922478153432,0.9291612008303788,0.9785436377689448,0.07899097218046625,0.00674890825207252,-0.04179586102628059,0.05237432466958897,0.06166360028508511,Post-Fordist,broad_expansion,1815454,10257270,2555943,702594,326392,2106675,343781,2966585,2497709,1158014,953179,604880,0.5000598206934762,0.12225490716599056,0.11588442603195256,0.3816213177756096,0.46363047096359106,0.19264741826412338,0.07466537585124389,0.05211243914046691,0.01812929744222913,0.017496580047595245,0.09507542175704131,0.02672162537889799
2022,13445428,7593396,4747192,0.56475673366441,0.43524326633559,0.770673885571094,23313722,23785097.2316099,38786548.42115,39570765.4691773,2491698,94.09621456134197,98.0181908569897,14289021.14997924,8069820.911923948,5045040.358031909,1.6661676913520331,0.5334111879464317,0.7911256181138611,0.20362222728743185,0.8770634283589482,0.9136198614932576,0.959987260922108,-0.02650321975363256,-0.02546102020920282,-0.01914536793645354,-0.01686766609002202,0.03497083448204563,Post-Fordist,demand_drag,2010486,11434942,2736706,1104840,307810,2309838,471821,3157852,2557284,1268698,912728,569319,0.5248782859425108,0.11738606130758529,0.1494120053758061,0.3569130374256438,0.49611149954404754,0.18338431761346385,0.06484043619891507,0.05183462003810831,0.019531276781368234,0.02111882569120027,0.03898075562953096,0.03254238234396988
2023,14163359,8015626,5032026,0.565941031361275,0.434058968638725,0.766968543692033,24166378,24382585.2059781,40161881.5889362,40521194.3583204,2742568,97.57789329336352,99.1132720170908,14514925.996012744,8214592.188316039,5156932.405654057,1.6509484000793906,0.5431772686567089,0.8086423437019664,0.2082242527200394,0.8831632542258863,0.8970597427065244,0.9845088483864954,0.02234918693455423,0.0181431419658441,0.02522287123353888,-0.01829211584327976,-0.00272471042154864,Post-Fordist,profit_squeeze,2154291,12009068,2877736,1115707,218873,2561040,486859,3382161,2769151,1385640,1027997,688541,0.5450226211072836,0.11908015342638438,0.1439490905370856,0.3712318324280619,0.5003844138510323,0.18807812242281405,0.04349599942448628,0.05364019101618646,0.02373455482402065,0.024809938598469472,0.015686008370746407,0.03918452531331347
2024,14849197,8451105,5232117,0.56912875490843,0.43087124509157,0.75707164921037,24954909,24954909,41512608.2513652,41512608.2513652,2851190,100,100,14849197,8451105,5232117,1.6099832835472574,0.5480810247106004,0.8241851639188881,0.20966283627802448,0.8878286967953458,0.8878286967953458,1,0.00688506191624016,0.00898740305830814,0.01561239324756588,-0.01034364726668746,-0.00737108712294665,Post-Fordist,profit_squeeze,2274356,12574841,2957761,1165975,199330,2646986,540201,3721570,3041229,1539583,1161225,567202,0.544940030966433,0.11852421501516996,0.1451540613235812,0.3818275440619565,0.5062371166393587,0.188015752732258,0.03809738964170717,0.054787113983019955,0.024172039661607414,0.02320139993856074,0.022768290697985805,0.038916579784429244
