"current_path","match_type","matched_text","proposed_action","immutable_release_status","label_status"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 849: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_NRC_t"",""pre_1974_alt_1940_1973"",""first_difference"",""KPSS"",""none"",33,""stationarity"",,,,,,,,,""ur.kpss does not support deterministic_spec: none"",FALSE,FALSE,""not_tested"",""unsupported deterministic specification; excluded from audit evidence""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 850: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_NRC_t"",""pre_1974_alt_1940_1973"",""first_difference"",""DF-GLS_ERS"",""none"",33,""unit_root"",,,,,,,,,""ur.ers does not support deterministic_spec: none"",FALSE,FALSE,""not_tested"",""unsupported deterministic specification; excluded from audit evidence""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 851: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_NRC_t"",""pre_1974_alt_1940_1973"",""level"",""Zivot-Andrews"",""break_both"",34,""unit_root"",-7.48354345292749,,-5.57,-5.08,-4.82,TRUE,TRUE,TRUE,"""",FALSE,FALSE,""reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 852: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_ME_t"",""pre_1974_alt_1940_1973"",""level"",""ADF"",""drift_trend"",34,""unit_root"",-2.40346143289939,,-4.15,-3.5,-3.18,FALSE,FALSE,FALSE,"""",TRUE,TRUE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 853: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_ME_t"",""pre_1974_alt_1940_1973"",""level"",""Phillips-Perron"",""drift_trend"",34,""unit_root"",-1.38228638598394,,-4.26048411386593,-3.55136675849403,-3.20813324150597,FALSE,FALSE,FALSE,"""",TRUE,TRUE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 854: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_ME_t"",""pre_1974_alt_1940_1973"",""level"",""KPSS"",""drift_trend"",34,""stationarity"",0.19005457782489,,0.216,0.146,0.119,TRUE,TRUE,FALSE,"""",TRUE,TRUE,""reject_stationarity_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 855: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_ME_t"",""pre_1974_alt_1940_1973"",""level"",""DF-GLS_ERS"",""drift_trend"",34,""unit_root"",-1.68349586736065,,-3.77,-3.19,-2.89,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 856: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_ME_t"",""pre_1974_alt_1940_1973"",""level"",""ADF"",""drift"",34,""unit_root"",-0.655606951936989,,-3.58,-2.93,-2.6,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 857: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_ME_t"",""pre_1974_alt_1940_1973"",""level"",""Phillips-Perron"",""drift"",34,""unit_root"",-1.26386501760791,,-3.64214738292011,-2.95274646464646,-2.6147896235078,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 858: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_ME_t"",""pre_1974_alt_1940_1973"",""level"",""KPSS"",""drift"",34,""stationarity"",0.901243013168802,,0.739,0.463,0.347,TRUE,TRUE,TRUE,"""",FALSE,FALSE,""reject_stationarity_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 859: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_ME_t"",""pre_1974_alt_1940_1973"",""level"",""DF-GLS_ERS"",""drift"",34,""unit_root"",0.460240876573285,,-2.63,-1.95,-1.62,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 860: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_ME_t"",""pre_1974_alt_1940_1973"",""first_difference"",""ADF"",""drift"",33,""unit_root"",-2.33659874618561,,-3.58,-2.93,-2.6,FALSE,FALSE,FALSE,"""",TRUE,TRUE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 861: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_ME_t"",""pre_1974_alt_1940_1973"",""first_difference"",""Phillips-Perron"",""drift"",33,""unit_root"",-2.28914698979688,,-3.649533203125,-2.9558265625,-2.6164125,FALSE,FALSE,FALSE,"""",TRUE,TRUE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 862: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_ME_t"",""pre_1974_alt_1940_1973"",""first_difference"",""KPSS"",""drift"",33,""stationarity"",0.191274448254071,,0.739,0.463,0.347,FALSE,FALSE,FALSE,"""",TRUE,TRUE,""fail_to_reject_stationarity_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 863: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_ME_t"",""pre_1974_alt_1940_1973"",""first_difference"",""DF-GLS_ERS"",""drift"",33,""unit_root"",-2.30123351736318,,-2.63,-1.95,-1.62,TRUE,TRUE,FALSE,"""",FALSE,FALSE,""reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 864: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_ME_t"",""pre_1974_alt_1940_1973"",""first_difference"",""ADF"",""none"",33,""unit_root"",-0.949859926116314,,-2.62,-1.95,-1.61,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 865: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_ME_t"",""pre_1974_alt_1940_1973"",""first_difference"",""Phillips-Perron"",""none"",33,""unit_root"",,,,,,,,,""ur.pp does not support deterministic_spec: none"",FALSE,FALSE,""not_tested"",""unsupported deterministic specification; excluded from audit evidence""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 866: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_ME_t"",""pre_1974_alt_1940_1973"",""first_difference"",""KPSS"",""none"",33,""stationarity"",,,,,,,,,""ur.kpss does not support deterministic_spec: none"",FALSE,FALSE,""not_tested"",""unsupported deterministic specification; excluded from audit evidence""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 867: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_ME_t"",""pre_1974_alt_1940_1973"",""first_difference"",""DF-GLS_ERS"",""none"",33,""unit_root"",,,,,,,,,""ur.ers does not support deterministic_spec: none"",FALSE,FALSE,""not_tested"",""unsupported deterministic specification; excluded from audit evidence""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 868: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_ME_t"",""pre_1974_alt_1940_1973"",""level"",""Zivot-Andrews"",""break_both"",34,""unit_root"",-6.65132341934033,,-5.57,-5.08,-4.82,TRUE,TRUE,TRUE,"""",FALSE,FALSE,""reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 869: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""level"",""ADF"",""drift"",34,""unit_root"",-2.05140167349304,,-3.58,-2.93,-2.6,FALSE,FALSE,FALSE,"""",TRUE,TRUE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 870: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""level"",""Phillips-Perron"",""drift"",34,""unit_root"",-2.60979537532744,,-3.64214738292011,-2.95274646464646,-2.6147896235078,FALSE,FALSE,FALSE,"""",TRUE,TRUE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 871: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""level"",""KPSS"",""drift"",34,""stationarity"",0.443677849552632,,0.739,0.463,0.347,TRUE,FALSE,FALSE,"""",TRUE,TRUE,""fail_to_reject_stationarity_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 872: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""level"",""DF-GLS_ERS"",""drift"",34,""unit_root"",-0.806680921218645,,-2.63,-1.95,-1.62,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 873: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""level"",""ADF"",""drift_trend"",34,""unit_root"",-1.9393150464507,,-4.15,-3.5,-3.18,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 874: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""level"",""Phillips-Perron"",""drift_trend"",34,""unit_root"",-1.53884964037911,,-4.26048411386593,-3.55136675849403,-3.20813324150597,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 875: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""level"",""KPSS"",""drift_trend"",34,""stationarity"",0.220104697118291,,0.216,0.146,0.119,TRUE,TRUE,TRUE,"""",FALSE,FALSE,""reject_stationarity_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 876: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""level"",""DF-GLS_ERS"",""drift_trend"",34,""unit_root"",-1.816892511271,,-3.77,-3.19,-2.89,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 877: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""first_difference"",""ADF"",""drift"",33,""unit_root"",-1.67527915596991,,-3.58,-2.93,-2.6,FALSE,FALSE,FALSE,"""",TRUE,TRUE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 878: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""first_difference"",""Phillips-Perron"",""drift"",33,""unit_root"",-2.0627068354508,,-3.649533203125,-2.9558265625,-2.6164125,FALSE,FALSE,FALSE,"""",TRUE,TRUE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 879: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""first_difference"",""KPSS"",""drift"",33,""stationarity"",0.484938211719212,,0.739,0.463,0.347,TRUE,TRUE,FALSE,"""",TRUE,TRUE,""reject_stationarity_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 880: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""first_difference"",""DF-GLS_ERS"",""drift"",33,""unit_root"",-1.55468050013833,,-2.63,-1.95,-1.62,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 881: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""first_difference"",""ADF"",""none"",33,""unit_root"",-1.59128453384711,,-2.62,-1.95,-1.61,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 882: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""first_difference"",""Phillips-Perron"",""none"",33,""unit_root"",,,,,,,,,""ur.pp does not support deterministic_spec: none"",FALSE,FALSE,""not_tested"",""unsupported deterministic specification; excluded from audit evidence""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 883: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""first_difference"",""KPSS"",""none"",33,""stationarity"",,,,,,,,,""ur.kpss does not support deterministic_spec: none"",FALSE,FALSE,""not_tested"",""unsupported deterministic specification; excluded from audit evidence""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 884: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""first_difference"",""DF-GLS_ERS"",""none"",33,""unit_root"",,,,,,,,,""ur.ers does not support deterministic_spec: none"",FALSE,FALSE,""not_tested"",""unsupported deterministic specification; excluded from audit evidence""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 885: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""level"",""Zivot-Andrews"",""break_both"",34,""unit_root"",-7.35135073259359,,-5.57,-5.08,-4.82,TRUE,TRUE,TRUE,"""",FALSE,FALSE,""reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 886: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""level"",""ADF"",""drift"",34,""unit_root"",-1.7678823274451,,-3.58,-2.93,-2.6,FALSE,FALSE,FALSE,"""",TRUE,TRUE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 887: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""level"",""Phillips-Perron"",""drift"",34,""unit_root"",-2.04629606712126,,-3.64214738292011,-2.95274646464646,-2.6147896235078,FALSE,FALSE,FALSE,"""",TRUE,TRUE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 888: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""level"",""KPSS"",""drift"",34,""stationarity"",0.333561449440843,,0.739,0.463,0.347,FALSE,FALSE,FALSE,"""",TRUE,TRUE,""fail_to_reject_stationarity_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 889: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""level"",""DF-GLS_ERS"",""drift"",34,""unit_root"",-1.3348565516701,,-2.63,-1.95,-1.62,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 890: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""level"",""ADF"",""drift_trend"",34,""unit_root"",-1.67769194103094,,-4.15,-3.5,-3.18,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 891: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""level"",""Phillips-Perron"",""drift_trend"",34,""unit_root"",-1.69634646764836,,-4.26048411386593,-3.55136675849403,-3.20813324150597,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 892: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""level"",""KPSS"",""drift_trend"",34,""stationarity"",0.185851680966461,,0.216,0.146,0.119,TRUE,TRUE,FALSE,"""",FALSE,FALSE,""reject_stationarity_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 893: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""level"",""DF-GLS_ERS"",""drift_trend"",34,""unit_root"",-1.72433931466438,,-3.77,-3.19,-2.89,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 894: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""first_difference"",""ADF"",""drift"",33,""unit_root"",-3.75579767826047,,-3.58,-2.93,-2.6,TRUE,TRUE,TRUE,"""",TRUE,TRUE,""reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 895: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""first_difference"",""Phillips-Perron"",""drift"",33,""unit_root"",-4.60709480930332,,-3.649533203125,-2.9558265625,-2.6164125,TRUE,TRUE,TRUE,"""",TRUE,TRUE,""reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 896: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""first_difference"",""KPSS"",""drift"",33,""stationarity"",0.179477773400513,,0.739,0.463,0.347,FALSE,FALSE,FALSE,"""",TRUE,TRUE,""fail_to_reject_stationarity_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 897: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""first_difference"",""DF-GLS_ERS"",""drift"",33,""unit_root"",-2.23194782741489,,-2.63,-1.95,-1.62,TRUE,TRUE,FALSE,"""",FALSE,FALSE,""reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 898: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""first_difference"",""ADF"",""none"",33,""unit_root"",-3.79914348022009,,-2.62,-1.95,-1.61,TRUE,TRUE,TRUE,"""",FALSE,FALSE,""reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 899: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""first_difference"",""Phillips-Perron"",""none"",33,""unit_root"",,,,,,,,,""ur.pp does not support deterministic_spec: none"",FALSE,FALSE,""not_tested"",""unsupported deterministic specification; excluded from audit evidence""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
