"current_path","match_type","matched_text","proposed_action","immutable_release_status","label_status"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 900: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""first_difference"",""KPSS"",""none"",33,""stationarity"",,,,,,,,,""ur.kpss does not support deterministic_spec: none"",FALSE,FALSE,""not_tested"",""unsupported deterministic specification; excluded from audit evidence""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 901: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""first_difference"",""DF-GLS_ERS"",""none"",33,""unit_root"",,,,,,,,,""ur.ers does not support deterministic_spec: none"",FALSE,FALSE,""not_tested"",""unsupported deterministic specification; excluded from audit evidence""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 902: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_m_ME_NRC_t"",""pre_1974_alt_1940_1973"",""level"",""Zivot-Andrews"",""break_both"",34,""unit_root"",-5.47228803668462,,-5.57,-5.08,-4.82,TRUE,TRUE,FALSE,"""",FALSE,FALSE,""reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 903: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""pK_relative_ME_NRC"",""pre_1974_alt_1940_1973"",""level"",""ADF"",""drift"",34,""unit_root"",-2.32194150857188,,-3.58,-2.93,-2.6,FALSE,FALSE,FALSE,"""",TRUE,TRUE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 904: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""pK_relative_ME_NRC"",""pre_1974_alt_1940_1973"",""level"",""Phillips-Perron"",""drift"",34,""unit_root"",-2.18861083905781,,-3.64214738292011,-2.95274646464646,-2.6147896235078,FALSE,FALSE,FALSE,"""",TRUE,TRUE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 905: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""pK_relative_ME_NRC"",""pre_1974_alt_1940_1973"",""level"",""KPSS"",""drift"",34,""stationarity"",0.408874706730388,,0.739,0.463,0.347,TRUE,FALSE,FALSE,"""",TRUE,TRUE,""fail_to_reject_stationarity_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 906: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""pK_relative_ME_NRC"",""pre_1974_alt_1940_1973"",""level"",""DF-GLS_ERS"",""drift"",34,""unit_root"",-0.531851322730658,,-2.63,-1.95,-1.62,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 907: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""pK_relative_ME_NRC"",""pre_1974_alt_1940_1973"",""level"",""ADF"",""drift_trend"",34,""unit_root"",-2.58389222693162,,-4.15,-3.5,-3.18,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 908: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""pK_relative_ME_NRC"",""pre_1974_alt_1940_1973"",""level"",""Phillips-Perron"",""drift_trend"",34,""unit_root"",-2.23994438780143,,-4.26048411386593,-3.55136675849403,-3.20813324150597,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 909: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""pK_relative_ME_NRC"",""pre_1974_alt_1940_1973"",""level"",""KPSS"",""drift_trend"",34,""stationarity"",0.136313893447658,,0.216,0.146,0.119,TRUE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_stationarity_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 910: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""pK_relative_ME_NRC"",""pre_1974_alt_1940_1973"",""level"",""DF-GLS_ERS"",""drift_trend"",34,""unit_root"",-1.87670961087576,,-3.77,-3.19,-2.89,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 911: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""pK_relative_ME_NRC"",""pre_1974_alt_1940_1973"",""first_difference"",""ADF"",""drift"",33,""unit_root"",-4.52168228251863,,-3.58,-2.93,-2.6,TRUE,TRUE,TRUE,"""",TRUE,TRUE,""reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 912: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""pK_relative_ME_NRC"",""pre_1974_alt_1940_1973"",""first_difference"",""Phillips-Perron"",""drift"",33,""unit_root"",-3.6172157777013,,-3.649533203125,-2.9558265625,-2.6164125,TRUE,TRUE,FALSE,"""",TRUE,TRUE,""reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 913: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""pK_relative_ME_NRC"",""pre_1974_alt_1940_1973"",""first_difference"",""KPSS"",""drift"",33,""stationarity"",0.18933223076742,,0.739,0.463,0.347,FALSE,FALSE,FALSE,"""",TRUE,TRUE,""fail_to_reject_stationarity_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 914: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""pK_relative_ME_NRC"",""pre_1974_alt_1940_1973"",""first_difference"",""DF-GLS_ERS"",""drift"",33,""unit_root"",-1.31240039437298,,-2.63,-1.95,-1.62,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 915: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""pK_relative_ME_NRC"",""pre_1974_alt_1940_1973"",""first_difference"",""ADF"",""none"",33,""unit_root"",-4.25958555602478,,-2.62,-1.95,-1.61,TRUE,TRUE,TRUE,"""",FALSE,FALSE,""reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 916: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""pK_relative_ME_NRC"",""pre_1974_alt_1940_1973"",""first_difference"",""Phillips-Perron"",""none"",33,""unit_root"",,,,,,,,,""ur.pp does not support deterministic_spec: none"",FALSE,FALSE,""not_tested"",""unsupported deterministic specification; excluded from audit evidence""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 917: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""pK_relative_ME_NRC"",""pre_1974_alt_1940_1973"",""first_difference"",""KPSS"",""none"",33,""stationarity"",,,,,,,,,""ur.kpss does not support deterministic_spec: none"",FALSE,FALSE,""not_tested"",""unsupported deterministic specification; excluded from audit evidence""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 918: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""pK_relative_ME_NRC"",""pre_1974_alt_1940_1973"",""first_difference"",""DF-GLS_ERS"",""none"",33,""unit_root"",,,,,,,,,""ur.ers does not support deterministic_spec: none"",FALSE,FALSE,""not_tested"",""unsupported deterministic specification; excluded from audit evidence""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 919: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""pK_relative_ME_NRC"",""pre_1974_alt_1940_1973"",""level"",""Zivot-Andrews"",""break_both"",34,""unit_root"",-2.50664882023008,,-5.57,-5.08,-4.82,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 920: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""y_t"",""pre_1974_alt_1947_1974"",""level"",""ADF"",""drift_trend"",28,""unit_root"",-2.19240299261331,,-4.15,-3.5,-3.18,FALSE,FALSE,FALSE,"""",TRUE,TRUE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 921: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""y_t"",""pre_1974_alt_1947_1974"",""level"",""Phillips-Perron"",""drift_trend"",28,""unit_root"",-2.96781510346504,,-4.33824581618656,-3.58665075445816,-3.22785336076818,FALSE,FALSE,FALSE,"""",TRUE,TRUE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 922: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""y_t"",""pre_1974_alt_1947_1974"",""level"",""KPSS"",""drift_trend"",28,""stationarity"",0.074022326323323,,0.216,0.146,0.119,FALSE,FALSE,FALSE,"""",TRUE,TRUE,""fail_to_reject_stationarity_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 923: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""y_t"",""pre_1974_alt_1947_1974"",""level"",""DF-GLS_ERS"",""drift_trend"",28,""unit_root"",-2.66615109178299,,-3.77,-3.19,-2.89,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 924: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""y_t"",""pre_1974_alt_1947_1974"",""level"",""ADF"",""drift"",28,""unit_root"",-0.572714108176013,,-3.58,-2.93,-2.6,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 925: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""y_t"",""pre_1974_alt_1947_1974"",""level"",""Phillips-Perron"",""drift"",28,""unit_root"",-1.00907229757182,,-3.69580864197531,-2.97497517146776,-2.62650466392318,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 926: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""y_t"",""pre_1974_alt_1947_1974"",""level"",""KPSS"",""drift"",28,""stationarity"",1.02529516237557,,0.739,0.463,0.347,TRUE,TRUE,TRUE,"""",FALSE,FALSE,""reject_stationarity_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 927: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""y_t"",""pre_1974_alt_1947_1974"",""level"",""DF-GLS_ERS"",""drift"",28,""unit_root"",0.338834944881946,,-2.65,-1.95,-1.62,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 928: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""y_t"",""pre_1974_alt_1947_1974"",""first_difference"",""ADF"",""drift"",27,""unit_root"",-4.50926001852463,,-3.58,-2.93,-2.6,TRUE,TRUE,TRUE,"""",TRUE,TRUE,""reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 929: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""y_t"",""pre_1974_alt_1947_1974"",""first_difference"",""Phillips-Perron"",""drift"",27,""unit_root"",-6.91518018653781,,-3.7075,-2.97977455621302,-2.6290349112426,TRUE,TRUE,TRUE,"""",TRUE,TRUE,""reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 930: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""y_t"",""pre_1974_alt_1947_1974"",""first_difference"",""KPSS"",""drift"",27,""stationarity"",0.116613930279669,,0.739,0.463,0.347,FALSE,FALSE,FALSE,"""",TRUE,TRUE,""fail_to_reject_stationarity_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 931: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""y_t"",""pre_1974_alt_1947_1974"",""first_difference"",""DF-GLS_ERS"",""drift"",27,""unit_root"",-1.39533613638815,,-2.65,-1.95,-1.62,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 932: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""y_t"",""pre_1974_alt_1947_1974"",""first_difference"",""ADF"",""none"",27,""unit_root"",-1.73836640148003,,-2.62,-1.95,-1.61,TRUE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 933: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""y_t"",""pre_1974_alt_1947_1974"",""first_difference"",""Phillips-Perron"",""none"",27,""unit_root"",,,,,,,,,""ur.pp does not support deterministic_spec: none"",FALSE,FALSE,""not_tested"",""unsupported deterministic specification; excluded from audit evidence""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 934: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""y_t"",""pre_1974_alt_1947_1974"",""first_difference"",""KPSS"",""none"",27,""stationarity"",,,,,,,,,""ur.kpss does not support deterministic_spec: none"",FALSE,FALSE,""not_tested"",""unsupported deterministic specification; excluded from audit evidence""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 935: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""y_t"",""pre_1974_alt_1947_1974"",""first_difference"",""DF-GLS_ERS"",""none"",27,""unit_root"",,,,,,,,,""ur.ers does not support deterministic_spec: none"",FALSE,FALSE,""not_tested"",""unsupported deterministic specification; excluded from audit evidence""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 936: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""y_t"",""pre_1974_alt_1947_1974"",""level"",""Zivot-Andrews"",""break_both"",28,""unit_root"",-3.76136427669802,,-5.57,-5.08,-4.82,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 937: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_t"",""pre_1974_alt_1947_1974"",""level"",""ADF"",""drift_trend"",28,""unit_root"",-2.36391747001403,,-4.15,-3.5,-3.18,FALSE,FALSE,FALSE,"""",TRUE,TRUE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 938: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_t"",""pre_1974_alt_1947_1974"",""level"",""Phillips-Perron"",""drift_trend"",28,""unit_root"",-2.07505101212215,,-4.33824581618656,-3.58665075445816,-3.22785336076818,FALSE,FALSE,FALSE,"""",TRUE,TRUE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 939: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_t"",""pre_1974_alt_1947_1974"",""level"",""KPSS"",""drift_trend"",28,""stationarity"",0.102290853835697,,0.216,0.146,0.119,FALSE,FALSE,FALSE,"""",TRUE,TRUE,""fail_to_reject_stationarity_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 940: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_t"",""pre_1974_alt_1947_1974"",""level"",""DF-GLS_ERS"",""drift_trend"",28,""unit_root"",-2.832737899388,,-3.77,-3.19,-2.89,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 941: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_t"",""pre_1974_alt_1947_1974"",""level"",""ADF"",""drift"",28,""unit_root"",-0.0727075394110818,,-3.58,-2.93,-2.6,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 942: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_t"",""pre_1974_alt_1947_1974"",""level"",""Phillips-Perron"",""drift"",28,""unit_root"",-0.859622890233295,,-3.69580864197531,-2.97497517146776,-2.62650466392318,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 943: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_t"",""pre_1974_alt_1947_1974"",""level"",""KPSS"",""drift"",28,""stationarity"",1.03058842960682,,0.739,0.463,0.347,TRUE,TRUE,TRUE,"""",FALSE,FALSE,""reject_stationarity_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 944: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_t"",""pre_1974_alt_1947_1974"",""level"",""DF-GLS_ERS"",""drift"",28,""unit_root"",-0.344078335223712,,-2.65,-1.95,-1.62,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 945: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_t"",""pre_1974_alt_1947_1974"",""first_difference"",""ADF"",""drift"",27,""unit_root"",-2.42510929929538,,-3.58,-2.93,-2.6,FALSE,FALSE,FALSE,"""",TRUE,TRUE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 946: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_t"",""pre_1974_alt_1947_1974"",""first_difference"",""Phillips-Perron"",""drift"",27,""unit_root"",-3.08743016175442,,-3.7075,-2.97977455621302,-2.6290349112426,TRUE,TRUE,FALSE,"""",TRUE,TRUE,""reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 947: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_t"",""pre_1974_alt_1947_1974"",""first_difference"",""KPSS"",""drift"",27,""stationarity"",0.13150905164364,,0.739,0.463,0.347,FALSE,FALSE,FALSE,"""",TRUE,TRUE,""fail_to_reject_stationarity_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","content","line 948: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""k_t"",""pre_1974_alt_1947_1974"",""first_difference"",""DF-GLS_ERS"",""drift"",27,""unit_root"",-1.31972691967865,,-2.65,-1.95,-1.62,FALSE,FALSE,FALSE,"""",FALSE,FALSE,""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
