"year","d01_K_core_ME_NRC_gross_surviving_2017_dollars_millions","d01_core_stock_index_1947_100","chapter2_frozen_G_TOT_GPIM_2017_value","chapter2_frozen_G_TOT_GPIM_2017_index_1947_100","shaikh_asset_ME_NRC_gross_real_value","shaikh_asset_ME_NRC_gross_real_index_1947_100","shaikh_aggregate_weibull_KGR_NF_corp_value","shaikh_aggregate_weibull_KGR_NF_corp_index_1947_100","shaikh_canonical_KGCcorp_real_value","shaikh_canonical_KGCcorp_real_index_1947_100","comparison_scope_note"
2009,34959354.7986425,51.0986528224387,24796841.8217936,45.9513310009578,14266947.0208824,472.680002904761,23628246.335944,1282.49379623704,19442709.3067624,1332.09653711698,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
2010,34379572.6268527,50.2512090386627,24236707.7221194,44.9133396468963,14342317.4113671,475.17710872152,23980577.7449419,1301.61763809287,19675467.5480785,1348.04372031818,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
2011,33883038.7307468,49.5254458397185,23740208.4347794,43.9932707422244,14431564.6540774,478.13397026182,24413272.2892139,1325.10342966642,19970938.664358,1368.28760940812,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
2012,33498575.0300694,48.9634910417281,23322950.0031979,43.2200440369716,14598197.8014952,483.654713872222,24946986.8332209,1354.07238410843,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
2013,33098064.5515764,48.3780813277863,22891290.1034007,42.4201297947478,14764413.4597933,489.161625598477,25468165.1510585,1382.36089735044,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
2014,32800065.7545259,47.9425087275569,22614591.3826692,41.9073760095985,14995033.3515195,496.802322022981,26100532.2213233,1416.68451295138,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
2015,32480250.0190832,47.4750472046922,22263145.5464752,41.2561074301592,15202183.5290268,503.665440415623,26728233.7179691,1450.7548905787,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
2016,32087336.5501626,46.9007417275668,21862821.0522158,40.5142612113663,15360944.9897351,508.925386190912,27327013.2036386,1483.25543948812,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
2017,31714467.308938,46.3557340746726,21597572.8334372,40.0227264914973,15530843.4715835,514.554314003995,27957166.4161366,1517.45889133203,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
2018,31385486.0549804,45.8748756899028,21396808.2298813,39.6506871480369,15719506.6321934,520.804936731799,28677183.62526,1556.53998058239,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
2019,31012117.5295888,45.3291382538517,21152932.5245726,39.198758094399,15921900.1529479,527.51046173572,29360872.8860032,1593.64926169409,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
2020,30492572.5024555,44.5697406299534,20731781.5349533,38.4183180422158,16063123.1629166,532.189338909969,29923604.2813703,1624.19319259972,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
2021,29950421.3498069,43.7773005610208,20233341.3618141,37.4946524583202,16142171.4749878,534.80829840598,30471045.5729913,1653.9072073567,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
2022,29442599.5010207,43.0350382253388,19808110.3079466,36.706651589154,16254283.2310814,538.522686993701,31072033.928011,1686.5276492619,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
2023,29017948.6111052,42.4143434636787,19524365.171703,36.1808400051972,16476755.895275,545.893456605682,31818336.3646575,1727.03544791557,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
2024,28603717.6703995,41.8088791137402,19322142.6372907,35.8060989522271,16697850.383108,553.218565684601,32596821.3334506,1769.29004983337,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
