"run_id","candidate_model_id","model_family","window_id","grid_id","diagnostic_name","diagnostic_value","diagnostic_status","review_flag","notes"
"D12F_R_RUN_014","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1947_1973_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1947_1973","LL00","effective sample size","26","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_014","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1947_1973_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1947_1973","LL00","design rank","9","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_014","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1947_1973_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1947_1973","LL00","df residual","17","CONTROLLED_PRELIMINARY","WARN","D12F-R diagnostic only"
"D12F_R_RUN_014","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1947_1973_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1947_1973","LL00","missingness count","0","CONTROLLED_PRELIMINARY","PASS","Effective sample uses complete cases"
"D12F_R_RUN_014","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1947_1973_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1947_1973","LL00","lead/lag sample loss","0","CONTROLLED_PRELIMINARY","PASS","Mechanical trimming only"
"D12F_R_RUN_014","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1947_1973_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1947_1973","LL00","residual summary statistics","min=-0.0614022361577594; q1=-0.00987596774082574; median=0.00244988289051816; mean=7.00333356427911e-19; q3=0.0122758877648537; max=0.0294334911202205; sd=0.0193500786544817","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_014","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1947_1973_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1947_1973","LL00","condition number warning","WARN_HIGH_CONDITION_NUMBER_384299.08","CONTROLLED_PRELIMINARY","WARN","Requires D12G review if WARN"
"D12F_R_RUN_015","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL00","effective sample size","42","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_015","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL00","design rank","9","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_015","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL00","df residual","33","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_015","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL00","missingness count","0","CONTROLLED_PRELIMINARY","PASS","Effective sample uses complete cases"
"D12F_R_RUN_015","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL00","lead/lag sample loss","0","CONTROLLED_PRELIMINARY","PASS","Mechanical trimming only"
"D12F_R_RUN_015","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL00","residual summary statistics","min=-0.191202797669719; q1=-0.0324807687934235; median=0.00916588530370395; mean=-9.33349638069739e-20; q3=0.0407908703111923; max=0.124571139766579; sd=0.0661873964638875","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_015","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL00","condition number warning","PASS_CONDITION_NUMBER_88959.73","CONTROLLED_PRELIMINARY","PASS","Requires D12G review if WARN"
"D12F_R_RUN_016","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL11","effective sample size","40","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_016","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL11","design rank","15","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_016","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL11","df residual","25","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_016","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL11","missingness count","0","CONTROLLED_PRELIMINARY","PASS","Effective sample uses complete cases"
"D12F_R_RUN_016","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL11","lead/lag sample loss","2","CONTROLLED_PRELIMINARY","PASS","Mechanical trimming only"
"D12F_R_RUN_016","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL11","residual summary statistics","min=-0.155151410621132; q1=-0.0214414272195624; median=0.00370459984934299; mean=-2.06930149014226e-19; q3=0.0283191420104391; max=0.0927156943761221; sd=0.0480248733977613","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_016","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL11","condition number warning","WARN_HIGH_CONDITION_NUMBER_146287.34","CONTROLLED_PRELIMINARY","WARN","Requires D12G review if WARN"
"D12F_R_RUN_017","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL22","effective sample size","38","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_017","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL22","design rank","21","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_017","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL22","df residual","17","CONTROLLED_PRELIMINARY","WARN","D12F-R diagnostic only"
"D12F_R_RUN_017","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL22","missingness count","0","CONTROLLED_PRELIMINARY","PASS","Effective sample uses complete cases"
"D12F_R_RUN_017","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL22","lead/lag sample loss","4","CONTROLLED_PRELIMINARY","PASS","Mechanical trimming only"
"D12F_R_RUN_017","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL22","residual summary statistics","min=-0.0937158900916473; q1=-0.0168094197265851; median=-0.00631138100623764; mean=-2.05784425501361e-19; q3=0.0220793661300249; max=0.092730719748599; sd=0.0374205615204471","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_017","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_FULL_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_full","LL22","condition number warning","WARN_HIGH_CONDITION_NUMBER_260277.37","CONTROLLED_PRELIMINARY","WARN","Requires D12G review if WARN"
