"year","asset_block","sfc_implicit_price_index_2017_100","faat402_quantity_index","bea_qadj_implied_price_index_2017_100","nfc_output_price_index_2017_100","sfc_vs_bea_qadj_percent_gap","sfc_vs_output_price_percent_gap","faat402_role","output_price_role"
1963,"NRC",1.48378833799085,34.507,8.6674836986078,22.2879837967468,-82.8809791908904,-93.3426533708831,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1964,"NRC",1.5590223333365,35.343,8.85264291367439,22.4730509942696,-82.3891876297379,-93.0627028179928,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1965,"NRC",1.64796160452499,36.471,9.08761009033454,22.7916616191173,-81.8658416443534,-92.7694538815779,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1966,"NRC",1.74833611571348,37.786,9.35761694050262,23.3071246460874,-81.3164385032032,-92.4987052574631,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1967,"NRC",1.8689325596406,39.055,9.695074295052,23.848497314675,-80.722865005847,-92.1633110255103,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1968,"NRC",2.04700618977567,40.331,10.2484604755883,24.7037999188698,-80.0262078909158,-91.7138003202006,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1969,"NRC",2.24204918464737,41.697,10.8719210157347,25.7845667774371,-79.3776170613961,-91.3046854577782,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1970,"NRC",2.47001319198495,43.033,11.5986655656262,26.8679129894018,-78.7043330285764,-90.8068289749217,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1971,"NRC",2.75638895179917,44.249,12.5194222526047,27.8886631875981,-77.9830978124754,-90.1164536526623,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1972,"NRC",3.00648467929145,45.521,13.2162070951166,28.7727871410475,-77.2515317166727,-89.5509438673657,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1973,"NRC",3.42050012359035,46.916,14.5996061842026,30.3967472976184,-76.5712850029374,-88.7471508378847,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1974,"NRC",4.19365055990375,48.282,17.3788270743069,33.3192168354291,-75.8691967992264,-87.4137180936241,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1975,"NRC",4.57968374607208,49.309,18.4611365458224,36.564601274966,-75.1928396461137,-87.475089057767,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1976,"NRC",5.05604509302659,50.325,19.7657150690546,38.1759508658635,-74.4201255792542,-86.7559419520637,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1977,"NRC",5.63434180574433,51.371,21.294019445922,40.1963854813893,-73.5402617619787,-85.9829640444836,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1978,"NRC",6.41284134146282,52.797,23.4298243076747,42.9101816703935,-72.6295799010229,-85.0551988087073,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1979,"NRC",7.38829705529856,54.469,26.0598258395124,46.5000841622648,-71.6487090098036,-84.1112178861512,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1980,"NRC",8.40126051889065,56.307,28.6253068978428,50.1426389511658,-70.6509329354168,-83.2452764860009,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1981,"NRC",9.58203662796191,58.216,31.6263379098092,54.4801467041507,-69.7023517067085,-82.4118744026218,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1982,"NRC",10.1527886325211,59.894,32.5252500168967,57.0049067846147,-68.7849021076034,-82.1896233057937,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1983,"NRC",10.4332649505633,61.133,32.409294721445,58.1485792256125,-67.8078000763784,-82.0575754566883,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1984,"NRC",11.0666353646514,62.815,33.2685642221212,59.246578350406,-66.7354584623374,-81.3210557085688,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1985,"NRC",11.5525129198162,64.67,33.6738911144457,60.1674361670248,-65.6929670510805,-80.7993930674619,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1986,"NRC",11.9718615385912,65.94,33.8581325512939,60.544929840148,-64.641104997583,-80.2264837531408,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1987,"NRC",12.7400419937449,67.12,34.8324034619523,61.6153140025412,-63.4247403924884,-79.3232539669935,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1988,"NRC",13.7683840815737,68.228,36.4045354881531,63.2290995175162,-62.1794814933039,-78.2246083106727,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1989,"NRC",14.7252798187235,69.344,37.7645866883015,65.1453566499875,-61.0077029565771,-77.3962710836947,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1990,"NRC",15.5876760737109,70.933,38.7782278513071,66.9767472414208,-59.8030210831683,-76.7267347016355,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1991,"NRC",16.0289282458385,72.073,38.7019570143431,68.7113619970468,-58.5836751358642,-76.6720848197895,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1992,"NRC",16.860538402867,72.938,39.5057651028249,69.1332931616639,-57.3213216881569,-75.6115503373466,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1993,"NRC",18.0449263421801,73.869,40.982052658887,70.0270069439918,-55.9687102733078,-74.2314756410871,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1994,"NRC",19.3498153622377,74.694,42.6359138820836,71.020647035344,-54.6161590068113,-72.7546619610378,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1995,"NRC",20.6668290519974,75.951,44.0778089195318,71.9202021994151,-53.1128484863513,-71.2642228192102,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1996,"NRC",21.9950100521627,77.416,45.2992448214706,72.522827352412,-51.4450844846366,-69.6716043001443,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1997,"NRC",23.7098244033038,78.95,47.090996219131,72.8995575119067,-49.6510451956174,-67.4760379726156,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1998,"NRC",25.3451366943182,80.643,48.5976740698026,73.1168552638486,-47.847017003501,-65.3361231102486,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
1999,"NRC",26.9863558333319,82.274,49.9612398641515,73.7944346804504,-45.9854160811263,-63.4303644303395,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
2000,"NRC",29.2148822939041,84.263,52.1580759525311,75.0767451317777,-43.9878067578787,-61.0866424182016,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
2001,"NRC",31.6160338317632,86.011,54.5905883696626,76.3535085523944,-42.0851931148391,-58.5925592272318,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
2002,"NRC",34.0416198197775,86.86,56.8321649212449,76.5907687937524,-40.1014902969989,-55.5538867726389,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
2003,"NRC",36.4425198466878,87.571,58.7823214694003,77.4565840709758,-38.0042860919362,-52.9510366564908,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
2004,"NRC",41.7609934464672,88.185,65.0327199677444,78.9527909591575,-35.7846427657027,-47.1063746586611,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
2005,"NRC",48.1040468501846,88.773,72.5218046110311,81.6233712792512,-33.6695396533643,-41.065841686923,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
2006,"NRC",53.7355237780484,89.776,78.4333197218938,83.91778185401,-31.4889080704706,-35.9664631370608,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
2007,"NRC",57.7869575820396,91.251,81.7347218538207,85.7490754703761,-29.2993769705495,-32.6092354173504,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
2008,"NRC",63.1640737681047,92.921,86.6172845388397,87.5086386636431,-27.0768252498362,-27.819613317391,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
2009,"NRC",61.7118242962689,93.652,81.9502124375346,88.7351298078863,-24.6959556775916,-30.4538975376759,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
2010,"NRC",65.8692412984885,93.924,84.4372970006989,89.75774662321,-21.990348296034,-26.6144218448375,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
2011,"NRC",71.6081402046303,94.395,88.4895687482474,91.8681579860306,-19.0773090912498,-22.0533623679285,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
2012,"NRC",75.7779713770791,95.261,90.3351703011907,93.7832090937156,-16.1146526602825,-19.1987861053509,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
2013,"NRC",81.0223679097379,96.185,93.0488517308037,95.0612816965969,-12.9249137387092,-14.7682774062172,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
2014,"NRC",87.0863394157215,97.492,96.7176581747316,96.6797903860191,-9.95818027521932,-9.92291246391135,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
2015,"NRC",90.0287262097741,98.495,96.5737069574684,97.5522579281645,-6.77718703557348,-7.71230915426941,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
2016,"NRC",94.6711427339579,99.305,97.8324021474439,98.2351929695706,-3.23130102511607,-3.62807882579997,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
2017,"NRC",100,100,100,100,0,0,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
2018,"NRC",106.205105210977,101.243,102.589385687972,101.987974503904,3.52445771924432,4.13492936553137,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
2019,"NRC",114.008560580414,102.503,106.375065697839,103.779603647263,7.17601895942244,9.85642320230675,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
2020,"NRC",117.179340663453,103.244,105.598741951935,105.202094930837,10.9666067014219,11.3849878564592,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
2021,"NRC",137.656471672191,103.894,119.162171438848,110.302899069124,15.5202779624013,24.7985980730434,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
2022,"NRC",161.686311530273,104.897,134.653912016519,118.453404583424,20.07546539787,36.4978170943168,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
2023,"NRC",168.37439158538,106.675,135.269458357221,122.623002567546,24.4733243040974,37.310608988417,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
2024,"NRC",174.747971167112,108.393,135.503993389296,125.159593432685,28.9614916846544,39.6201173033512,"FAAt402_VALIDATION_ONLY","OUTPUT_UNIT_TRANSLATION_ROBUSTNESS_ONLY"
