year,Y_real,X_real,M_real,NX_real,I_ME_real,I_NRC_real,INV_real,I_real,G_real,C_real,P_Y,P_C,P_G,P_K_fbkf,P_X,P_M,P_K,Kn_ME,Kn_NRC,Kn_cc_ME,Kn_cc_NRC,Kn_cc,P_K_rel,Y_nom,period,in_investment_window
1959,8946686.907058401,956690.7570569782,904427.2186796457,52263.5383773325,257997.31696066033,956229.0,15402.695534372702,1229629.012495033,1665353.0306718291,5999441.325514207,3.987382156705669e-05,3.383044965339636e-05,2.357261565662822e-05,3.9083807720865193e-05,6.029095476974156e-05,5.3002528144657516e-05,3.9620971481525125e-05,12270402.223186186,27019964.70423012,4.861652565517023,10.70557250978117,15.567225075298193,0.9936587446200424,3.56738597348369,fordist,True
1960,9688926.504720557,951180.4961334041,1217845.9497959046,-266665.4536625005,313580.96729950694,1259369.0,19953.174378365045,1592903.141677872,1777292.40110366,6585396.415601525,4.4019324513629476e-05,3.836791057963322e-05,2.474362435003467e-05,3.973425811330928e-05,6.1003692177933065e-05,4.9624104388425046e-05,4.028036159605113e-05,12950191.296492476,28082983.990204223,5.216383881607511,11.31192749821541,16.52831137982292,0.9150608747660208,4.265,fordist,True
1961,10152296.43718576,1010486.138369755,1448198.9616012543,-437712.8232314993,397303.11442934774,1195868.0,20209.683538350975,1613380.7979676987,1765723.3629770344,7210905.099472526,4.732380521103672e-05,4.068077888868719e-05,2.8506396184919955e-05,4.5820969398314834e-05,5.695014191154474e-05,4.8783281761958705e-05,4.617743030800952e-05,13864198.235728389,29063636.724415373,6.402130478067762,13.420840593389972,19.822971071457733,0.975775935643488,4.80445299038081,fordist,True
1962,10633376.753748316,1054516.324016511,1277257.9262808259,-222741.6022643149,361904.58459850925,1426754.0,22689.479884173255,1811348.0644826824,1860851.855301441,7183918.436228508,5.3442856200943844e-05,4.578330448041944e-05,3.369730117144014e-05,4.871129006944757e-05,6.491383398949864e-05,5.108260863918927e-05,4.8801595477213534e-05,14656733.31188608,30259727.133626707,7.152719701040646,14.767229628261127,21.919949329301772,0.9131547029170881,5.682780247810303,fordist,True
1963,11306060.64095473,1061466.4016463386,1201729.335228026,-140262.93358168728,302885.753904942,1749825.0,26039.032691757195,2078749.7865966992,1855358.7182119766,7512215.069727741,7.719854128924752e-05,6.739637183237742e-05,4.490948358968319e-05,6.941469728897741e-05,0.00010170211690285304,8.754442098996797e-05,6.913425126411502e-05,15227201.784688788,32049055.63977562,10.527211942320553,22.1568746537785,32.68408659609906,0.8955383108222574,8.728113892094798,fordist,True
1964,11557630.950735234,1191441.8793989513,1263576.2182765342,-72134.33887758292,339476.494051527,1596262.0,24555.21696537803,1960293.711016905,1925071.289165166,7744400.289430746,0.00011488597471639151,0.00010180085516533017,6.522271554816851e-05,0.00010716505909723461,0.00014070858862125625,0.00010741666097444165,0.0001061025643919,15870842.068814576,33683353.99679623,16.839370425600737,35.73890236380234,52.57827278940307,0.9235467136334586,13.27809697187552,fordist,True
1965,11651050.637611322,1231609.1982200935,1283471.1189187055,-51861.920698612,292369.8038919817,1526405.0,23071.50994722196,1841846.3138392037,2107463.5551581415,7753602.689312588,0.000160164116709004,0.00013599693757087463,9.393233834590756e-05,0.00015534283999512317,0.0002156161074337501,0.00014705441623813319,0.0001528953734864,16286933.464280952,35123303.68577981,24.901967749693828,53.701906351135534,78.60387410082936,0.9546169056342981,18.660802341048953,fordist,True
1966,12950278.200823154,1293972.1149192594,1649240.5779394894,-355268.46302022994,374517.24994306325,1502754.0,23813.548672443256,1901084.7986155066,2329421.333541879,9075040.531685999,0.0002063730238640322,0.00016921388128912036,0.00012739815269717793,0.00020923823633449615,0.0003202850305301244,0.00016354405840659022,0.000204721633273,16946582.86887736,36346800.10134277,34.69332123312815,74.40976280994133,109.10308404306949,0.9919980307497931,26.72588072184333,fordist,True
1967,13370718.576514369,1269896.106950456,1514470.433940269,-244574.326989813,392800.3952703527,1524602.0,24322.6200080649,1941725.0152784176,2368926.5514860377,9304641.336739726,0.00026027330550749104,0.00021274188056203522,0.0001622402436715704,0.0002685591272418279,0.0003939735659350145,0.00022478517024170016,0.0002612086885226,17624608.12969785,37666682.55218094,46.03700775283131,98.38864750452284,144.42565525735415,1.0035938492166345,34.8004112091981,fordist,True
1968,13849416.79463108,1296522.4669401261,1655307.5609911259,-358785.09405099973,453511.93419818196,1645258.0,26623.302296780515,2125393.2364949626,2473819.4493815796,9608989.202805538,0.0003491899057509347,0.00028564011414834955,0.00021393606341177637,0.00035489312639254807,0.0005206498589174782,0.000289096748453703,0.0003431405533353,18482185.68166382,38997122.23445569,63.41987421651882,133.81494102015458,197.2348152366734,0.9826760386941154,48.360765452226396,fordist,True
1969,14364726.830165416,1428363.3005913943,1932609.3144010664,-504246.0138096721,439353.3054571149,1765306.0,27966.52943907329,2232625.834896188,2645653.5152926138,9990693.493786287,0.000489771006681864,0.0003916949948970217,0.00029153965702771007,0.00047916806234263667,0.0008598233404169328,0.0003962160521246511,0.000460556518367,19260708.756741274,40414728.78502079,88.7064496628555,186.1326677997575,274.839117462613,0.9403507191804015,70.35426720320098,fordist,True
1970,14660107.037449896,1259008.0346374845,1882748.6799049377,-623740.6452674533,463040.939347318,1883912.0,29771.551689601038,2376724.491036919,2801754.437266157,10105368.754414273,0.0006904158550181506,0.0005549116744684351,0.00045505441232567977,0.0006835760235075472,0.0010765672548811117,0.0005574680972520151,0.0006531229740354,20090795.721397035,42109640.59084133,131.2176025229652,275.0277369825209,406.2453395054861,0.9459849006773313,101.21570334918577,fordist,True
1971,15972953.989602089,1416342.167334876,1828785.0449661117,-412442.87763123563,413042.03750658507,1879489.0,29081.199345276225,2321612.2368518612,3149878.8393828324,10913905.79099863,0.000819864749750349,0.0006431379816055165,0.0006242990443547239,0.0008837429033077323,0.0010379449335667591,0.0005699207933748875,0.0008393614398309,20693892.981235795,43584331.0040252,173.6965580843663,365.8300682560512,539.5266263404176,1.0237803736366122,130.95661925458955,fordist,True
1972,15779175.459507676,1260235.6735514142,1966210.8920168497,-705975.2184654356,314937.2104567951,1516974.0,23238.147803696804,1855149.3582604919,3328889.0976120643,11301112.222100556,0.0015369339468903303,0.001164165722695539,0.0011514092120379752,0.0018496664781064648,0.00200235581804822,0.001120993811288184,0.0017463306952445,20852381.7511092,44616073.91028816,364.1515432091826,779.1441937083353,1143.2957369175178,1.1362431669739879,242.51550417656173,fordist,True
1973,14901061.473721752,1289304.621412301,2197100.2870430625,-907795.6656307615,363762.5149791797,1357787.0,21838.1883642131,1743387.7033433928,3386937.2466009697,10678532.189408151,0.007983205684347955,0.0065468490016319285,0.004539703426116547,0.009507000403109917,0.013227172876545682,0.006788279210643879,0.0089159694148842,21114782.48671384,45470336.52951087,1882.5875485347312,4054.121297816107,5936.708846350838,1.1168407488692218,1189.582386598338,fordist,True
1974,15046273.832487073,1561658.363105417,2215248.768228875,-653590.405123458,319294.3896845518,1731299.0,26012.173517345916,2076605.5632018978,3712086.005044587,9911172.669364046,0.06358585893691238,0.04962035712241822,0.03981820826591237,0.08534938351441994,0.10632088903334531,0.06554837876492323,0.0796441546485962,21346336.615659308,46824670.82211499,17001.109345985617,37293.11324326136,54294.22258924697,1.2525450781063805,9567.30245438679,fordist,True
1975,13103757.735814266,1680974.5993747632,1518019.9843459616,162954.6150288016,340804.3957237621,1268978.0,20420.400852446444,1630202.7965762084,3514734.8801800325,7795865.444029223,0.28213066490321775,0.29505184849607946,0.16165429650361082,0.44095227123145536,0.49898120635815296,0.5431646761289649,0.4156856852885504,21558990.0030672,47438587.45656337,89617.63533553995,197195.41736002374,286813.0526955637,1.473380022094186,36969.71882735962,fordist,True
1976,13564778.453149129,2169935.800625673,1562866.4789979763,607069.3216276967,312904.26017669257,1062192.0,17443.361859404016,1392539.6220360966,3535191.432227995,8029978.077257341,0.9921316100397531,0.9834347876629623,0.5209510678318191,1.4166403922185131,1.4375385755727013,1.4668541433587767,1.3311616962926751,21549635.47041755,47878711.315438375,286860.4930728983,637343.0657096624,924203.5587825608,1.341718863527932,134580.45486555397,fordist,True
1977,14902086.19033145,2129349.013084836,1922839.6209153219,206509.39216951397,461772.1124494333,1180690.0,20834.949375933502,1663297.0618253667,3591840.345591582,9440439.390744988,2.0253526994363082,2.032308651686558,1.197439073005266,2.6867231995785983,2.3572583490691854,2.674134587327751,2.596440384896048,22007402.9889618,48435959.34073073,571409.0988722241,1257610.809134562,1829019.9080067861,1.2819694987538137,301819.80492820335,fordist,True
1978,16126649.363426292,2030013.9361032988,2507780.64606889,-477766.7099655913,570520.7199694905,1353878.0,24411.36973922723,1948810.0897087178,3869057.151591685,10786548.83209148,3.179477943807354,3.096626292174254,1.8679287868952872,4.3168595222735275,3.566778943255771,4.096523179710406,4.139436394045122,22833552.11056241,49408177.01050163,945180.3661178784,2045220.0608069396,2990400.426924818,1.3019232928183924,512743.259585288,fordist,True
1979,17462203.461874485,2513723.3998367093,2907185.893682064,-393462.49384535477,639090.9943282104,1570815.0,28033.084701561136,2237939.0790297715,4290338.30101825,11327388.575671818,4.664107218465608,4.46194692799049,2.648241525904464,6.089181769323895,5.5926419781319066,5.721234552993572,5.703990943955558,23950584.10581104,50434877.932288416,1366139.148419921,2876800.869852772,4242940.018272693,1.222954507000388,814455.8921684392,transition,False
1980,18849559.294542953,2562684.641683302,3255273.058376353,-692588.4166930509,817640.1894494977,1982988.0,35526.509930248605,2836154.6993797463,3958656.6775857005,12747336.334270557,6.033529968729551,5.619144459001892,3.4870704998975843,7.537447397833594,6.670712575696207,6.824264906264535,7.29793896594391,25572661.356944826,51881278.72744332,1866277.2177973571,3786264.056280055,5652541.274077412,1.2095637220279853,1137293.8090096957,transition,False
1981,20020531.77748469,2412807.0427853614,3776090.4264007155,-1363283.383615354,963184.9234732095,2355052.0,42092.47677245643,3360329.400245666,3841025.0542077604,14182460.706646618,6.744784565466146,6.176062322230204,4.502368028662658,8.48859962324466,6.244253238190203,7.080086556150887,8.291443225584278,27664410.397963878,54164742.26858641,2293778.8818398085,4491038.853483892,6784817.735323701,1.2293117956705617,1350341.7372520324,transition,False
1982,17300150.599222537,2790701.9218785004,2407704.2511389735,382997.67073952686,369350.46739886457,1596046.0,24931.434090023395,1990327.901488888,3733204.6649141936,11193620.36207993,7.618251199792747,7.815995068584855,5.2680265074902755,11.07256057556528,6.857804951525669,8.300610826377724,9.583379690178193,28083920.79509393,55309260.67081237,2691388.761682762,5300496.453914347,7991885.215597109,1.2579500778917485,1317968.9305912228,transition,False
1983,16815394.135125805,2940771.542946519,2066446.9820286795,874324.5609178394,293666.5699350881,1346925.0,20811.221182572423,1661402.7911176605,3661318.6728498964,10618348.110240407,9.880710165700455,10.431269261438779,6.247412534241017,13.746992307123662,10.69936107755229,12.724718499905421,12.846312894640372,27849304.149388123,56440946.10320992,3577608.7500104625,7250580.537113679,10828189.287124142,1.300140645683,1661480.3577119736,transition,False
1984,17805071.42309382,2935933.1758786356,2376495.7271630587,559437.4487155769,482836.49663152394,1586158.0,26245.595115808304,2095240.0917473321,3608461.8315557297,11541932.051075183,11.374280551217796,11.743387714009971,7.8798416113330205,13.775972853134515,12.847212749912861,16.421014572714004,15.088987038416818,27772479.28168766,58422516.69258935,4190585.7990608467,8815365.971261708,13005951.770322554,1.3265882594043545,2025198.776007398,transition,False
1985,18155525.125029195,3319736.4381800094,2115726.339861316,1204010.0983186932,456385.26941002853,1865311.0,29451.165949461516,2351147.43535949,3659220.564947541,10941147.026403472,15.222606802945545,16.43321311835382,10.435941800345606,19.403787508662152,18.645005358637302,25.668365537161808,21.62361991390133,27885257.331758,60486825.63460989,6029802.057432654,13079441.273212278,19109243.33064493,1.4204938874015454,2763744.2027931823,neoliberal,False
1986,19171549.534458723,3567643.6463766685,2441012.277356758,1126631.3690199107,430451.83272014285,1947381.0,30163.26910596015,2407996.101826103,3698929.8366404744,11937992.226972235,18.212421633550672,19.592286508564108,11.570761323639593,24.64525646782385,22.472954871671515,30.552894742749707,27.69262934732461,27892842.561830327,62520136.96266275,7724261.505080475,17313469.796509884,25037731.30159036,1.5205352645861014,3491603.434900644,neoliberal,False
1987,20412276.161992937,3937981.540482778,2841760.7202961277,1096220.8201866504,618617.7969831679,2275501.0,36712.45635806862,2930831.2533412366,3603663.699549524,12781560.388915526,22.863713447359864,23.89016103249641,13.862536360781142,30.945592023374818,29.246594696628573,36.130122050199176,34.76389529435155,28487112.319770444,64975657.00146817,9903229.899229318,22588069.366807394,32491299.26603671,1.5204833359370953,4667004.329761811,neoliberal,False
1988,21911017.128352895,4071069.4817492086,3229339.901199308,841729.5805499004,766876.8591373282,2536838.0,41908.26157931471,3345623.120716643,3733084.2816738933,13990580.145412458,27.990022849734814,27.427152888959366,16.880111959849913,37.53334431114844,39.23286069164641,42.21815113528691,42.144668930107166,29533105.48864741,67641785.3194073,12446629.532969758,28507406.48127804,40954036.0142478,1.5057032699244994,6132898.700835284,neoliberal,False
1989,24228285.317068763,4473861.08819378,4168721.1859748466,305139.9022189332,1152396.6129360646,3142369.0,54479.93195628561,4349245.54489235,3873451.139862599,15700448.73009488,31.71277145023797,31.28195289007463,19.993754283550327,42.315766052508394,43.821753303402126,47.66123307264188,47.48138800667212,31601794.34500415,71145761.76154962,15004970.590021987,33780995.19230394,48785965.78232592,1.4972323715439833,7683460.748913581,neoliberal,False
1990,25142426.777105596,4936463.883515433,4258525.587478859,677938.2960365741,1071255.4363246767,3331604.0,55851.122999952175,4458710.559324629,3905550.471008056,16100227.450736336,38.784733095728505,39.879595572007574,24.49856883336893,51.75591788125686,49.202264826369046,57.01137812247238,58.02031308799683,33660520.30408859,74798619.02027021,19529939.267480947,43398392.94105873,62928332.20853968,1.495957518768817,9751423.11928938,neoliberal,False
1991,27136660.99337492,5446127.985566456,4620407.817017572,825720.1685488839,1127652.487463195,3267388.0,55751.938122281805,4450792.425585477,4045246.622572238,17814901.776668325,47.38727309446691,49.41772388473784,31.17014631572093,59.37719066148729,55.143566343082654,64.055160186942,66.48817810049961,35487311.30577893,78258124.29664105,23594866.744065028,52032401.06046107,75627267.80452609,1.403080906722674,12859323.653650252,neoliberal,False
1992,30438171.756635077,6378702.479542794,5809923.947927688,568778.5316151055,1502416.8231748631,3948551.0,69146.58048112877,5520114.403655992,4271489.725108567,20077789.096255414,53.46006442261283,56.49188964712377,37.676136596979006,68.65823842728159,56.45789324066133,67.61330427586262,76.77693567296515,38665578.663018994,82363681.17608061,29686246.457685832,63236310.51444552,92922556.97213136,1.4361549411169363,16272266.230162656,neoliberal,False
1993,32559287.77696921,6581934.055749121,6542940.092929677,38993.962819444016,1744746.4097156953,4684998.0,81562.55067389924,6511306.960389595,4455676.082766131,21553310.77099404,59.64352429595805,63.42098658028837,45.06031879456181,77.79012704533899,58.2220058202535,71.92743371480198,86.85346093667174,42893385.53259052,87157553.23897123,37254389.84796452,75699351.45576876,112953741.30373329,1.4562094034835171,19419506.71584753,neoliberal,False
1994,34416719.42753583,7179122.79379658,6894319.908071816,284802.8857247643,1994362.3500870198,4833130.0,86608.06018014904,6914100.410267169,4542042.458877828,22675773.672666073,67.70963269935059,68.93188706548337,53.01359256766217,82.74119654974427,66.50811273778598,72.91662524445756,92.21947946256456,47521010.813836426,92173751.88041204,43823628.807868965,85002154.1852318,128825782.99310076,1.3619846362487955,23303434.31155055,neoliberal,False
1995,38028586.63929618,8033832.5627497295,8540633.128295971,-506800.5655462416,2829308.9758565985,5602626.0,106960.72501857579,8538895.700875174,4731654.661151729,25264836.84281552,74.58567984751008,74.00388795170592,61.79011387168338,84.41556724427105,75.96371936113067,72.68539008938602,93.9026209136424,56526567.2212095,96022130.47283559,53079928.13322761,90167297.17110988,143247225.3043375,1.2589899442577406,28363879.88131844,neoliberal,False
1996,40831592.66004995,9912071.178525032,10197693.090250194,-285621.9117251616,2989790.9878385263,6194167.0,116500.28228776064,9300458.270126287,4920002.839402488,26896753.46224634,76.53059609353012,77.47245340404255,69.283352865921,89.72977037416793,69.799496583878,76.64560542420841,99.60116087781181,66389819.430842645,100588619.5537409,66125030.85780235,100187432.78649154,166312463.6442939,1.3014554434684726,31248661.257218324,neoliberal,False
1997,43526542.29192956,10936175.691623196,11397788.273816163,-461612.5821929667,3516812.8651727038,6635812.0,128788.00886509102,10281412.874037795,5203923.902846001,28502818.097238727,79.83806379424607,80.99568365850702,73.52588011061475,92.14729347288299,69.28957559465009,75.91188821351986,100.41016169505382,77827977.03915042,105421468.25144856,78147197.58900028,105853866.73257932,184001064.3215796,1.2576728057161424,34750748.60246021,neoliberal,False
1998,44944336.13576658,11782690.53264985,12225043.219600357,-442352.68695050664,3543564.4530568495,6799409.0,131202.6174958106,10474176.07055266,5320998.227477813,29591514.524686612,81.41760862487652,83.76829637545823,77.87878852156798,91.14224673248516,67.28677035886612,75.79516246126309,98.06529492537351,87749501.98404689,112266145.36719348,86051807.91620207,110094126.55568683,196145934.4718889,1.2044727987185122,36592603.69406739,neoliberal,False
1999,44616344.172736935,12427556.897985548,10413592.612986038,2013964.2849995103,2563917.201206702,5892807.0,107275.18113377411,8563999.382340476,5465041.377947159,28573339.12744979,83.4405246313303,85.67007055621016,82.85461992965124,89.8210660552385,71.73545673527116,78.73241631283511,93.90961483172272,90869077.87184478,117502226.40773374,85334801.03058761,110345888.23820154,195680689.26878917,1.1254676938651638,37228111.649051666,neoliberal,False
2000,46605194.72946803,13036867.172339564,11856463.85893036,1180403.3134092037,3194392.9354198454,6011184.0,116774.52281666454,9322351.45823651,5626475.972023681,30475963.98579864,87.28627212530193,89.73899988700717,88.00518622545871,89.10310137146804,79.63475130404458,85.06718574995514,92.29883714874856,96694855.56089509,122751824.38640028,89248227.2653682,113298506.48752142,202546733.75288963,1.0574267281829948,40679937.09609034,neoliberal,False
2001,48165620.898592375,14102385.884285713,12055544.158664053,2046841.7256216593,3322946.7528623226,6280820.0,121825.63761897385,9725592.390481297,5791539.614002863,30601647.168486558,90.64058837672239,93.88312709903114,92.36321819732555,95.43034815269019,84.01289489068682,93.73940475108576,99.06486116696328,102018741.92382264,129024235.13104692,101064725.05111746,127817679.4043079,228882404.45542538,1.0929415060196626,43657602.177785695,neoliberal,False
2002,49209326.070127815,14157710.954103602,12173510.840045176,1984200.1140584257,3339033.4730295297,6412994.0,123706.35351233184,9875733.826541862,5969768.110765396,31379624.018762134,94.46366492130697,96.9071481642947,96.80494596172932,97.56399614185905,89.95609197899654,97.13769022301507,100.21097856916676,107662245.44721273,135289470.40698424,107889389.71219006,135574902.19588217,243464291.90807223,1.0608415272967398,46484932.8889189,neoliberal,False
2003,51156415.26,14981564.678952001,13362126.704544002,1619437.9744079988,3516258.421999999,6790743.0,130746.30532864481,10437747.727328643,6115160.463065341,32984069.095198013,100.00000015638312,100.0,100.0,100.00000000000003,99.99999999464798,100.00000000603102,100.0,114047226.8163416,142532839.27394664,114047226.8163416,142532839.27394664,256580066.09028822,0.9999999984361688,51156415.34,neoliberal,False
2004,54246818.68,16936118.22449318,16017890.58681149,918227.6376816891,4319248.639,7019324.0,143831.9856137205,11482404.62461372,6485421.377054752,35360765.04064984,107.47765981251088,100.54936310337408,102.1028128349827,99.17697040032165,112.25395191076801,93.79256331775517,97.64396390621833,125061921.9714466,149502627.06562856,122115417.95022227,145980291.21081054,268095709.1610328,0.9085047448609608,58303211.24,neoliberal,False
2005,57262644.8,17309026.032073915,19475394.057501387,-2166368.025427472,6274944.301999999,7769619.0,178158.00022801012,14222721.30222801,6868370.419779416,38337921.10342004,115.59472280958983,104.2778320614751,106.00014419463142,99.73757515839064,123.87102905979705,94.40718609864959,98.22228783947878,147328178.77443883,157605498.10861397,144709107.8244912,154803726.0030871,299512833.8275783,0.8497125599866068,66192595.53,neoliberal,False
2006,59890971.18,18049337.441834994,21772956.543030042,-3723619.1011950485,6371339.289000001,8002756.0,182338.1771799475,14556433.466179948,7307873.343019871,41750283.47199523,129.95377279170046,106.86855783185368,111.64695832485714,102.99909179904978,153.47557170904443,93.92421485866959,99.09608880604468,168720430.1619096,166045681.23930812,167195347.3071865,164544775.73950663,331740123.04669315,0.7625487638968608,77830576.61,neoliberal,False
2007,62646127.0,19299162.49272714,25534647.335270766,-6235484.842543624,7446780.999999999,8540861.0,202806.32909929752,16190448.329099298,7829905.2200377835,44861258.293406546,137.03923628032103,110.67266492221674,119.08582963633422,106.22825429791337,162.47602592996958,97.94110514008533,103.35278682418628,193227146.5386936,175016671.14277297,199705640.84859407,180884607.03297728,380590247.88157135,0.7541839084156355,85849773.99999999,neoliberal,False
2008,64940432.0,19565304.61553866,29852693.89511424,-10287389.279575579,9600698.000000002,9485613.0,242113.54432113655,19328424.54432114,7866682.439384497,48032714.29586995,137.36509637016275,119.40406141157534,134.1048878568443,114.98345594389612,154.74275454603819,111.68287839858269,110.8884278952327,229206935.7074177,185934821.65909815,254163967.63279223,206180200.64757854,460344168.2803708,0.8072533039719026,89205487.0,neoliberal,False
2009,63848206.0,18018899.660440817,24219444.909465753,-6200545.249024935,7431121.000000001,8615526.0,203554.81892966107,16250201.818929661,8456067.128329631,45342482.30176564,141.30315110184927,120.44278918567055,145.96509029930886,118.17936793898438,145.72982583031924,100.51730982612371,114.57704075852484,244887155.64470905,196401886.2257523,280584456.13543046,225031469.2313918,505615925.36682224,0.810859771102623,90219526.99999999,neoliberal,False
2010,67167124.0,18446525.254632734,31847351.874271143,-13400826.61963841,10294921.0,8766513.0,241797.97476754338,19303231.974767543,8734804.503387528,52529914.14148334,154.5493893709071,120.62585993734969,154.5316491338699,114.05998625287059,171.06482239895325,95.28537904066002,113.38347547496332,261690399.4002329,203193049.51729316,296713669.82429665,230387341.46627015,527101011.2905668,0.7336391035674128,103806380.0,neoliberal,False
2011,,,,,,,,,,,158.08594000592979,133.26369965252323,160.9535140384493,116.09009264506899,181.1984090784555,108.84558343375352,116.09009264506916,303779958.6976566,215187860.9231983,352658435.4892624,249811787.1066835,602470222.5959458,0.7343479922421604,,neoliberal,False
2012,,,,,,,,,,,159.29287348471053,136.78886023709654,166.6613993233452,119.97615998725782,173.49088774779057,110.59687951507458,119.97615998725792,351037958.6526206,228816283.35070413,421161862.8890724,274524990.1897382,695686853.0788107,0.753179708311142,,neoliberal,False
2013,,,,,,,,,,,162.89411995099985,140.26626475675536,177.4220736797138,123.20546584145625,168.60260912544607,110.51286226389352,123.20546584145671,388072615.19053006,241931754.0569473,478126673.34861624,298073144.60426927,776199817.9528855,0.7563530585297868,,neoliberal,False
2014,,,,,,,,,,,172.42813625630103,148.99597334357264,189.8894690125924,133.76794809773608,186.00046324938023,125.82789102184773,133.76794809773656,413832751.4684798,255439551.82046175,553575580.1957912,341696247.1002862,895271827.2960775,0.7757895608110088,,neoliberal,False
2015,,,,,,,,,,,180.97085640298448,157.36753849888808,199.31178231516554,143.24546348517904,180.58940555663023,125.75517984191353,143.24546348518342,431706730.65295607,268946554.808393,618400307.2205594,385253738.9627154,1003654046.1832747,0.7915388495825292,,neoliberal,False
2016,,,,,,,,,,,189.2243146905959,163.08591868173218,207.96950018267327,147.86872520589154,182.69701327188315,123.37626133139206,147.86872520589284,444308687.5857216,281144243.363376,656993592.3120396,415724408.65117717,1072718000.9632168,0.7814467471988242,,neoliberal,False
2017,,,,,,,,,,,198.36042769904398,167.11493633873118,215.62302694653616,149.9115071170983,198.86851052373189,123.53626596245475,149.9115071170979,456238557.6087524,291966992.3780568,683954097.7605897,437692118.55840737,1121646216.3189971,0.7557530947883735,,neoliberal,False
2018,,,,,,,,,,,201.51475469904193,170.0616246434747,224.13892915714007,154.00865175053167,201.70426627086044,128.6437985891952,154.00865175053153,474220147.73602825,303162505.1572883,730340055.8576359,466896486.8058753,1197236542.6635113,0.7642549647569987,,neoliberal,False
2019,,,,,,,,,,,206.68634725673348,173.16124562189427,236.13490293316045,162.04110012443851,208.74113022948865,135.53431565713575,162.04110012443965,491692332.49641794,314656282.0193983,796743664.8047132,509872500.99489236,1306616165.7996056,0.7839951805000542,,neoliberal,False
2020,,,,,,,,,,,226.69082368213313,182.4126239552468,264.6493460395456,171.93671799573866,243.70934530479548,143.6805160096877,171.93671799574753,495824458.3811147,324930978.2882543,852504300.7606797,558675659.8202995,1411179960.5809793,0.7584635107984695,,neoliberal,False
2021,,,,,,,,,,,242.29395699140062,190.67311299164263,253.68539374550045,182.33032172692788,300.66314537151527,158.70778005377412,182.33032172694007,520036472.5755938,336346272.02302384,948184173.5445106,613261239.8961483,1561445413.440659,0.752517000386482,,neoliberal,False
2022,,,,,,,,,,,260.58114150281006,210.98955737355797,262.023747506208,210.51338054877965,364.7653789904158,207.1981544594224,210.5133805487889,546219473.5183883,348959265.1975884,1149865078.9193559,734605945.9056566,1884471024.8250124,0.8078611496393293,,neoliberal,False
2023,,,,,,,,,,,277.67088847366585,226.23767284977538,285.5352426266617,214.14159801012391,336.99529761934485,188.78489503837852,213.35662949137068,568005778.0416827,360603705.13038045,1211877983.3459704,769371911.0871806,1981249894.433151,0.7683795397644118,,neoliberal,False
2024,,,,,,,,,,,297.46274919618594,237.4884016508775,301.4328173117077,232.36983224058267,379.46959837071546,205.85209949134708,231.9119552118809,582354369.7880288,372864444.52068526,1350549405.2372446,864717223.5778401,2215266628.8150845,0.7796336040010433,,neoliberal,False
2025,,,,,,,,,,,317.6997753261186,246.40478686333202,319.3875431318225,242.02598485217663,406.815889277763,205.15110714895982,,,,,,,,,neoliberal,False
