year,asset,I,Kg,Kn,B,R,D,DeltaKg,DeltaKn,DeltaB,z,delta,residual_kg,residual_kn,I_residual
2001,Total,37803057.76512073,525330962.76723599,323466495.42359948,201864467.34363651,10709735.812632814,24119848.494377211,27093321.952487886,13683209.270743489,13410112.681744397,0.021495236279458152,0.077860393289506849,-2.9802322387695312e-08,-2.9802322387695312e-08,0
2002,Total,39858083.523820296,553531342.15425456,337782687.09009707,215748655.06415749,11657704.136801712,25541891.85732276,28200379.387018561,14316191.666497588,13884187.720520973,0.022191161311706304,0.07896302157623486,-2.2351741790771484e-08,5.2154064178466797e-08,0
2003,Total,43343013.577286854,584170046.80182076,353743182.48871362,230426864.31310713,12704308.92972064,27382518.178670298,30638704.647566199,15960495.398616552,14678209.248949647,0.022951381362214328,0.08106548744271945,-1.4901161193847656e-08,-3.7252902984619141e-09,0
2004,Total,51286515.087375596,621612885.05615747,375149442.46980762,246463442.58634984,13843676.833038881,29880255.106281608,37442838.254336715,21406259.981094003,16036578.273242712,0.023698025786891019,0.084468780136094795,0,1.4901161193847656e-08,0
2005,Total,68054803.369157717,674591171.28499293,409225731.17896175,265365440.10603118,15076517.140322272,33978514.660003565,52978286.228835464,34076288.709154129,18901997.519681334,0.024253868448946704,0.090573277775131411,1.4901161193847656e-08,-2.2351741790771484e-08,0
2006,Total,73197462.229026794,731361793.47849333,443195063.1202296,288166730.35826373,16426840.035526447,39228130.287758887,56770622.1935004,33969331.941267848,22801290.252232552,0.024350807918573601,0.095859393236941204,5.2154064178466797e-08,-5.9604644775390625e-08,0
2007,Total,83040659.838490129,796467168.80454898,481370146.00863075,315097022.79591823,17935284.512434456,44865576.95008906,65105375.326055646,38175082.888401151,26930292.437654495,0.02452313570706352,0.10123212256522353,-2.9802322387695312e-08,8.1956386566162109e-08,0
2008,Total,103678830.0785358,880514046.5255971,532955911.62407708,347558134.90152001,19631952.357487608,52093064.463089481,84046877.721048117,51585765.615446329,32461112.105601788,0.02464879046672323,0.10821831161535198,-7.4505805969238281e-08,1.4901161193847656e-08,0
2009,Total,87570468.635688603,946518501.12651014,562615362.18694663,383903138.93956351,21566014.034775585,57911018.072819054,66004454.600913048,29659450.562869549,36345004.038043499,0.024492526973161292,0.10866005388015446,2.9802322387695312e-08,0,0
2010,Total,82944102.275197372,1005686047.3005425,585889159.35067165,419796887.94987082,23776556.101165101,59670305.111472301,59167546.174032331,23273797.163725019,35893749.010307312,0.025120011994342585,0.10605879099981803,5.9604644775390625e-08,-5.2154064178466797e-08,0
2011,Total,124791379.3123205,1104234960.2727606,643920678.06041896,460314282.21234167,26242466.340102263,66759860.602573141,98548912.972218156,58031518.709747314,40517394.262470841,0.026094094086859573,0.11394622948231652,-8.9406967163085938e-08,-4.4703483581542969e-08,0
2012,Total,141132995.43154708,1216378908.4055867,709211142.43253982,507167765.9730469,28989047.298720982,75842531.059426293,112143948.13282609,65290464.372120857,46853483.760705233,0.02625260777068705,0.11778241271560781,0,7.4505805969238281e-08,0
2013,Total,138490293.54371688,1322767604.9600785,763536815.3355819,559230789.62449658,32101596.989225343,84164620.64067474,106388696.55449176,54325672.903042078,52063023.65144968,0.026391116096631178,0.11867357350308477,2.2351741790771484e-07,-5.9604644775390625e-08,0
2014,Total,133294397.4543408,1420432331.4492536,806597694.49545979,613834636.95379376,35629670.965165608,90233518.294462979,97664726.489175081,43060879.159877896,54603847.329297185,0.026935699688715103,0.11817834645576908,-1.1920928955078125e-07,7.4505805969238281e-08,0
2015,Total,130332049.97324112,1511198085.1474016,842135484.71602798,669062600.4313736,39566296.275093034,94794259.752672851,90765753.698148012,35537790.22056818,55227963.477579832,0.027855108194224161,0.11752359373152961,-7.4505805969238281e-08,-8.9406967163085938e-08,0
2016,Total,127306937.93371108,1594636250.1755092,871309488.95781946,723326761.21768975,43868772.905603401,98132933.691919714,83438165.028107643,29174004.241791487,54264160.786316156,0.029029134788325556,0.11652867676631699,-2.9802322387695312e-08,1.1920928955078125e-07,0
2017,Total,127229977.90716554,1673390555.3694668,897622546.62479758,775768008.7446692,48475672.713208362,100916920.24018739,78754305.193957567,26313057.666978121,52441247.526979446,0.030399204024035589,0.11582212924238316,3.8743019104003906e-07,-2.9802322387695312e-08,0
2018,Total,137446992.50239962,1757520040.7971539,930777329.21297097,826742711.58418298,53317507.074712157,104292209.9142261,84129485.427687168,33154782.588173389,50974702.839513779,0.031861962471122121,0.11618715495324985,-2.9802322387695312e-07,-1.3411045074462891e-07,0
2019,Total,141016740.57940865,1840202340.9467299,963816693.04308915,876385647.90364075,58334440.429832622,107977376.74929057,82682300.149575949,33039363.830118179,49642936.319457769,0.033191337268264669,0.11600774251838733,-7.4505805969238281e-08,1.0430812835693359e-07,0
2020,Total,127098261.03660804,1903822419.480082,980875426.48319566,922946992.99688637,63478182.503255993,110039527.59650147,63620078.533352137,17058733.440106511,46561345.093245625,0.034495218863050861,0.11417059736646619,8.9406967163085938e-08,-5.9604644775390625e-08,0
2021,Total,152132349.53272519,1987279997.0070581,1019935683.5204334,967344313.48662472,68674772.005749062,113072092.49548747,83457577.526976109,39060257.037237763,44397320.489738345,0.036072047110624721,0.11527671041866458,-1.4901161193847656e-08,4.4703483581542969e-08,0
2022,Total,160708872.01356366,2074137685.4733131,1061788192.617878,1012349492.8554351,73851183.547308803,118856362.91611923,86857688.46625495,41852509.097444534,45005179.368810415,0.037161941778980481,0.11653319404011034,8.9406967163085938e-08,1.0430812835693359e-07,0
2023,Total,160690407.41363943,2155830033.9494634,1098211119.6265707,1057618914.3228927,78998058.937488854,124267480.4049466,81692348.476150274,36422927.008692741,45269421.467457533,0.038087181719308902,0.11703603531186435,-2.9802322387695312e-07,-8.9406967163085938e-08,0
2024,Total,157143049.28478229,2228877067.225244,1127269670.4086089,1101607396.8166351,84096016.00900203,128084498.50274402,73047033.275780678,29058550.782038212,43988482.493742466,0.039008648494862463,0.11663012349237287,4.1723251342773438e-07,-5.9604644775390625e-08,0
