year,asset,I,Kg,Kn,B,R,D,DeltaKg,DeltaKn,DeltaB,z,delta,residual_kg,residual_kn,I_residual
2022,ME,133063628.58587427,1395603006.4639089,546219473.51838827,849383532.94552064,66541957.418966502,106880627.64307989,66521671.166907787,26183000.942794383,40338670.224113464,0.050066128875473827,0.20552525309182701,1.4901161193847656e-08,0,
2023,ME,133700768.69743288,1457915208.3209856,568005778.04168272,889909430.27930284,71388566.840356141,111914464.17413843,62312201.857076645,21786304.523294449,40525897.333782196,0.051152488572832756,0.20488918758838587,-8.9406967163085938e-08,0,
2024,ME,129747813.15171719,1511495955.9014487,582354369.78802884,929141586.11341989,76167065.571254224,115399221.40537107,53580747.580463171,14348591.746346116,39232155.834117055,0.052243824014273341,0.20316557659542431,2.0861625671386719e-07,0,
1900,NRC,520374.8445518396,520374.8445518396,319688.24058410776,200686.60396773182,0.0,,,,,,,,,
1901,NRC,440354.3271032719,960729.167326929,590216.4956591867,370512.67166774225,0.004328182366059184,169826.07202819292,440354.3227750895,270528.255075079,169826.06770001043,8.317431965387811e-09,0.5312240191190669,-5.820766091346741e-11,0.0,
1902,NRC,447465.5511754907,1408194.5806661684,865113.3939438452,543081.1867223232,0.13783625138124667,172568.65289083228,447465.4133392393,274896.89828465844,172568.51505458093,1.4347045563814137e-07,0.2923819550283798,0.0,0.0,
1903,NRC,450310.14475060516,1858503.6949084634,1141757.2977726096,716746.3971358539,1.0305083101356405,173666.2409218407,450309.11424229504,276643.90382876445,173665.2104135307,7.317939752673544e-07,0.20074390494653865,0.0,0.0,
1904,NRC,448547.7142674937,2307047.1369519252,1417316.4746115836,889730.6623403417,4.272224032106131,172988.5374285197,448543.44204346184,275559.176838974,172984.26520448783,2.2987439001656383e-06,0.15151077883714284,2.3283064365386963e-10,0.0,
1905,NRC,365761.7584927253,2672796.0364712826,1642011.467859415,1030784.5686118675,12.858973367879338,141066.76524489385,365748.89951935736,224694.99324783147,141053.90627152578,5.573780076669191e-06,0.09953088655344479,-5.820766091346741e-11,0.0,
1906,NRC,462502.84090352507,3135267.237223439,1926127.0549927745,1209140.1822306644,31.640151368425794,178387.25377016567,462471.2007521563,284115.5871333594,178355.61361879692,1.1837847309216386e-05,0.10863946888429328,-2.9103830456733704e-10,0.0,
1907,NRC,551062.1945083411,3686261.684054833,2264626.2102139383,1421635.4738408946,67.74767694728791,212563.03928717738,550994.446831394,338499.15522116376,212495.29161023023,2.1608262333415818e-05,0.11035774547488238,1.1641532182693481e-10,0.0,
1908,NRC,616811.1737886935,4302941.858660703,2643478.8816812485,1659462.9769794538,130.99918282436852,237958.50232138322,616680.1746058697,378852.6714673103,237827.50313855917,3.5537136007195065e-05,0.10507628201428587,5.820766091346741e-10,0.0,
1909,NRC,576584.0339180308,4879291.54002428,2997554.8281367617,1881736.711887518,234.35255445353937,222508.08746251767,576349.681363577,354075.9464555131,222273.73490806413,5.446333279680473e-05,0.08417244752906929,-2.3283064365386963e-10,0.0,
1910,NRC,633326.5836683076,5512223.686851571,3386391.772402583,2125831.914448988,394.43684101560564,244489.63940248615,632932.1468272917,388836.9442658215,244095.2025614702,8.083895741422388e-05,0.08156302500543668,-3.4924596548080444e-10,0.0,
1911,NRC,673253.2630917812,6184844.829560394,3799611.342763338,2385233.4867970566,632.1203829581355,260033.69273102656,672621.1427088231,413219.5703607546,259401.57234806847,0.0001146761123765616,0.07678783501961363,0.0,0.0,
1912,NRC,766010.9430564666,6949882.704892506,4269606.414403973,2680276.2904885323,973.067724355454,296015.87141583127,765037.8753321115,469995.0716406354,295042.80369147565,0.00015733098423176083,0.0779068817076823,3.4924596548080444e-10,0.0,
1913,NRC,749782.7194595875,7698217.120504708,4729339.84541107,2968877.2750936383,1448.303847384629,290049.28845249093,748334.4156122021,459733.43100709654,288600.98460510606,0.00020839255982911298,0.06793349557326378,-6.984919309616089e-10,0.0,
1914,NRC,648278.2970788953,8344400.621681177,5126317.656211078,3218082.965470099,2094.7959024270876,251300.4862788868,646183.501176469,396977.8108000085,249205.69037646055,0.00027211442203253284,0.053136482996189505,8.149072527885437e-10,0.0,
1915,NRC,459363.992547469,8800808.574448703,5406708.334078116,3394100.2403705865,2956.03977994292,178973.3146804308,456407.9527675258,280390.6778670382,176017.27490048762,0.0003542542974581386,0.034912646207865335,-2.3283064365386963e-10,0.0,
1916,NRC,595184.0522408102,9391910.061302256,5769846.937562317,3622063.1237399396,4082.565387256924,232045.44875660993,591101.486853553,363138.6034842003,227962.88336935313,0.0004638852615326499,0.04291806297263035,-3.4924596548080444e-10,0.0,
1917,NRC,682791.9543781809,10069169.763994632,6185916.171190832,3883253.592803801,5532.251685805332,266722.72074966575,677259.7026923764,416069.23362851515,261190.4690638613,0.0005890443636806128,0.04622700110349072,9.313225746154785e-10,0.0,
1918,NRC,715153.0601071513,10776952.397705495,6620736.930218646,4156215.4674868495,7370.426396285655,280332.3010793368,707782.6337108631,434820.7590278145,272961.8746830486,0.0007319795543264001,0.045317830588281455,-2.561137080192566e-09,0.0,
1919,NRC,721108.4005620998,11488390.932738941,7057803.663804612,4430587.268934329,9669.865528656352,284041.66697613394,711438.5350334458,437066.7335859658,274371.8014474795,0.0008972727327546838,0.042901820442328556,2.444721758365631e-09,0.0,
1920,NRC,537305.2251577409,12013185.471896503,7380207.109412974,4632978.362483529,12510.686000178328,214901.77954937925,524794.539157562,322403.4456083616,202391.09354920033,0.0010889850522518441,0.030448818043988107,-5.820766091346741e-10,0.0,
1921,NRC,303453.6251049825,12300659.053182207,7556814.269382029,4743844.783800178,15980.043819279294,126846.46513592743,287473.5812857039,176607.1599690551,110866.42131664883,0.0013302086991550085,0.017187385564578942,6.984919309616089e-10,0.0,
1922,NRC,284090.8192384685,12564578.348724835,7718951.037005535,4845627.311719299,20171.523695838478,121954.051614962,263919.2955426276,162136.7676235065,101782.52791912109,0.0016398734091097387,0.016138288869832842,-2.444721758365631e-09,0.0,
1923,NRC,585060.5001472913,13124454.79612683,8062906.780232462,5061548.015894367,25184.05274529673,241104.75692036457,559876.4474019948,343955.7432269268,215920.70417506807,0.0020043691118255976,0.03123543027601558,2.3283064365386963e-10,0.0,
1924,NRC,531899.608860677,13625234.134124193,8370556.673691721,5254677.460432473,31120.27086331576,224249.7154014184,500779.3379973639,307649.8934592586,193129.44453810528,0.0023711667529610217,0.027812514954433473,2.6775524020195007e-09,0.0,
1925,NRC,939478.6485438873,14526628.297515728,8924321.17092755,5602307.126588176,38084.48515234837,385714.15130805736,901394.1633915342,553764.49723583,347629.66615570337,0.002795143538632217,0.046079868561231946,-4.6566128730773926e-09,0.0,
1926,NRC,928284.8766427964,15408732.85326429,9466235.247656893,5942497.605607399,46180.32089423931,386370.7999134541,882104.5557485633,541914.0767293423,340190.4790192228,0.003179011670735517,0.04329413884969994,6.170012056827545e-09,0.0,
1927,NRC,957361.9144983977,16310586.74941087,10020282.178137023,6290304.571273846,55508.018351819395,403314.9840182677,901853.8961465787,554046.93048013,347806.96566644683,0.003602373983663439,0.04260563713732947,3.4924596548080444e-10,0.0,
1928,NRC,903017.5385429907,17147442.827957127,10534398.204638988,6613044.623318139,66161.45999673336,388901.5120410259,836856.0785462577,514116.0265019648,322740.05204429384,0.004056350701125027,0.03881143316398408,3.4924596548080444e-10,0.0,
1929,NRC,1390458.8101557835,18459676.8129285,11340558.952573413,7119117.8603550885,78224.82518440456,584298.0622213583,1312233.9849713743,806160.7479344252,506073.237036949,0.004561894503410566,0.05546572769235678,-4.6566128730773926e-09,0.0,
1930,NRC,1586490.133701417,19954398.09658154,12258829.35387652,7695568.742705022,91768.85004838373,668219.73239831,1494721.2836530395,918270.4013031069,576450.8823499335,0.004971314014777988,0.05892299799267626,6.28642737865448e-09,0.0,
1931,NRC,1413756.0026379144,21261307.235784546,13061718.824206166,8199588.411578379,106846.86343490356,610866.5323082684,1306909.1392030045,802889.470329646,504019.66887335666,0.0053545520600397295,0.04983073951633877,-6.28642737865448e-09,0.0,
1932,NRC,891288.2557107602,22029104.53587182,13533409.126994576,8495695.408877242,123490.95562348924,419597.9529223499,767797.3000872731,471690.30278841034,296106.9972988637,0.005808248488862609,0.032124252448670454,2.0954757928848267e-09,0.0,
1933,NRC,968204.6303978962,22855600.81962453,14041160.694097634,8814440.125526894,141708.34664518354,460453.06329483807,826496.2837527096,507751.5671030581,318744.7166496515,0.006432778346229556,0.03402343481779398,-3.026798367500305e-09,0.0,
1934,NRC,518921.7057095777,23213044.660259295,14260753.538979612,8952291.121279683,161477.86507481497,299328.8608275998,357443.84063476697,219592.8448819779,137850.99575278908,0.0070651332401712695,0.021317957065574086,4.190951585769653e-09,0.0,
1935,NRC,769434.3585887463,23799732.34397201,14621180.55681521,9178551.787156798,182746.674876035,409007.34075314784,586687.6837127134,360427.01783559844,226260.66587711498,0.00787258533082035,0.028680626141892724,2.0954757928848267e-09,0.0,
1936,NRC,961678.0185262846,24555982.65119893,15085777.054301133,9470205.596897798,205427.71129935718,497081.52104036196,756250.3072269224,464596.49748592265,291653.8097409997,0.008631513511595766,0.03399735877064064,-5.122274160385132e-09,0.0,
1937,NRC,960810.4769283497,25287394.981971607,15535114.534031948,9752280.447939659,229398.1461556727,511472.997197535,731412.3307726756,449337.4797308147,282074.8510418609,0.009341843469028208,0.03390431897253234,-1.3969838619232178e-09,0.0,
1938,NRC,1261111.943172307,26294007.463554543,16153519.087127507,10140488.376427036,254499.46158937717,642707.3900767483,1006612.4815829359,618404.5530955587,388207.92848737724,0.010064281503524583,0.04137126821104559,6.05359673500061e-09,0.0,
1939,NRC,928303.5478007046,26941771.53217508,16551467.907250138,10390303.624924941,280539.4791801688,530354.7276780733,647764.0686205365,397948.82012263127,249815.2484979052,0.01066933138925352,0.03283214789405888,6.984919309616089e-10,0.0,
1940,NRC,924972.6241252557,27559447.678289536,16930932.446071506,10628515.232218033,307296.4780107959,545508.0853038882,617676.1461144574,379464.53882136755,238211.6072930917,0.011405949220666822,0.032958290368006335,-2.444721758365631e-09,0.0,
1941,NRC,925720.1196310603,28150642.34378788,17294128.2931318,10856514.05065608,334525.4541327147,562524.2725707673,591194.6654983424,363195.84706029296,227998.81843804754,0.012138322147734597,0.033224648102667856,-3.259629011154175e-09,0.0,
1942,NRC,625721.8707263097,28414397.999566324,17456164.529938243,10958233.46962808,361966.2149478651,463685.6339198649,263755.6557784453,162036.23680644482,101719.41897200048,0.012858186698810507,0.02681173783728743,6.984919309616089e-10,0.0,
1943,NRC,553596.6712855092,28578641.592373077,17557066.304421257,11021575.28795182,389353.0784787654,452694.89680249535,164243.59280675277,100901.7744830139,63341.81832373887,0.013702668572626734,0.025933239574254682,8.905772119760513e-09,0.0,
1944,NRC,740896.8564650996,28903112.729380157,17756402.625144936,11146710.104235223,416425.71945801034,541560.5357414207,324471.13700708,199336.32072367892,125134.81628340296,0.014571221592601656,0.030845730508236663,-9.255018085241318e-09,0.0,
1945,NRC,1107505.485824547,29567677.799491987,18164673.009930108,11403004.789561879,442940.4157127239,699235.1010393754,664565.0701118298,408270.3847851716,256294.68532665633,0.015325007374118318,0.03937932225355066,6.752088665962219e-09,0.0,
1946,NRC,1052539.0378990485,30151535.79461172,18523361.63057537,11628174.164036348,468681.04277930973,693850.4172537862,583857.9951197319,358688.6206452623,225169.37447446957,0.01585112790925239,0.0381977928738094,-6.984919309616089e-09,0.0,
1947,NRC,1478973.5355368208,31137040.127438758,19128798.556568258,12008241.570870502,493469.20270978287,873536.6095439333,985504.3328270391,605436.9259928875,380067.40683415346,0.016366304060636577,0.0471586436072187,1.1641532182693481e-09,0.0,
1948,NRC,1214712.3849903028,31834579.779851004,19557326.619659718,12277253.160191286,517172.7325780541,786184.3218988422,697539.6524122469,428528.0630914606,269011.58932078443,0.016609566306281895,0.041099513886034944,-1.862645149230957e-09,0.0,
1949,NRC,1595193.3581019794,32890061.354253728,20205753.520042174,12684307.834211556,539711.783699259,946766.4577195239,1055481.5744027235,648426.9003824554,407054.6740202699,0.016953633044054117,0.04840980958858665,3.259629011154175e-09,0.0,
1950,NRC,1257580.727483324,33586580.102847904,20633654.398809064,12952925.70403884,561061.9788891509,829679.8487164334,696518.748594176,427900.8787668906,268617.86982728355,0.017058708794916486,0.04106156436548978,2.9103830456733704e-09,0.0,
1951,NRC,1589351.1003537206,34594676.964542456,21252970.869287275,13341706.095255183,581254.2386591677,970034.62987551,1008096.861694552,619316.4704782106,388780.39121634327,0.017306145397336284,0.04701225537302295,-9.313225746154785e-10,0.0,
1952,NRC,1703981.952231333,35698287.555271044,21930965.456715614,13767322.098555433,600371.361502743,1025987.3648029941,1103610.5907285884,677994.5874283388,425616.0033002496,0.017354443347399627,0.048275009226387784,-1.3969838619232178e-09,0.0,
1953,NRC,1666130.2266768753,36745876.236044526,22574543.419252843,14171332.816791683,618541.5459033867,1022552.2641396462,1047588.6807734817,643577.9625372291,404010.7182362508,0.017326924854468424,0.04662595753742908,-6.868503987789154e-09,0.0,
1954,NRC,1486432.3907614262,37596379.07232537,23097043.225285128,14499335.847040243,635929.5544805771,963932.5847291411,850502.8362808451,522499.8060322851,328003.03024856,0.017306147508785903,0.04269998142717895,-3.958120942115784e-09,0.0,
1955,NRC,1621299.3411396944,38564952.234442204,23692078.61816771,14872873.616274495,652726.1790228684,1026263.9482571126,968573.162116833,595035.3928825818,373537.76923425123,0.017361410729666224,0.0444326980837801,6.984919309616089e-09,0.0,
1956,NRC,1834718.053931421,39730533.714908265,24408144.539971687,15322389.17493658,669136.5734653573,1118652.1321274436,1165581.4804660603,716065.9218039773,449515.55866208486,0.017350898541182533,0.04721629326646045,-3.259629011154175e-09,0.0,
1957,NRC,2278116.2263303003,41323281.847245395,25386636.97374604,15936644.873499354,685368.0939931705,1299623.7925559483,1592748.1323371306,978492.4337743521,614255.6985627748,0.017250412463902964,0.05324549723259939,9.313225746154785e-10,0.0,
1958,NRC,2252803.686723613,42874467.13412425,26339595.596504472,16534871.537619775,701618.3998447674,1299845.06396518,1551185.286878854,952958.6227584332,598226.6641204208,0.01697876762156385,0.05120194003283829,8.381903171539307e-09,0.0,
1959,NRC,1825540.1996203642,43981942.86743155,27019964.70423012,16961978.163201433,718064.4663130576,1145171.091894718,1107475.733307302,680369.1077256463,427106.6255816575,0.016748067423595858,0.04347717062317743,-4.6566128730773926e-09,0.0,
1960,NRC,2465190.307438747,45712280.19445891,28082983.990204226,17629296.204254683,734852.9804113901,1402171.0214646393,1730337.327027358,1063019.2859741077,667318.0410532504,0.01670806091095957,0.051893887975550244,1.1641532182693481e-09,0.0,
1961,NRC,2348356.8306928487,47308544.77144826,29063636.724415373,18244908.04703289,752092.2537035061,1367704.0964817018,1596264.5769893527,980652.7342111468,615611.8427782059,0.01645273984373836,0.0487022353806411,1.0244548320770264e-08,0.0,
1962,NRC,2716790.8312457125,49255489.58126069,30259727.133626707,18995762.44763398,769846.0214332942,1520700.4220343786,1946944.8098124266,1196090.4092113338,750854.4006010927,0.016272874702709373,0.052323129292243385,8.381903171539307e-09,0.0,
1963,NRC,3700722.4100475963,52168081.99172329,32049055.63977562,20119026.351947673,788129.9995849754,1911393.9038986843,2912592.410462603,1789328.506148912,1123263.904313691,0.01600085607279844,0.06316626370945067,-1.7695128917694092e-08,0.0,
1964,NRC,3467152.671282974,54828322.95627069,33683353.99679623,21144968.95947446,806911.7067355755,1832854.314262365,2660240.9645473957,1634298.357020609,1025942.6075267866,0.015467536392532042,0.057189027185800635,-2.7939677238464355e-09,0.0,
1965,NRC,3170002.8553763335,57172211.4715261,35123303.68577981,22048907.78574629,826114.3401209144,1730053.1663927515,2343888.515255414,1439949.688983582,903938.826271832,0.01506729178603177,0.051362259428122996,-5.122274160385132e-09,0.0,
1966,NRC,2837180.4161487725,59163766.60628809,36346800.10134277,22816966.504945327,845625.2813867953,1613684.000585815,1991555.1347619891,1223496.4155629575,768058.7191990353,0.014790844356404655,0.04594340028552436,1.210719347000122e-08,0.0,
1967,NRC,3013756.997733641,61312214.80671827,37666682.55218094,23645532.25453733,865308.7973034622,1693874.54689547,2148448.200430177,1319882.450838171,828565.7495920025,0.01462565429719437,0.04660312715761993,-1.862645149230957e-09,0.0,
1968,NRC,3050655.142082723,63477847.61693475,38997122.23445569,24480725.382479057,885022.3318662366,1720215.4598079715,2165632.810216479,1330439.6822747514,835193.1279417276,0.014434682137257591,0.045669417725463304,-7.450580596923828e-09,0.0,
1969,NRC,3212154.9622465223,65785366.92711689,40414728.78502079,25370638.142096102,904635.6520643793,1794548.411681421,2307519.3101821467,1417606.5505651012,889912.7596170455,0.014251202364697678,0.0460174574137129,3.725290298461914e-09,0.0,
1970,NRC,3682956.7252716986,68544271.87110683,42109640.59084133,26434631.280265503,924051.7812817553,1988044.919451159,2758904.94398994,1694911.8058205396,1063993.1381694004,0.014046463893794272,0.04919109886957852,-3.259629011154175e-09,0.0,
1971,NRC,3343666.0216196585,70944709.8513107,43584331.0040252,27360378.8472855,943228.0414157953,1868975.6084357905,2400437.980203867,1474690.413183868,925747.567019999,0.013760858721929033,0.04438355640685009,3.725290298461914e-09,0.0,
1972,NRC,2641622.2543472634,72624136.82517461,44616073.910288155,28008062.914886463,962195.2804833467,1609879.3480843068,1679426.9738639146,1031742.9062629566,647684.0676009618,0.013562607874497779,0.03693711274209136,-2.0954757928848267e-09,0.0,
1973,NRC,2371605.358824512,74014668.97885111,45470336.52951087,28544332.44934024,981073.2051480482,1517342.7396017965,1390532.153676495,854262.6192227155,536269.5344537757,0.013508913813457767,0.03400888080499409,3.119930624961853e-08,0.0,
1974,NRC,3204606.8824917087,76219196.413759,46824670.82211499,29394525.591644,1000079.4475837944,1850272.5898875901,2204527.4349078834,1354334.2926041186,850193.1423037611,0.013511908671368323,0.04069186047670305,-3.073364496231079e-08,0.0,
1975,NRC,2018837.8563946066,77218503.65332201,47438587.45656337,29779916.19675864,1019530.6168316116,1404921.2219462274,999307.2395630181,613916.6344483793,385390.6051146388,0.013376297111518316,0.03000386756125773,2.3050233721733093e-08,0.0,
1976,NRC,1756249.690429658,77934918.44614384,47878711.315438375,30056207.130705457,1039834.8976077916,1316125.8315546515,716414.7928218246,440123.85887500644,276290.9339468181,0.013466136332765584,0.02774378205842971,-4.17931005358696e-08,0.0,
1977,NRC,1968540.9905865297,78841982.94751085,48435959.34073073,30406023.60678013,1061476.4892195235,1411292.9652941779,907064.5013670176,557248.0252923518,349816.47607467324,0.013620037210317305,0.029476419195917453,1.1408701539039612e-08,0.0,
1978,NRC,2667526.49065577,80424517.28738278,49408177.01050163,31016340.27688115,1084992.1507838464,1695308.8208848662,1582534.339871928,972217.6697709039,610316.6701010205,0.013761604036597878,0.03500103732763787,4.423782229423523e-09,0.0,
1979,NRC,2782161.66037423,82095737.13456845,50434877.932288416,31660859.202280037,1110941.8131885624,1755460.7385874446,1671219.8471856713,1026700.9217867851,644518.9253988862,0.013813471944367517,0.0355297613634748,3.958120942115784e-09,0.0,
1980,NRC,3494265.584082623,84450126.48452757,51881278.72744332,32568847.757084247,1139876.2341235054,2047864.7889277162,2354389.34995912,1446400.7951549068,907988.5548042096,0.013884718913663694,0.040604138899217455,2.7939677238464355e-09,0.0,
1981,NRC,4889229.029284719,88167050.77017237,54164742.26858641,34002308.50158596,1172304.7436399215,2605765.48814163,3716924.2856447995,2283463.5411430895,1433460.7445017137,0.01388162211757852,0.05022554478332998,1.862645149230957e-09,0.0,
1982,NRC,3071663.889373799,90030048.87281406,55309260.67081237,34720788.20200169,1208665.7867321176,1927145.4871478425,1862998.1026416868,1144518.4022259563,718479.7004157305,0.013708814984441093,0.03557933457140287,5.587935447692871e-09,0.0,
1983,NRC,3091412.1361181675,91872158.01605144,56440946.10320992,35431211.91284152,1249302.9928807858,1959726.7037206157,1842109.1432373822,1131685.4323975518,710423.7108398303,0.013876511326187137,0.03543216235314454,4.656612873077393e-10,0.0,
1984,NRC,4519964.1599385,95097673.86715929,58422516.69258935,36675157.17456994,1294448.3088306405,2538393.5705590704,3225515.8511078507,1981570.5893794298,1243945.2617284209,0.014089669131364923,0.04497432707660984,-9.313225746154785e-09,0.0,
1985,NRC,4704405.641997474,98457867.6698722,60486825.63460989,37971042.0352623,1344211.8392845802,2640096.6999769313,3360193.8027129024,2064308.942020543,1295884.8606923595,0.014135065397732991,0.045189711937072656,8.381903171539307e-09,0.0,
1986,NRC,4708316.171715209,101767604.88237572,62520136.96266275,39247467.91971297,1398578.9592116547,2675004.843662353,3309737.2125035226,2033311.328052856,1276425.8844506666,0.01420484713218724,0.04422458635573934,-3.166496753692627e-08,0.0,
1987,NRC,5454405.244586783,105764595.37584092,64975657.00146817,40788938.37437275,1457414.751121602,2998885.2057813657,3996990.4934652,2455520.0388054177,1541470.4546597824,0.014321008662885408,0.047966708831305195,1.862645149230957e-08,0.0,
1988,NRC,5860283.665603885,110104405.01809713,67641785.3194073,42462619.69868983,1520474.0233476576,3194155.347664753,4339809.642256215,2666128.3179391325,1673681.3243170828,0.014376020803034899,0.04915926202320015,-1.30385160446167e-08,0.0,
1989,NRC,7291038.11138445,115808028.00110579,71145761.76154962,44662266.23955617,1587415.128375823,3787061.669242128,5703622.983008653,3503976.4421423227,2199646.5408663377,0.014417362576137712,0.05598701529475407,2.514570951461792e-08,0.0,
1990,NRC,7603781.14225303,121753992.80951945,74798619.02027021,46955373.78924924,1657816.333839349,3950923.8835324384,5945964.8084136695,3652857.2587205917,2293107.5496930704,0.014315210805795946,0.055532807376133766,-1.1175870895385742e-08,0.0,
1991,NRC,7362428.354907298,127385227.53097337,78258124.29664105,49127103.23433233,1731193.6334533866,3902923.07853646,5631234.72145392,3459505.2763708383,2171729.445083089,0.014218783248955032,0.05217907936881534,8.381903171539307e-09,0.0,
1992,NRC,8489869.178982256,134068077.41945723,82363681.17608061,51704396.243376605,1807019.290498384,4384312.299542693,6682849.888483852,4105556.8794395626,2577293.0090442747,0.014185469740272766,0.056023733496649554,-1.955777406692505e-08,0.0,
1993,NRC,9687999.899828887,141871337.32345045,87157553.23897123,54713784.08447922,1884739.9958357038,4894127.836938268,7803259.903993219,4793872.062890619,3009387.841102615,0.014058081775417274,0.05942094582289724,3.632158041000366e-08,0.0,
1994,NRC,10128947.663170183,150036490.9228183,92173751.88041203,57862739.042406276,1963794.0638022753,5112749.021729389,8165153.599367857,5016198.641440794,3148954.9579270557,0.013842077623650287,0.05866099760408714,-5.029141902923584e-08,0.0,
1995,NRC,6464014.9819032252,154456877.74283844,96022130.472835585,58434747.270002857,2043628.1618831111,2615636.3894796814,4420386.8200201392,3848378.5924235433,572008.22759657353,0.013620874157436761,0.028377236861023704,2.514570951461792e-08,-4.6566128730773926e-10,
1996,NRC,7280384.3842413742,159613548.40811086,100588619.5537409,59024928.854369953,2123713.7189689465,2713895.3033360555,5156670.6652724147,4566489.0809053183,590181.58436709642,0.013749557481699223,0.028263227341157666,-1.3038516044616699e-08,0,
1997,NRC,7654470.8694146257,165064457.35310289,105421468.25144857,59642989.101654321,2203561.9244226031,2821622.1717069573,5450908.9449920356,4832848.6977076679,618060.24728436768,0.013805607020203479,0.028051107413791136,1.3038516044616699e-08,0,
1998,NRC,9806445.0002409685,172588166.17225322,112266145.36719349,60322020.805059731,2282736.1810906222,2961767.8844960504,7523708.8191503286,6844677.1157449186,679031.70340541005,0.013829362284864479,0.028094542161296008,-1.7695128917694092e-08,0,
1999,NRC,8347389.8777534319,178574692.05580586,117502226.40773374,61072465.648072124,2360863.9942008182,3111308.8372131838,5986525.8835526407,5236081.0405402482,750444.84301239252,0.013679176542408683,0.027713687212087831,2.7008354663848877e-08,0,
2000,NRC,8496663.5787614305,184633705.64209297,122751824.38640028,61881881.255692691,2437649.9924743082,3247065.6000948865,6059013.586287111,5249597.978666544,809415.60762056708,0.013650590486318885,0.0276340772372052,-1.1175870895385742e-08,0,
2001,NRC,9666146.9645067509,191786961.68190071,129024235.13104691,62762726.550853804,2512890.9246990075,3393736.2198601277,7153256.0398077369,6272410.7446466237,880845.29516111314,0.013610141853352459,0.027647134670497987,-6.5192580223083496e-09,0,
2002,NRC,9809290.3336234502,199009760.08281904,135289470.40698424,63720289.675834805,2586491.932705102,3544055.057686117,7222798.4009183347,6265235.2759373337,957563.12498100102,0.013486276178643869,0.027468134603444872,-1.3038516044616699e-08,0,
2003,NRC,10949196.652977373,207300472.14470649,142532839.27394664,64767632.870759845,2658484.591089976,3705827.7860149713,8290712.0618874431,7243368.8669624031,1047343.19492504,0.013358563871358031,0.027391841913985793,4.5634806156158447e-08,9.3132257461547852e-10,
2004,NRC,10850627.683708638,215422052.89767325,149502627.06562856,65919425.832044691,2729046.9307418331,3880839.8920267224,8121580.7529667616,6969787.7916819155,1151792.9612848461,0.013164692306329225,0.027227689505067588,-4.2840838432312012e-08,0,
2005,NRC,12173462.376773164,224796991.14999685,157605498.10861397,67191493.041382879,2798524.124449566,4070591.3337877532,9374938.2523235977,8102871.0429854095,1272067.2093381882,0.01299088968286307,0.027227557225471682,0,-9.3132257461547852e-10,
2006,NRC,12720119.953812487,234649663.14580494,166045681.23930812,68603981.906496823,2867447.9580044188,4279936.8231183374,9852671.9958080947,8440183.1306941509,1412488.8651139438,0.012755722144390717,0.027156012159987052,2.6077032089233398e-08,0,
2007,NRC,13471476.740715217,245184587.53184199,175016671.14277297,70167916.389069021,2936552.3546781624,4500486.837250364,10534924.386037052,8970989.9034648538,1563934.4825721979,0.012514624207465699,0.02710390781416458,-3.7252902984619141e-09,0,
2008,NRC,15670042.744048998,257847847.84263232,185934821.65909818,71913026.183534145,3006782.4332586415,4751892.2277237931,12663260.31079033,10918150.516325206,1745109.7944651246,0.012263341931589204,0.027151083360780828,-2.6077032089233398e-08,0,
2009,NRC,15483800.961268248,270252354.58144635,196401886.22575229,73850468.355694056,3079294.2224542592,5016736.3946141321,12404506.738814026,10467064.566654116,1937442.1721599102,0.011942291736069055,0.026981155814977235,3.7252902984619141e-08,0,
2010,NRC,11976596.913966663,279073508.53836894,203193049.51729313,75880459.021075815,3155442.9570440687,5185433.6224258309,8821153.9569225907,6791163.2915408313,2029990.6653817594,0.01167591291454635,0.026402157953134334,-3.7252902984619141e-09,-9.3132257461547852e-10,
2011,NRC,17459632.8604583,293296382.62824088,215187860.92319831,78108521.705042571,3236758.7705863416,5464821.4545531143,14222874.089871943,11994811.405905187,2228062.6839667559,0.011598230113415906,0.02689472630848045,-1.4901161193847656e-08,1.862645149230957e-09,
2012,NRC,19414835.524806082,309386310.35619414,228816283.35070413,80570027.005490005,3324907.7968528494,5786413.0973002631,16089927.727953255,13628422.427505821,2461505.3004474342,0.01133634096356121,0.02689005352102768,2.2351741790771484e-08,1.862645149230957e-09,
2013,NRC,19252786.975143388,325217458.14475405,241931754.05694726,83285704.087806791,3421639.1865834985,6137316.2689002613,15831147.788559914,13115470.706243128,2715677.0823167861,0.011059439516390338,0.026822025858595326,2.4214386940002441e-08,0,
2014,NRC,19960288.143109515,341649022.6428566,255439551.82046178,86209470.822394818,3528723.6450069444,6452490.3795949984,16431564.498102546,13507797.763514519,2923766.734588027,0.010850351223876524,0.026670704739635686,-2.6077032089233398e-08,1.862645149230957e-09,
2015,NRC,20294091.144003704,358295227.44299155,268946554.808393,89348672.634598553,3647886.343868759,6787088.1560724825,16646204.800134957,13507002.987931222,3139201.8122037351,0.010677291905155201,0.026570232008717484,1.1175870895385742e-08,0,
2016,NRC,19303465.287641261,373817955.97898102,281144243.36337596,92673712.615605056,3780736.7516518207,7105776.7326583015,15522728.535989463,12197688.55498296,3325039.9810065031,0.010552015383049932,0.026420776193696576,2.2351741790771484e-08,0,
