"year","asset","K_real_refrozen","K_current_refrozen","pKN_guardian","I_real_guardian","I_current","survival_L","survival_alpha","survival_lambda","construction_start_year","warmup_status","status"
1982,"NRC",1948144.07454188,182494.490427266,9.36760749946998,140825.71244308,13192,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
1983,"NRC",2019096.88720916,199894.442005076,9.90019068779676,120199.70498819,11900,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
1984,"NRC",2113756.62054726,223547.541952359,10.5758411247214,145690.539582552,15408,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
1985,"NRC",2239945.22297547,250757.695210228,11.1948137230396,179118.657050378,20052,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
1986,"NRC",2351717.03754924,281526.26012794,11.9710941253937,166843.563259872,19973,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
1987,"NRC",2443743.93134778,311555.465879826,12.7491044328853,149406.57283242,19048,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
1988,"NRC",2526521.39253224,342197.968324669,13.5442339548804,142510.828329607,19302,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
1989,"NRC",2619446.28330012,376724.455972166,14.3818355189765,155014.983800806,22294,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
1990,"NRC",2704860.68356503,408348.284740718,15.0968324254879,149912.242264745,22632,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
1991,"NRC",2753783.20782487,427198.044134891,15.5131327303111,115863.122635963,17974,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
1992,"NRC",2788118.80481481,453933.00760945,16.2809779420286,103611.712146931,16869,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
1993,"NRC",2800857.97467146,485045.688840416,17.3177538178212,84191.0570699772,14580,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
1994,"NRC",2817361.69047931,523957.059901113,18.5974368030813,89931.7479988905,16725,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
1995,"NRC",2825323.5986288,553218.761266139,19.580722064355,83209.3931288672,16293,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
1996,"NRC",2844468.43554664,587971.673427377,20.6707047995202,96063.4878809788,19857,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
1997,"NRC",2872045.20037757,638586.391356011,22.2345522720903,106073.644800147,23585,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
1998,"NRC",2885849.30282105,691762.676685251,23.9708523937484,93838.9658845275,22494,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
1999,"NRC",2891478.59679933,744335.281182827,25.742375613873,87113.1722121046,22425,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
2000,"NRC",2891295.71299011,794474.822911871,27.4781586450126,82625.6238393211,22704,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
2001,"NRC",2883113.04727889,842987.383463483,29.2387904892978,75820.5097714779,22169,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
2002,"NRC",2849787.01082123,883589.614621433,31.0054615052374,51729.5960819377,16039,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
2003,"NRC",2809387.679785,920798.407499015,32.775768688837,45490.9239247779,14910,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
2004,"NRC",2766564.61863558,1022375.06632235,36.9546787172667,43675.1192548151,16140,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
2005,"NRC",2722455.77059854,1144246.99486577,42.0299571887704,42800.4242764404,17989,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
2006,"NRC",2680815.74349007,1261095.26898438,47.0414750453009,45506.6512675997,21407,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
2007,"NRC",2644826.50597155,1342166.51657669,50.7468642478559,51250.4573149046,26008,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
2008,"NRC",2604374.55447373,1455049.99829275,55.8694599359105,46773.3177123545,26132,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
2009,"NRC",2552282.89864901,1410880.87959164,55.2791730234314,35005.9505987863,19351,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
2010,"NRC",2484287.00180357,1431716.12452265,57.6308664612114,18821.511224893,10847,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
2011,"NRC",2412483.46630862,1506905.29101832,62.4628235618151,14533.4448274118,9078,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
2012,"NRC",2343441.33710294,1558899.69195793,66.5218141916497,16620.1119652985,11056,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
2013,"NRC",2271590.35432922,1640614.79909581,72.2231803797331,12981.9816168481,9376,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
2014,"NRC",2203723.40136602,1714916.92254308,77.8190639297132,15993.5102936233,12446,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
2015,"NRC",2139727.79197646,1796913.97633269,83.9786249012957,18775.0156882561,15767,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
2016,"NRC",2079217.07166972,1896464.96957771,91.2105328211233,21080.8986695745,19228,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
2017,"NRC",2018394.35548266,2018394.35548266,100,19520,19520,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
2018,"NRC",1959312.86591069,2198542.57758879,112.20987805676,19944.768132338,22380,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
2019,"NRC",1904540.46266283,2368016.4154289,124.335316673612,22877.6511461099,28445,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
2020,"NRC",1847641.86471586,2507400.0080189,135.708118326519,19335.6155280744,26240,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
2021,"NRC",1785817.0255864,3056914.07550963,171.177339655268,12949.1438788801,22166,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
2022,"NRC",1725613.90183897,3736621.35018487,216.538667554937,13047.092382626,28252,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
2023,"NRC",1667595.76170726,3851075.94330118,230.935819803146,13654.4430512682,31533,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
2024,"NRC",1610204.81282781,4015502.37533655,249.378361270986,12667.0974333952,31589,30,1.6,33.4606966397767,1931,"ASSET_SPECIFIC_WARMUP_USED","CONSTRUCTED"
