sample,spec,lag,rank,equation,term_raw,term,estimate,std_error,z_stat,p_value,stars_printed,sig_code,sig_label
ISI1931_1973,S1_B,1,1,log_M,log_KME -1,log_KME_lag1,-0.4537,0.5662,-0.8013069586718473,0.4229539633373906,,0,0
ISI1931_1973,S1_B,1,1,log_KME,ECT,ECT,-0.0129,0.0395,-0.3265822784810127,0.7439838489359454,,0,0
ISI1931_1973,S1_B,1,1,log_KME,Intercept,Intercept,-0.0518,0.1825,-0.28383561643835614,0.7765363585399268,,0,0
ISI1931_1973,S1_B,1,1,log_KME,log_M -1,log_M_lag1,0.0495,0.0369,1.3414634146341464,0.17977004038791403,,0,0
ISI1931_1973,S1_B,1,1,log_KME,log_KME -1,log_KME_lag1,0.7562,0.1052,7.188212927756654,6.564483411856534e-13,***,3,99
ISI1931_1973,S1_B,1,1,log_NRS_proxy 1.2595(0.7680),ECT,ECT,5.8447,3.5473,1.6476475065542806,0.09942502579044306,,1,90
ISI1931_1973,S1_B,1,1,log_NRS_proxy 1.2595(0.7680),Intercept,Intercept,-0.6744,0.7176,-0.9397993311036789,0.34732050200828185,,0,0
ISI1931_1973,S1_B,1,1,log_NRS_proxy 1.2595(0.7680),log_M -1,log_M_lag1,1.6048,2.0444,0.7849735863823126,0.43246905536673363,,0,0
ISI1931_1973,S1_B,1,1,log_NRS_proxy 1.2595(0.7680),log_KME -1,log_KME_lag1,NA,NA,NA,NA,NA,NA,NA
ISI1931_1973,S1_B,1,1,log_M,log_NRS_proxy -1,log_NRS_proxy_lag1,-0.0537,0.0476,-1.1281512605042014,0.25925604370448796,,0,0
ISI1931_1973,S1_B,1,1,log_KME,log_NRS_proxy -1,log_NRS_proxy_lag1,0.0037,0.0088,0.42045454545454547,0.6741534284271514,,0,0
ISI1931_1973,S1_B,2,1,log_M,ECT,ECT,-0.5886,0.263,-2.2380228136882128,0.02521956744049589,*,2,95
ISI1931_1973,S1_B,2,1,log_M,Intercept,Intercept,-2.506,1.1418,-2.1947801716587843,0.028179370501217823,*,2,95
ISI1931_1973,S1_B,2,1,log_M,log_M -1,log_M_lag1,0.2618,0.2319,1.1289348857266062,0.2589253029683906,,0,0
ISI1931_1973,S1_B,2,1,log_M,log_KME -1,log_KME_lag1,-1.9414,1.3301,-1.45958950454853,0.14440292547118685,,0,0
ISI1931_1973,S1_B,2,1,log_KME,ECT,ECT,-0.0545,0.0496,-1.0987903225806452,0.27185953430437265,,0,0
ISI1931_1973,S1_B,2,1,log_KME,Intercept,Intercept,-0.2261,0.2155,-1.0491879350348028,0.2940916303965775,,0,0
ISI1931_1973,S1_B,2,1,log_KME,log_M -1,log_M_lag1,0.0681,0.0438,1.5547945205479452,0.11999501455841473,,0,0
ISI1931_1973,S1_B,2,1,log_KME,log_KME -1,log_KME_lag1,0.778,0.2511,3.09836718438869,0.0019459016934318494,**,3,99
ISI1931_1973,S1_B,2,1,log_NRS_proxy 1.7119(0.9174).,ECT,ECT,NA,NA,NA,NA,NA,NA,NA
ISI1931_1973,S1_B,2,1,log_NRS_proxy 1.7119(0.9174).,Intercept,Intercept,-0.6444,0.8087,-0.7968344256213676,0.42554719874078845,,0,0
ISI1931_1973,S1_B,2,1,log_NRS_proxy 1.7119(0.9174).,log_M -1,log_M_lag1,-2.7328,4.6397,-0.589003599370649,0.5558588590753133,,0,0
ISI1931_1973,S1_B,2,1,log_NRS_proxy 1.7119(0.9174).,log_KME -1,log_KME_lag1,NA,NA,NA,NA,NA,NA,NA
ISI1931_1973,S1_B,2,1,log_M,log_NRS_proxy -1,log_NRS_proxy_lag1,-0.1382,0.0572,-2.416083916083916,0.015688445245170535,*,2,95
ISI1931_1973,S1_B,2,1,log_M,log_M -2,log_M_-2,0.0141,0.2094,0.0673352435530086,0.9463148202473717,,0,0
ISI1931_1973,S1_B,2,1,log_M,log_KME -2,log_KME_-2,1.5367,1.2678,1.212099700268181,0.22547421846875476,,0,0
ISI1931_1973,S1_B,2,1,log_M,log_NRS_proxy -2,log_NRS_proxy_-2,-0.0885,0.0565,-1.566371681415929,0.11726162858877373,,0,0
ISI1931_1973,S1_B,2,1,log_KME,log_NRS_proxy -1,log_NRS_proxy_lag1,-0.001,0.0108,-0.09259259259259259,0.9262272287222274,,0,0
ISI1931_1973,S1_B,2,1,log_KME,log_M -2,log_M_-2,0.0362,0.0395,0.9164556962025318,0.35942793440351617,,0,0
ISI1931_1973,S1_B,2,1,log_KME,log_KME -2,log_KME_-2,-0.1493,0.2393,-0.6239030505641453,0.5326912567851545,,0,0
ISI1931_1973,S1_B,2,1,log_KME,log_NRS_proxy -2,log_NRS_proxy_-2,-0.0038,0.0107,-0.3551401869158879,0.7224845715373494,,0,0
ISI1931_1973,S1_B,2,1,log_NRS_proxy -0.4400(0.1995)*,log_NRS_proxy -1,log_NRS_proxy_lag1,0.0448,0.7305,0.06132785763175907,0.9510981053707146,,0,0
ISI1931_1973,S1_B,2,1,log_NRS_proxy -0.4400(0.1995)*,log_M -2,log_M_-2,5.1584,4.4223,1.166451846324311,0.2434318068779983,,0,0
ISI1931_1973,S1_B,2,1,log_NRS_proxy -0.4400(0.1995)*,log_KME -2,log_KME_-2,-0.1975,0.1971,-1.002029426686961,0.3163293807446403,,0,0
ISI1931_1973,S1_B,2,1,log_NRS_proxy -0.4400(0.1995)*,log_NRS_proxy -2,log_NRS_proxy_-2,NA,NA,NA,NA,NA,NA,NA
ISI1931_1973,S1_C,1,1,log_M,ECT,ECT,-0.7568,0.2217,-3.41362201172756,6.410544707178531e-4,**,3,99
ISI1931_1973,S1_C,1,1,log_M,Intercept,Intercept,-3.2783,0.9733,-3.368231788759889,7.565196497884852e-4,**,3,99
ISI1931_1973,S1_C,1,1,log_M,log_M -1,log_M_lag1,0.2532,0.1991,1.2717227523857357,0.20347164364541406,,0,0
ISI1931_1973,S1_C,1,1,log_M,log_KME -1,log_KME_lag1,-0.4021,0.5614,-0.7162451015318846,0.4738400185282312,,0,0
ISI1931_1973,S1_C,1,1,log_M,omega -1,omega_lag1,0.2556,0.2207,1.1581332125056638,0.24680967823161637,,0,0
ISI1931_1973,S1_C,1,1,log_KME -0.0058(0.0417),ECT,ECT,-0.0176,0.1832,-0.09606986899563319,0.9234650816499693,,0,0
ISI1931_1973,S1_C,1,1,log_KME -0.0058(0.0417),Intercept,Intercept,0.0437,0.0375,1.1653333333333336,0.2438840913280096,,0,0
ISI1931_1973,S1_C,1,1,log_KME -0.0058(0.0417),log_M -1,log_M_lag1,0.763,0.1057,7.218543046357616,5.254750411247023e-13,***,3,99
ISI1931_1973,S1_C,1,1,log_KME -0.0058(0.0417),log_KME -1,log_KME_lag1,0.0062,0.0416,0.14903846153846154,0.881523283950883,,0,0
ISI1931_1973,S1_C,1,1,log_KME -0.0058(0.0417),omega -1,omega_lag1,NA,NA,NA,NA,NA,NA,NA
ISI1931_1973,S1_C,1,1,omega,ECT,ECT,-0.2935,0.1853,-1.583917970858068,0.11321238727221605,,0,0
ISI1931_1973,S1_C,1,1,omega,Intercept,Intercept,-1.2881,0.8136,-1.5832104228121928,0.11337351162310462,,0,0
ISI1931_1973,S1_C,1,1,omega,log_M -1,log_M_lag1,0.1448,0.1664,0.8701923076923078,0.38419531898719406,,0,0
ISI1931_1973,S1_C,1,1,omega,log_KME -1,log_KME_lag1,-0.2085,0.4694,-0.4441840647635279,0.6569095122955804,,0,0
ISI1931_1973,S1_C,1,1,omega,omega -1,omega_lag1,-0.4051,0.1845,-2.1956639566395664,0.028116004806968818,*,2,95
ISI1931_1973,S1_C,2,1,log_M,ECT,ECT,-0.4288,0.2606,-1.6454336147352264,0.09988042223109743,,1,90
ISI1931_1973,S1_C,2,1,log_M,Intercept,Intercept,-1.6371,1.0212,-1.603113983548766,0.10890949128806539,,0,0
ISI1931_1973,S1_C,2,1,log_M,log_M -1,log_M_lag1,0.1886,0.2407,0.7835479850436228,0.43330538691266485,,0,0
ISI1931_1973,S1_C,2,1,log_M,log_KME -1,log_KME_lag1,-1.955,1.3484,-1.4498665084544646,0.14709574842578288,,0,0
ISI1931_1973,S1_C,2,1,log_M,omega -1,omega_lag1,NA,NA,NA,NA,NA,NA,NA
ISI1931_1973,S1_C,2,1,log_KME -0.0322(0.0479),ECT,ECT,-0.1158,0.1875,-0.6176,0.5368390445961597,,0,0
ISI1931_1973,S1_C,2,1,log_KME -0.0322(0.0479),Intercept,Intercept,0.0632,0.0442,1.4298642533936652,0.15275598336652346,,0,0
ISI1931_1973,S1_C,2,1,log_KME -0.0322(0.0479),log_M -1,log_M_lag1,0.7184,0.2476,2.901453957996769,0.0037143535838752746,**,3,99
ISI1931_1973,S1_C,2,1,log_KME -0.0322(0.0479),log_KME -1,log_KME_lag1,0.0085,0.046,0.1847826086956522,0.8533995492013502,,0,0
ISI1931_1973,S1_C,2,1,log_KME -0.0322(0.0479),omega -1,omega_lag1,NA,NA,NA,NA,NA,NA,NA
ISI1931_1973,S1_C,2,1,omega,ECT,ECT,-0.4106,0.1984,-2.0695564516129035,0.0384938997363574,*,2,95
ISI1931_1973,S1_C,2,1,omega,Intercept,Intercept,NA,NA,NA,NA,NA,NA,NA
ISI1931_1973,S1_C,2,1,omega,log_M -1,log_M_lag1,0.1402,0.1832,0.7652838427947598,0.44410254303664454,,0,0
ISI1931_1973,S1_C,2,1,omega,log_KME -1,log_KME_lag1,0.792,1.0263,0.7717041800643087,0.44028965440889134,,0,0
ISI1931_1973,S1_C,2,1,omega,omega -1,omega_lag1,NA,NA,NA,NA,NA,NA,NA
ISI1931_1973,S1_C,2,1,log_M,ECT,ECT,-0.0404,0.2171,-0.18608935974205434,0.8523746858725874,,0,0
ISI1931_1973,S1_C,2,1,log_M,Intercept,Intercept,1.555,1.3123,1.1849424674236073,0.2360401950062286,,0,0
ISI1931_1973,S1_C,2,1,log_M,log_M -1,log_M_lag1,0.2169,0.2671,0.812055409958817,0.41675983762370067,,0,0
ISI1931_1973,S1_C,2,1,log_M,log_KME -1,log_KME_lag1,NA,NA,NA,NA,NA,NA,NA
ISI1931_1973,S1_C,2,1,log_M,omega -1,omega_lag1,NA,NA,NA,NA,NA,NA,NA
ISI1931_1973,S1_C,2,1,log_KME 0.0316(0.0399),ECT,ECT,-0.0814,0.2409,-0.3378995433789954,0.7354388916732985,,0,0
ISI1931_1973,S1_C,2,1,log_KME 0.0316(0.0399),Intercept,Intercept,-0.0157,0.049,-0.3204081632653061,0.7486589380932023,,0,0
ISI1931_1973,S1_C,2,1,log_KME 0.0316(0.0399),log_M -1,log_M_lag1,NA,NA,NA,NA,NA,NA,NA
ISI1931_1973,S1_C,2,1,log_KME 0.0316(0.0399),log_KME -1,log_KME_lag1,NA,NA,NA,NA,NA,NA,NA
ISI1931_1973,S1_C,2,1,log_KME 0.0316(0.0399),omega -1,omega_lag1,NA,NA,NA,NA,NA,NA,NA
ISI1931_1973,S1_C,2,1,omega,ECT,ECT,-0.0376,0.1652,-0.22760290556900725,0.8199549609191918,,0,0
ISI1931_1973,S1_C,2,1,omega,Intercept,Intercept,-1.2969,0.9988,-1.2984581497797356,0.19412994833173472,,0,0
ISI1931_1973,S1_C,2,1,omega,log_M -1,log_M_lag1,-0.1843,0.2033,-0.9065420560747662,0.36464901532498717,,0,0
ISI1931_1973,S1_C,2,1,omega,log_KME -1,log_KME_lag1,NA,NA,NA,NA,NA,NA,NA
ISI1931_1973,S1_C,2,1,omega,omega -1,omega_lag1,NA,NA,NA,NA,NA,NA,NA
ISI1931_1973,S1_D,1,1,log_M,ECT,ECT,-0.797,0.2145,-3.7156177156177157,2.0270786482501037e-4,***,3,99
ISI1931_1973,S1_D,1,1,log_M,Intercept,Intercept,-5.1595,1.3983,-3.6898376600157334,2.2439720385795738e-4,**,3,99
ISI1931_1973,S1_D,1,1,log_M,log_M -1,log_M_lag1,0.2241,0.1822,1.2299670691547748,0.21870943674228413,,0,0
ISI1931_1973,S1_D,1,1,log_M,log_KME -1,log_KME_lag1,0.3892,0.5321,0.7314414583724863,0.4645095499403433,,0,0
ISI1931_1973,S1_D,1,1,log_M,log_NRS_proxy -1,log_NRS_proxy_lag1,-0.1026,0.1349,-0.7605633802816901,0.4469178993370015,,0,0
ISI1931_1973,S1_D,1,1,log_KME,ECT,ECT,-0.0068,0.0409,-0.16625916870415647,0.8679529974236738,,0,0
ISI1931_1973,S1_D,1,1,log_KME,Intercept,Intercept,-0.0383,0.2666,-0.1436609152288072,0.8857682360960142,,0,0
ISI1931_1973,S1_D,1,1,log_KME,log_M -1,log_M_lag1,0.0496,0.0347,1.4293948126801153,0.15289078851228172,,0,0
ISI1931_1973,S1_D,1,1,log_KME,log_KME -1,log_KME_lag1,0.7761,0.1014,7.653846153846153,1.9505561706353566e-14,***,3,99
ISI1931_1973,S1_D,1,1,log_KME,log_NRS_proxy -1,log_NRS_proxy_lag1,0.0316,0.0257,1.2295719844357977,0.21885742639045067,,0,0
ISI1931_1973,S1_D,1,1,log_NRS_proxy 1.1782(0.8343),ECT,ECT,7.7043,5.4392,1.4164399176349465,0.15664674362810221,,0,0
ISI1931_1973,S1_D,1,1,log_NRS_proxy 1.1782(0.8343),Intercept,Intercept,-0.5024,0.7086,-0.7090036692068867,0.47832219987850644,,0,0
ISI1931_1973,S1_D,1,1,log_NRS_proxy 1.1782(0.8343),log_M -1,log_M_lag1,0.3834,2.0698,0.1852352884336651,0.8530444918324569,,0,0
ISI1931_1973,S1_D,1,1,log_NRS_proxy 1.1782(0.8343),log_KME -1,log_KME_lag1,0.034,0.5247,0.06479893272346102,0.9483340912295107,,0,0
ISI1931_1973,S1_D,1,1,log_NRS_proxy 1.1782(0.8343),log_NRS_proxy -1,log_NRS_proxy_lag1,NA,NA,NA,NA,NA,NA,NA
ISI1931_1973,S1_D,1,1,omega,ECT,ECT,-0.1857,0.1948,-0.9532854209445586,0.3404454762098653,,0,0
ISI1931_1973,S1_D,1,1,omega,Intercept,Intercept,-1.2094,1.2697,-0.9525084665669056,0.34083917415751525,,0,0
ISI1931_1973,S1_D,1,1,omega,log_M -1,log_M_lag1,0.0685,0.1654,0.4141475211608223,0.6787660722126285,,0,0
ISI1931_1973,S1_D,1,1,omega,log_KME -1,log_KME_lag1,0.0352,0.4832,0.0728476821192053,0.9419273268797945,,0,0
ISI1931_1973,S1_D,1,1,omega,log_NRS_proxy -1,log_NRS_proxy_lag1,-0.0789,0.1225,-0.6440816326530612,0.5195225001072663,,0,0
ISI1931_1973,S1_D,1,1,log_M,omega -1,omega_lag1,-0.1806,0.6267,-0.28817616084250836,0.7732118959918143,,0,0
ISI1931_1973,S1_D,1,1,log_KME,omega -1,omega_lag1,0.1417,0.1195,1.185774058577406,0.23571153872341735,,0,0
ISI1931_1973,S1_D,1,1,omega,omega -1,omega_lag1,-0.7296,0.5691,-1.2820242488139166,0.1998341399969943,,0,0
ISI1931_1973,S1_D,2,1,log_M,ECT,ECT,-0.8596,0.2505,-3.4315369261477047,6.00171416353573e-4,**,3,99
ISI1931_1973,S1_D,2,1,log_M,Intercept,Intercept,-6.8007,1.9957,-3.407676504484642,6.551851921883054e-4,**,3,99
ISI1931_1973,S1_D,2,1,log_M,log_M -1,log_M_lag1,0.3351,0.2087,1.6056540488739819,0.10834994284149899,,0,0
ISI1931_1973,S1_D,2,1,log_M,log_KME -1,log_KME_lag1,0.2121,1.4493,0.14634651210929414,0.8836478497308878,,0,0
ISI1931_1973,S1_D,2,1,log_KME,ECT,ECT,-0.049,0.0489,-1.0020449897750512,0.31632186446470234,,0,0
ISI1931_1973,S1_D,2,1,log_KME,Intercept,Intercept,-0.3813,0.3899,-0.9779430623236726,0.3281024854704872,,0,0
ISI1931_1973,S1_D,2,1,log_KME,log_M -1,log_M_lag1,0.0659,0.0408,1.6151960784313724,0.10626823953816529,,0,0
ISI1931_1973,S1_D,2,1,log_KME,log_KME -1,log_KME_lag1,1.0544,0.2831,3.724478982691628,1.9571901612455312e-4,**,3,99
ISI1931_1973,S1_D,2,1,log_NRS_proxy 0.6267(1.0584),ECT,ECT,5.0242000000000004,8.4308,0.5959339564454145,0.5512193476705148,,0,0
ISI1931_1973,S1_D,2,1,log_NRS_proxy 0.6267(1.0584),Intercept,Intercept,-0.1428,0.8815,-0.16199659671015318,0.8713085339038096,,0,0
ISI1931_1973,S1_D,2,1,log_NRS_proxy 0.6267(1.0584),log_M -1,log_M_lag1,-4.1874,6.1226,-0.6839251298467971,0.4940224445758372,,0,0
ISI1931_1973,S1_D,2,1,log_NRS_proxy 0.6267(1.0584),log_KME -1,log_KME_lag1,NA,NA,NA,NA,NA,NA,NA
ISI1931_1973,S1_D,2,1,omega,ECT,ECT,0.0461,0.2466,0.18694241686942417,0.8517057815413013,,0,0
ISI1931_1973,S1_D,2,1,omega,Intercept,Intercept,0.3666,1.9641,0.1866503742171987,0.8519347678142033,,0,0
ISI1931_1973,S1_D,2,1,omega,log_M -1,log_M_lag1,-0.0617,0.2054,-0.3003894839337877,0.763880084132301,,0,0
ISI1931_1973,S1_D,2,1,omega,log_KME -1,log_KME_lag1,0.7579,1.4263,0.5313748860688495,0.5951590210787261,,0,0
ISI1931_1973,S1_D,2,1,log_M,log_NRS_proxy -1,log_NRS_proxy_lag1,-0.5114,0.2028,-2.521696252465483,0.011679050756711402,*,2,95
ISI1931_1973,S1_D,2,1,log_M,omega -1,omega_lag1,-1.9222,0.9053,-2.1232740528001766,0.03373089368378493,*,2,95
ISI1931_1973,S1_D,2,1,log_M,log_M -2,log_M_-2,-0.0984,0.1754,-0.5610034207525656,0.5747952052275775,,0,0
ISI1931_1973,S1_D,2,1,log_M,log_KME -2,log_KME_-2,1.3194,1.1732,1.124616433685646,0.2607516068313582,,0,0
ISI1931_1973,S1_D,2,1,log_KME,log_NRS_proxy -1,log_NRS_proxy_lag1,0.0085,0.0396,0.21464646464646464,0.8300429646115339,,0,0
ISI1931_1973,S1_D,2,1,log_KME,omega -1,omega_lag1,0.02,0.1769,0.11305822498586772,0.9099843942077901,,0,0
ISI1931_1973,S1_D,2,1,log_KME,log_M -2,log_M_-2,0.0091,0.0343,0.2653061224489796,0.7907736484294059,,0,0
ISI1931_1973,S1_D,2,1,log_KME,log_KME -2,log_KME_-2,-0.2664,0.2292,-1.1623036649214662,0.24511213846231694,,0,0
ISI1931_1973,S1_D,2,1,log_NRS_proxy -0.4636(0.8568),log_NRS_proxy -1,log_NRS_proxy_lag1,0.5481,3.8245,0.14331285135311805,0.8860431066882806,,0,0
ISI1931_1973,S1_D,2,1,log_NRS_proxy -0.4636(0.8568),omega -1,omega_lag1,0.6932,0.7408,0.9357451403887689,0.34940442312698966,,0,0
ISI1931_1973,S1_D,2,1,log_NRS_proxy -0.4636(0.8568),log_M -2,log_M_-2,3.5243,4.9559,0.7111321858794569,0.47700232669066417,,0,0
ISI1931_1973,S1_D,2,1,log_NRS_proxy -0.4636(0.8568),log_KME -2,log_KME_-2,NA,NA,NA,NA,NA,NA,NA
ISI1931_1973,S1_D,2,1,omega,log_NRS_proxy -1,log_NRS_proxy_lag1,0.0954,0.1996,0.4779559118236473,0.6326815849781902,,0,0
ISI1931_1973,S1_D,2,1,omega,omega -1,omega_lag1,-0.0495,0.891,-0.05555555555555556,0.9556958713164356,,0,0
ISI1931_1973,S1_D,2,1,omega,log_M -2,log_M_-2,-0.2374,0.1726,-1.3754345307068365,0.16899676976513284,,0,0
ISI1931_1973,S1_D,2,1,omega,log_KME -2,log_KME_-2,-0.5942,1.1546,-0.5146371037588775,0.6068066322550674,,0,0
ISI1931_1973,S1_D,2,1,log_M,log_NRS_proxy -1,log_NRS_proxy_lag1,-0.4281,0.1525,-2.807213114754098,0.004997216923870894,*,3,99
ISI1931_1973,S1_D,2,1,log_M,omega -1,omega_lag1,-1.7786,0.6963,-2.554358753410886,0.01063835824754982,*,2,95
ISI1931_1973,S1_D,2,1,log_M,log_M -2,log_M_-2,NA,NA,NA,NA,NA,NA,NA
ISI1931_1973,S1_D,2,1,log_M,log_KME -2,log_KME_-2,NA,NA,NA,NA,NA,NA,NA
ISI1931_1973,S1_D,2,1,log_KME,log_NRS_proxy -1,log_NRS_proxy_lag1,-0.048,0.0298,-1.6107382550335572,0.10723678394366043,,0,0
ISI1931_1973,S1_D,2,1,log_KME,omega -1,omega_lag1,NA,NA,NA,NA,NA,NA,NA
ISI1931_1973,S1_D,2,1,log_KME,log_M -2,log_M_-2,NA,NA,NA,NA,NA,NA,NA
ISI1931_1973,S1_D,2,1,log_KME,log_KME -2,log_KME_-2,NA,NA,NA,NA,NA,NA,NA
ISI1931_1973,S1_D,2,1,log_NRS_proxy 0.0967(0.6440),log_NRS_proxy -1,log_NRS_proxy_lag1,2.0717,2.9415,0.7043005269420364,0.48124563823938915,,0,0
ISI1931_1973,S1_D,2,1,log_NRS_proxy 0.0967(0.6440),omega -1,omega_lag1,NA,NA,NA,NA,NA,NA,NA
ISI1931_1973,S1_D,2,1,log_NRS_proxy 0.0967(0.6440),log_M -2,log_M_-2,NA,NA,NA,NA,NA,NA,NA
ISI1931_1973,S1_D,2,1,log_NRS_proxy 0.0967(0.6440),log_KME -2,log_KME_-2,NA,NA,NA,NA,NA,NA,NA
ISI1931_1973,S1_D,2,1,omega,log_NRS_proxy -1,log_NRS_proxy_lag1,-0.0102,0.15,-0.068,0.9457856342859545,,0,0
ISI1931_1973,S1_D,2,1,omega,omega -1,omega_lag1,-0.3618,0.6853,-0.5279439661462133,0.5975382279026755,,0,0
ISI1931_1973,S1_D,2,1,omega,log_M -2,log_M_-2,NA,NA,NA,NA,NA,NA,NA
ISI1931_1973,S1_D,2,1,omega,log_KME -2,log_KME_-2,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_A,1,1,log_M,ECT,ECT,-0.1186,0.2864,-0.41410614525139666,0.6787963724923389,,0,0
POST1974,S1_A,1,1,log_M,Intercept,Intercept,0.1654,0.1392,1.1882183908045978,0.23474737995619116,,0,0
POST1974,S1_A,1,1,log_M,log_M -1,log_M_lag1,0.1588,0.1921,0.8266527850078085,0.40843388979900513,,0,0
POST1974,S1_A,1,1,log_M,log_KME -1,log_KME_lag1,0.1631,1.5275,0.10677577741407528,0.9149668644188993,,0,0
POST1974,S1_A,1,1,log_KME 0.0489(0.0426),ECT,ECT,-0.0097,0.0207,-0.46859903381642515,0.639356268041323,,0,0
POST1974,S1_A,1,1,log_KME 0.0489(0.0426),Intercept,Intercept,0.03,0.0286,1.048951048951049,0.2942006485718982,,0,0
POST1974,S1_A,1,1,log_KME 0.0489(0.0426),log_M -1,log_M_lag1,0.5779,0.2274,2.5413368513632366,0.011042947040900182,*,2,95
POST1974,S1_A,1,1,log_KME 0.0489(0.0426),log_KME -1,log_KME_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_A,2,1,log_M,ECT,ECT,-0.1781,0.3516,-0.5065415244596132,0.612476546832029,,0,0
POST1974,S1_A,2,1,log_M,Intercept,Intercept,0.1982,0.1821,1.0884129599121362,0.27641284238306757,,0,0
POST1974,S1_A,2,1,log_M,log_M -1,log_M_lag1,0.2349,0.4029,0.5830230826507818,0.559877761445764,,0,0
POST1974,S1_A,2,1,log_M,log_KME -1,log_KME_lag1,-0.2335,2.6506,-0.08809326190296538,0.9298025517824708,,0,0
POST1974,S1_A,2,1,log_M,log_M -2,log_M_-2,0.0132,0.2174,0.06071757129714811,0.9515841376276966,,0,0
POST1974,S1_A,2,1,log_KME 0.0615(0.0519),ECT,ECT,-0.019,0.0269,-0.7063197026022304,0.4799893434793222,,0,0
POST1974,S1_A,2,1,log_KME 0.0615(0.0519),Intercept,Intercept,0.0477,0.0595,0.8016806722689076,0.42273769883688017,,0,0
POST1974,S1_A,2,1,log_KME 0.0615(0.0519),log_M -1,log_M_lag1,0.4184,0.3916,1.0684371807967312,0.2853233528960125,,0,0
POST1974,S1_A,2,1,log_KME 0.0615(0.0519),log_KME -1,log_KME_lag1,-0.0198,0.0321,-0.6168224299065421,0.5373518557120247,,0,0
POST1974,S1_A,2,1,log_KME 0.0615(0.0519),log_M -2,log_M_-2,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_A,2,1,log_M,ECT,ECT,0.6481,2.2728,0.28515487504399856,0.7755254901790666,,0,0
POST1974,S1_A,2,1,log_M,Intercept,Intercept,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_A,2,1,log_M,log_M -1,log_M_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_A,2,1,log_M,log_KME -1,log_KME_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_A,2,1,log_M,log_M -2,log_M_-2,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_B,1,1,log_M,ECT,ECT,-0.7212,0.1843,-3.9131850244167117,9.108668777311152e-5,***,3,99
POST1974,S1_B,1,1,log_M,Intercept,Intercept,-4.4,1.1427,-3.8505294477990724,0.00011786275702548911,***,3,99
POST1974,S1_B,1,1,log_M,log_M -1,log_M_lag1,-0.0263,0.1257,-0.2092283214001591,0.8342700043900374,,0,0
POST1974,S1_B,1,1,log_M,log_KME -1,log_KME_lag1,1.7164,0.5641,3.0427229214678246,0.0023444809535361952,**,3,99
POST1974,S1_B,1,1,log_M,log_NRS_proxy -1,log_NRS_proxy_lag1,0.4806,0.1942,2.474768280123584,0.0133322645811843,*,2,95
POST1974,S1_B,1,1,log_KME,ECT,ECT,-0.0759,0.0357,-2.126050420168067,0.03349906153424346,*,2,95
POST1974,S1_B,1,1,log_KME,Intercept,Intercept,-0.4627,0.2211,-2.092718227046585,0.03637431518984015,*,2,95
POST1974,S1_B,1,1,log_KME,log_M -1,log_M_lag1,0.025,0.0243,1.0288065843621401,0.30357057205482496,,0,0
POST1974,S1_B,1,1,log_KME,log_KME -1,log_KME_lag1,1.0547,0.1092,9.658424908424907,4.527715888266174e-22,***,3,99
POST1974,S1_B,1,1,log_KME,log_NRS_proxy -1,log_NRS_proxy_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_B,1,1,log_NRS_proxy -0.1864(0.1800),ECT,ECT,-1.0787,1.1157,-0.9668369633414001,0.33362554303866465,,0,0
POST1974,S1_B,1,1,log_NRS_proxy -0.1864(0.1800),Intercept,Intercept,-0.0328,0.1227,-0.267318663406683,0.789223818151199,,0,0
POST1974,S1_B,1,1,log_NRS_proxy -0.1864(0.1800),log_M -1,log_M_lag1,0.0316,0.5508,0.05737109658678287,0.9542495866501911,,0,0
POST1974,S1_B,1,1,log_NRS_proxy -0.1864(0.1800),log_KME -1,log_KME_lag1,-0.0306,0.1896,-0.16139240506329114,0.8717843481411964,,0,0
POST1974,S1_B,1,1,log_NRS_proxy -0.1864(0.1800),log_NRS_proxy -1,log_NRS_proxy_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_B,2,1,log_M,ECT,ECT,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_B,2,1,log_M,Intercept,Intercept,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_B,2,1,log_M,log_M -1,log_M_lag1,0.03,0.3,0.1,0.920344325445942,,0,0
POST1974,S1_B,2,1,log_M,log_KME -1,log_KME_lag1,1.6331,1.809,0.9027639579878386,0.3666511836167568,,0,0
POST1974,S1_B,2,1,log_M,log_NRS_proxy -1,log_NRS_proxy_lag1,0.8767,0.2565,3.417933723196881,6.309847005037103e-4,**,3,99
POST1974,S1_B,2,1,log_KME,ECT,ECT,0.0057,0.0581,0.0981067125645439,0.9218475573871574,,0,0
POST1974,S1_B,2,1,log_KME,Intercept,Intercept,0.019,0.1692,0.11229314420803783,0.9105909775527589,,0,0
POST1974,S1_B,2,1,log_KME,log_M -1,log_M_lag1,0.0205,0.0557,0.3680430879712747,0.712841106039976,,0,0
