"variable_id","display_name","construction_family","s24b_construction_status","constructed_observation_rows","expected_observation_rows","coverage_start","expected_coverage_start","coverage_end","expected_coverage_end","source_dataset","source_table","source_line","source_line_description","unit","frequency","provider_release_commit","provider_v1_commit","s21_intake_commit","s22_model_input_preparation_commit","s23_construction_plan_commit","s24a_income_distribution_construction_commit","s22_authorization","s23_authorization_scope","s24b_decision_effect","can_enter_modeling","can_construct_adjusted_shaikh","blocked_or_parked_status","notes"
"FIN__IPP__gross_investment_current_cost","FIN_intellectual_property_products_gross_investment_current_cost","fixed_assets_source_inputs","constructed",124,124,1901,1901,2024,2024,"FixedAssets","FAAt407","36","Intellectual property products","Millions of current dollars","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_fixed_assets_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation."
"FIN__IPP__net_stock_current_cost","FIN_intellectual_property_products_net_stock_current_cost","fixed_assets_source_inputs","constructed",100,100,1925,1925,2024,2024,"FixedAssets","FAAt401","36","Intellectual property products","Millions of current dollars","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_fixed_assets_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation."
"FIN__IPP__net_stock_quantity_index","FIN_intellectual_property_products_net_stock_quantity_index","fixed_assets_source_inputs","constructed",100,100,1925,1925,2024,2024,"FixedAssets","FAAt402","36","Intellectual property products","Chain-type quantity index","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_fixed_assets_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation."
"NFC__IPP__cfc_current_cost","NFC_intellectual_property_products_cfc_current_cost","fixed_assets_source_inputs","constructed",100,100,1925,1925,2024,2024,"FixedAssets","FAAt404","40","Intellectual property products","Millions of current dollars","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_fixed_assets_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation."
"NFC__IPP__gross_investment_current_cost","NFC_intellectual_property_products_gross_investment_current_cost","fixed_assets_source_inputs","constructed",124,124,1901,1901,2024,2024,"FixedAssets","FAAt407","40","Intellectual property products","Millions of current dollars","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_fixed_assets_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation."
"NFC__IPP__net_stock_current_cost","NFC_intellectual_property_products_net_stock_current_cost","fixed_assets_source_inputs","constructed",100,100,1925,1925,2024,2024,"FixedAssets","FAAt401","40","Intellectual property products","Millions of current dollars","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_fixed_assets_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation."
"NFC__IPP__net_stock_quantity_index","NFC_intellectual_property_products_net_stock_quantity_index","fixed_assets_source_inputs","constructed",100,100,1925,1925,2024,2024,"FixedAssets","FAAt402","40","Intellectual property products","Chain-type quantity index","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_fixed_assets_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation."
"CORP__TOTAL__cfc_current_cost","CORP_total_cfc_current_cost","fixed_assets_source_inputs","constructed",100,100,1925,1925,2024,2024,"FixedAssets","FAAt404","17","Corporate","Millions of current dollars","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_fixed_assets_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation."
"CORP__TOTAL__gross_investment_current_cost","CORP_total_gross_investment_current_cost","fixed_assets_source_inputs","constructed",124,124,1901,1901,2024,2024,"FixedAssets","FAAt407","17","Corporate","Millions of current dollars","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_fixed_assets_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation."
"CORP__TOTAL__net_stock_current_cost","CORP_total_net_stock_current_cost","fixed_assets_source_inputs","constructed",100,100,1925,1925,2024,2024,"FixedAssets","FAAt401","17","Corporate","Millions of current dollars","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_fixed_assets_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation."
"CORP__TOTAL__net_stock_quantity_index","CORP_total_net_stock_quantity_index","fixed_assets_source_inputs","constructed",100,100,1925,1925,2024,2024,"FixedAssets","FAAt402","17","Corporate","Chain-type quantity index","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_fixed_assets_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation."
"FIN__TOTAL__cfc_current_cost","FIN_total_cfc_current_cost","fixed_assets_source_inputs","constructed",100,100,1925,1925,2024,2024,"FixedAssets","FAAt404","33","Financial","Millions of current dollars","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_fixed_assets_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation."
"FIN__TOTAL__gross_investment_current_cost","FIN_total_gross_investment_current_cost","fixed_assets_source_inputs","constructed",124,124,1901,1901,2024,2024,"FixedAssets","FAAt407","33","Financial","Millions of current dollars","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_fixed_assets_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation."
"FIN__TOTAL__net_stock_current_cost","FIN_total_net_stock_current_cost","fixed_assets_source_inputs","constructed",100,100,1925,1925,2024,2024,"FixedAssets","FAAt401","33","Financial","Millions of current dollars","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_fixed_assets_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation."
"FIN__TOTAL__net_stock_quantity_index","FIN_total_net_stock_quantity_index","fixed_assets_source_inputs","constructed",100,100,1925,1925,2024,2024,"FixedAssets","FAAt402","33","Financial","Chain-type quantity index","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_fixed_assets_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation."
"NFC__TOTAL__cfc_current_cost","NFC_total_cfc_current_cost","fixed_assets_source_inputs","constructed",100,100,1925,1925,2024,2024,"FixedAssets","FAAt404","37","Nonfinancial","Millions of current dollars","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_fixed_assets_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation."
"NFC__TOTAL__gross_investment_current_cost","NFC_total_gross_investment_current_cost","fixed_assets_source_inputs","constructed",124,124,1901,1901,2024,2024,"FixedAssets","FAAt407","37","Nonfinancial","Millions of current dollars","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_fixed_assets_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation."
"NFC__TOTAL__net_stock_current_cost","NFC_total_net_stock_current_cost","fixed_assets_source_inputs","constructed",100,100,1925,1925,2024,2024,"FixedAssets","FAAt401","37","Nonfinancial","Millions of current dollars","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_fixed_assets_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation."
"NFC__TOTAL__net_stock_quantity_index","NFC_total_net_stock_quantity_index","fixed_assets_source_inputs","constructed",100,100,1925,1925,2024,2024,"FixedAssets","FAAt402","37","Nonfinancial","Chain-type quantity index","A","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","authorized_for_variable_construction_planning_only","future_implementation_planning_only","constructed_as_authorized_fixed_assets_source_input_only","no","no","not_blocked_or_parked","No transformation beyond S21 row filtering and lineage preservation."
