"year","variable_id","value","unit","source_boundary","source_stage","source_file","copied_from_source_variable","price_object_used","allowed_use","prohibited_use","status"
1930,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",408696.044789597,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1931,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",349383.689971403,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1932,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",283333.333333333,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1933,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",283431.684067181,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1934,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",344576.994637189,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1935,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",380636.373542552,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1936,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",436497.936128612,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1937,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",480476.790590212,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1938,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",424762.507916403,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1939,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",469948.186528497,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1940,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",540450.745952809,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1941,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",665601.91655021,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1942,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",789635.406878406,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1943,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",897371.263953907,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1944,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",915770.80007096,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1945,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",854276.868642194,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1946,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",842496.446785386,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1947,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",918258.321436622,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1948,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",984955.68997046,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1949,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",949961.664459469,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1950,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",1071811.19800678,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1951,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",1157962.32318623,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1952,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",1180209.52380952,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1953,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",1239139.63767665,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1954,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",1208576.18138131,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1955,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",1345096.60955159,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1956,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",1391967.37663557,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1957,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",1406324.80571785,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1958,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",1353416.39197721,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1959,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",1495074.29829389,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1960,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",1536658.86960779,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1961,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",1567650.8690489,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1962,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",1694976.19175004,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1963,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",1792957.22322471,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1964,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",1910397.77789424,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1965,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",2072834.01437956,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1966,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",2225661.25524705,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1967,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",2271991.95565802,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1968,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",2412730.79284129,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1969,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",2506779.66101695,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1970,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",2480472.80914444,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1971,"Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT",2565888.99497696,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","robustness_level_realized_NFC_GVA_with_named_proxy_deflator","not_authoritative_baseline; not_CORP_or_FC_real_GVA; not_productive_capacity; not_capacity_utilization; not_cross_family_join; not_complete_case_sample","source_copy_complete"
